scale_label,collection_name,config_name,documents_inserted,elapsed_seconds
sf1,watchitems,watchitem_g4,11918372,9954.748713960871
sf1,watchitems,watchitem_g5,11918372,11427.872068007011
sf1,watchitems,watchitem_g6,11918372,11430.42711309297
