scale_label,official_id,query_name,run_phase,candidate_count,global_best_candidate_id,global_best_g_class,global_best_group,global_best_p95_latency_ms,activated_best_candidate_id,activated_best_g_class,activated_best_group,activated_best_p95_latency_ms,activated_regret,primary_best_candidate_id,primary_best_g_class,primary_best_p95_latency_ms,primary_regret,secondary_best_candidate_id,secondary_best_g_class,secondary_best_p95_latency_ms,control_best_candidate_id,control_best_g_class,control_best_p95_latency_ms,activated_top1_preserved,primary_top1_preserved
sf0.1,IS5,IS5_CreatorOfMessage,hot,2,ldbc_snb_is5_g0_0e8582ef,G0,primary,1.2501776451244946,ldbc_snb_is5_g0_0e8582ef,G0,primary,1.2501776451244946,0.0,ldbc_snb_is5_g0_0e8582ef,G0,1.2501776451244946,0.0,,,,,,,True,True
sf0.1,IS6,IS6_ForumOfMessage,cold,4,ldbc_snb_is6_g0_768bbe02,G0,secondary_affected,93.96196084562688,ldbc_snb_is6_g0_768bbe02,G0,secondary_affected,93.96196084562688,0.0,ldbc_snb_is6_g7_0aecbe5c,G7,95.16692492179573,0.012823956261923094,ldbc_snb_is6_g0_768bbe02,G0,93.96196084562688,,,,True,False
sf0.1,IS6,IS6_ForumOfMessage,hot,4,ldbc_snb_is6_g9_c7584187,G9,primary,94.48190636467189,ldbc_snb_is6_g9_c7584187,G9,primary,94.48190636467189,0.0,ldbc_snb_is6_g9_c7584187,G9,94.48190636467189,0.0,ldbc_snb_is6_g3_f811f02c,G3,94.56933077890426,,,,True,True
sf0.1,IS7,IS7_RepliesOfMessage,cold,4,ldbc_snb_is7_g7_4e6a7bf8,G7,secondary_affected,0.9693465428426856,ldbc_snb_is7_g7_4e6a7bf8,G7,secondary_affected,0.9693465428426856,0.0,ldbc_snb_is7_g3_6298fb5e,G3,1.009599165990949,0.041525524019737324,ldbc_snb_is7_g7_4e6a7bf8,G7,0.9693465428426856,,,,True,False
sf0.1,IS7,IS7_RepliesOfMessage,hot,4,ldbc_snb_is7_g9_392f7469,G9,secondary_affected,0.874050357379019,ldbc_snb_is7_g9_392f7469,G9,secondary_affected,0.874050357379019,0.0,ldbc_snb_is7_g3_6298fb5e,G3,1.3719294918701053,0.5696229402434627,ldbc_snb_is7_g9_392f7469,G9,0.874050357379019,,,,True,False
sf1,IC1,IC1_TransitiveFriendsWithName,cold,2,ldbc_snb_ic1_g0_6aac8974,G0,primary,2675.2523354487494,ldbc_snb_ic1_g0_6aac8974,G0,primary,2675.2523354487494,0.0,ldbc_snb_ic1_g0_6aac8974,G0,2675.2523354487494,0.0,,,,,,,True,True
sf1,IC1,IC1_TransitiveFriendsWithName,hot,2,ldbc_snb_ic1_g0_6aac8974,G0,primary,2827.2060004761443,ldbc_snb_ic1_g0_6aac8974,G0,primary,2827.2060004761443,0.0,ldbc_snb_ic1_g0_6aac8974,G0,2827.2060004761443,0.0,,,,,,,True,True
sf1,IC2,IC2_RecentMessagesByFriends,cold,2,ldbc_snb_ic2_g3_8f05f032,G3,primary,33.52049328386784,ldbc_snb_ic2_g3_8f05f032,G3,primary,33.52049328386784,0.0,ldbc_snb_ic2_g3_8f05f032,G3,33.52049328386784,0.0,,,,,,,True,True
sf1,IC2,IC2_RecentMessagesByFriends,hot,2,ldbc_snb_ic2_g3_8f05f032,G3,primary,16.605158452875912,ldbc_snb_ic2_g3_8f05f032,G3,primary,16.605158452875912,0.0,ldbc_snb_ic2_g3_8f05f032,G3,16.605158452875912,0.0,,,,,,,True,True
sf1,IC3,IC3_FriendsAndFriendsOfFriendsInCountries,cold,4,ldbc_snb_ic3_g7_a1750f34,G7,secondary_affected,3702.1788847865537,ldbc_snb_ic3_g7_a1750f34,G7,secondary_affected,3702.1788847865537,0.0,ldbc_snb_ic3_g0_f7817cbe,G0,3795.2758600004017,0.025146536164530983,ldbc_snb_ic3_g7_a1750f34,G7,3702.1788847865537,,,,True,False
