scale_label,official_id,query_name,candidate_id_benchmark,g_class,benchmark_group,p95_latency_ms,avg_latency_ms,component_count,total_docs_examined,total_keys_examined,total_n_returned,total_execution_time_millis,has_IXSCAN,has_COLLSCAN,has_FETCH,has_SORT,has_LOOKUP,has_GROUP,has_UNWIND,used_disk_any,stage_list,index_names,collection_names
sf1,INS7,INS7_AddComment,ldbc_snb_ins7_g7_c86de251,G7,secondary_affected,1.5986245591193438,1.5351535752415657,,,,,,,,,,,,,,,,
sf1,INS8,INS8_AddFriendship,ldbc_snb_ins8_g3_8e5c5f42,G3,primary,0.8583541493862863,0.5961046554148197,,,,,,,,,,,,,,,,
sf1,IS1,IS1_ProfileOfPerson,ldbc_snb_is1_g3_6c817501,G3,primary,0.3514554351568221,0.2994505222886801,1.0,1.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,DB|EQ|EXPRESS_IXSCAN,person_id_1,ldbc_snb_phys_sf1_sf1_ldbc_snb_is1_g3_6c817501.persons
sf1,IS2,IS2_RecentMessagesOfPerson,ldbc_snb_is2_g9_b1df45f6,G9,secondary_affected,1.876588980667293,1.5834144316613674,2.0,370.0,370.0,40.0,1.0,True,False,True,True,False,False,False,False,DB|EQ|FETCH|IXSCAN|LIMIT|SORT,creation_date_1|creator_person_id_1,ldbc_snb_phys_sf1_sf1_ldbc_snb_is2_g9_b1df45f6.comments|ldbc_snb_phys_sf1_sf1_ldbc_snb_is2_g9_b1df45f6.posts
sf1,IS3,IS3_FriendsOfPerson,ldbc_snb_is3_g3_ebc00ba6,G3,primary,0.7068826584145427,0.6207411177456379,2.0,5.0,5.0,5.0,0.0,True,False,True,False,False,False,False,False,DB|EQ|FETCH|IXSCAN|LIMIT,person1_id_1|person2_id_1,ldbc_snb_phys_sf1_sf1_ldbc_snb_is3_g3_ebc00ba6.person_knows_person
sf1,IS4,IS4_ContentOfMessage,ldbc_snb_is4_g0_103e0c60,G0,control,1247.1139102010056,1235.7659418601545,2.0,1.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,DB|EQ|EXPRESS_IXSCAN,comment_id_1|post_id_1,ldbc_snb_phys_sf1_sf1_ldbc_snb_is4_g0_103e0c60.comments|ldbc_snb_phys_sf1_sf1_ldbc_snb_is4_g0_103e0c60.posts
sf1,IS5,IS5_CreatorOfMessage,ldbc_snb_is5_g3_f332352f,G3,primary,0.5504123866558073,0.4363468382507562,2.0,1.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,DB|EQ|EXPRESS_IXSCAN,comment_id_1|post_id_1,ldbc_snb_phys_sf1_sf1_ldbc_snb_is5_g3_f332352f.comments|ldbc_snb_phys_sf1_sf1_ldbc_snb_is5_g3_f332352f.posts
sf1,IS6,IS6_ForumOfMessage,ldbc_snb_is6_g3_f811f02c,G3,secondary_affected,1294.5043080952018,1238.846712000668,4.0,1.0,1.0,1.0,0.0,True,False,True,False,False,False,False,False,DB|EQ|EXPRESS_IXSCAN|FETCH|IXSCAN|LIMIT,comment_id_1|post_id_1,ldbc_snb_phys_sf1_sf1_ldbc_snb_is6_g3_f811f02c.comment_has_tag|ldbc_snb_phys_sf1_sf1_ldbc_snb_is6_g3_f811f02c.comments|ldbc_snb_phys_sf1_sf1_ldbc_snb_is6_g3_f811f02c.post_has_tag|ldbc_snb_phys_sf1_sf1_ldbc_snb_is6_g3_f811f02c.posts
sf1,IS7,IS7_RepliesOfMessage,ldbc_snb_is7_g3_6298fb5e,G3,primary,1.2579675763845444,1.1518657207489014,4.0,4.0,4.0,4.0,0.0,True,False,True,False,False,False,False,False,DB|EQ|FETCH|IXSCAN|LIMIT|OR|SUBPLAN,comment_id_1|parent_comment_id_1|post_id_1|reply_comment_id_1|reply_post_id_1,ldbc_snb_phys_sf1_sf1_ldbc_snb_is7_g3_6298fb5e.comment_reply_of_comment|ldbc_snb_phys_sf1_sf1_ldbc_snb_is7_g3_6298fb5e.comment_reply_of_post|ldbc_snb_phys_sf1_sf1_ldbc_snb_is7_g3_6298fb5e.comments
sf3,IC1,IC1_TransitiveFriendsWithName,ldbc_snb_ic1_g0_6aac8974,G0,primary,5567.528298520482,4323.601224925369,4.0,20.0,20.0,20.0,0.0,True,False,True,False,False,False,False,False,DB|EQ|EXPRESS_IXSCAN|FETCH|IXSCAN|LIMIT,first_name_1|person1_id_1|person2_id_1|person_id_1,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic1_g0_6aac8974.person_knows_person|ldbc_snb_phys_sf3_sf3_ldbc_snb_ic1_g0_6aac8974.persons
