scale_label,collection_name,config_name,documents_inserted,elapsed_seconds
sf0.25,watchitems,watchitem_g2,3119040,362.62682650308125
sf0.25,watchitems,watchitem_g3,3119040,374.12641409016214
sf0.25,watchitems,watchitem_g4,3119040,1433.7373477430083
sf0.25,watchitems,watchitem_g5,3119040,1808.603709591087
sf0.25,watchitems,watchitem_g6,3119040,1809.6805946319364
sf0.25,watchitems,watchitem_g0,3119040,344.4765402711928
sf0.25,series,series_g8,186514,146.72446919512004
sf0.25,series,series_g9,186514,148.13645331794396
