candidate_id,query_name,final_benchmark_group,selection_role,benchmark_priority,g_class,design_pattern,variant,root_entity,collection_name,scale_label,run_phase,repetition,component_no,component_name,component_role,operation_type,filter_json,pipeline_json,projection_json,limit,sort_json,start_ts,end_ts,execution_status,error_message,raw_explain_path,execution_time_millis,n_returned,total_docs_examined,total_keys_examined,docs_per_returned_total,keys_per_returned_total,all_stages_json,all_index_names_json,all_stages,all_index_names,has_IXSCAN,has_COLLSCAN,has_FETCH,has_SORT,has_AND_SORTED,has_OR,has_PROJECTION,has_LOOKUP,has_GROUP,used_disk,query_hash,plan_cache_key,n_rejected_plans,collection_count,collection_size_bytes,collection_avg_obj_size_bytes,collection_storage_size_bytes,collection_total_index_size_bytes,collection_total_size_bytes,collection_free_storage_size_bytes,collection_nindexes,collection_index_sizes_json,estimated_docs_examined_bytes,estimated_returned_bytes,estimated_examined_bytes_per_returned,docs_examined_collection_ratio,index_to_data_size_ratio,parameter_json,execution_db_name,source_results_dir
dbsr_q1_companyprofileibm__materialized_baseline,Q1_CompanyProfileIBM,baseline,baseline_comparison,dbsr,DBSR,dbsr_materialized_document_tree,dbsr_materialized,Corporation,dbsr_rank03_corporation,sf1,hot,1,1,corporation_root,read,find,"{""CORPORATIONID"": ""2860""}",,{},1,{},2026-06-12T07:57:45.617027+00:00,2026-06-12T07:57:45.617476+00:00,completed,,,0.0,1,1,1,1.0,1.0,"[""EXPRESS_IXSCAN""]","[""idx_CORPORATIONID_1""]",EXPRESS_IXSCAN,idx_CORPORATIONID_1,True,False,False,False,False,False,False,False,False,False,67D5019D,06A46D08,0,2324,409769,176,147456,126976,274432,12288,3,"{""_id_"": 49152, ""idx_CORPORATIONID_1"": 36864, ""idx_TICKERSYMBOL_1"": 40960}",176.0,176.0,176.0,0.0004302925989672978,0.30987214747821334,"{""corporation_id"": ""2860""}",dbsr_fiben_sf1_source_full,DBSR_implementation/results/fiben/query_plan
dbsr_q1_companyprofileibm__materialized_baseline,Q1_CompanyProfileIBM,baseline,baseline_comparison,dbsr,DBSR,dbsr_materialized_document_tree,dbsr_materialized,Corporation,dbsr_rank03_corporation,sf1,hot,2,1,corporation_root,read,find,"{""CORPORATIONID"": ""2860""}",,{},1,{},2026-06-12T07:57:45.620168+00:00,2026-06-12T07:57:45.620492+00:00,completed,,,0.0,1,1,1,1.0,1.0,"[""EXPRESS_IXSCAN""]","[""idx_CORPORATIONID_1""]",EXPRESS_IXSCAN,idx_CORPORATIONID_1,True,False,False,False,False,False,False,False,False,False,67D5019D,06A46D08,0,2324,409769,176,147456,126976,274432,12288,3,"{""_id_"": 49152, ""idx_CORPORATIONID_1"": 36864, ""idx_TICKERSYMBOL_1"": 40960}",176.0,176.0,176.0,0.0004302925989672978,0.30987214747821334,"{""corporation_id"": ""2860""}",dbsr_fiben_sf1_source_full,DBSR_implementation/results/fiben/query_plan
dbsr_q1_companyprofileibm__materialized_baseline,Q1_CompanyProfileIBM,baseline,baseline_comparison,dbsr,DBSR,dbsr_materialized_document_tree,dbsr_materialized,Corporation,dbsr_rank03_corporation,sf1,hot,3,1,corporation_root,read,find,"{""CORPORATIONID"": ""2860""}",,{},1,{},2026-06-12T07:57:45.623265+00:00,2026-06-12T07:57:45.623550+00:00,completed,,,0.0,1,1,1,1.0,1.0,"[""EXPRESS_IXSCAN""]","[""idx_CORPORATIONID_1""]",EXPRESS_IXSCAN,idx_CORPORATIONID_1,True,False,False,False,False,False,False,False,False,False,67D5019D,06A46D08,0,2324,409769,176,147456,126976,274432,12288,3,"{""_id_"": 49152, ""idx_CORPORATIONID_1"": 36864, ""idx_TICKERSYMBOL_1"": 40960}",176.0,176.0,176.0,0.0004302925989672978,0.30987214747821334,"{""corporation_id"": ""2860""}",dbsr_fiben_sf1_source_full,DBSR_implementation/results/fiben/query_plan
dbsr_q1_companyprofileibm__materialized_baseline,Q1_CompanyProfileIBM,baseline,baseline_comparison,dbsr,DBSR,dbsr_materialized_document_tree,dbsr_materialized,Corporation,dbsr_rank03_corporation,sf1,hot,4,1,corporation_root,read,find,"{""CORPORATIONID"": ""2860""}",,{},1,{},2026-06-12T07:57:45.626304+00:00,2026-06-12T07:57:45.626587+00:00,completed,,,0.0,1,1,1,1.0,1.0,"[""EXPRESS_IXSCAN""]","[""idx_CORPORATIONID_1""]",EXPRESS_IXSCAN,idx_CORPORATIONID_1,True,False,False,False,False,False,False,False,False,False,67D5019D,06A46D08,0,2324,409769,176,147456,126976,274432,12288,3,"{""_id_"": 49152, ""idx_CORPORATIONID_1"": 36864, ""idx_TICKERSYMBOL_1"": 40960}",176.0,176.0,176.0,0.0004302925989672978,0.30987214747821334,"{""corporation_id"": ""2860""}",dbsr_fiben_sf1_source_full,DBSR_implementation/results/fiben/query_plan
dbsr_q1_companyprofileibm__materialized_baseline,Q1_CompanyProfileIBM,baseline,baseline_comparison,dbsr,DBSR,dbsr_materialized_document_tree,dbsr_materialized,Corporation,dbsr_rank03_corporation,sf1,hot,5,1,corporation_root,read,find,"{""CORPORATIONID"": ""2860""}",,{},1,{},2026-06-12T07:57:45.629335+00:00,2026-06-12T07:57:45.629601+00:00,completed,,,0.0,1,1,1,1.0,1.0,"[""EXPRESS_IXSCAN""]","[""idx_CORPORATIONID_1""]",EXPRESS_IXSCAN,idx_CORPORATIONID_1,True,False,False,False,False,False,False,False,False,False,67D5019D,06A46D08,0,2324,409769,176,147456,126976,274432,12288,3,"{""_id_"": 49152, ""idx_CORPORATIONID_1"": 36864, ""idx_TICKERSYMBOL_1"": 40960}",176.0,176.0,176.0,0.0004302925989672978,0.30987214747821334,"{""corporation_id"": ""2860""}",dbsr_fiben_sf1_source_full,DBSR_implementation/results/fiben/query_plan
dbsr_q1_companyprofileibm__materialized_baseline,Q1_CompanyProfileIBM,baseline,baseline_comparison,dbsr,DBSR,dbsr_materialized_document_tree,dbsr_materialized,Corporation,dbsr_rank03_corporation,sf1,hot,6,1,corporation_root,read,find,"{""CORPORATIONID"": ""2860""}",,{},1,{},2026-06-12T07:57:45.632336+00:00,2026-06-12T07:57:45.632607+00:00,completed,,,0.0,1,1,1,1.0,1.0,"[""EXPRESS_IXSCAN""]","[""idx_CORPORATIONID_1""]",EXPRESS_IXSCAN,idx_CORPORATIONID_1,True,False,False,False,False,False,False,False,False,False,67D5019D,06A46D08,0,2324,409769,176,147456,126976,274432,12288,3,"{""_id_"": 49152, ""idx_CORPORATIONID_1"": 36864, ""idx_TICKERSYMBOL_1"": 40960}",176.0,176.0,176.0,0.0004302925989672978,0.30987214747821334,"{""corporation_id"": ""2860""}",dbsr_fiben_sf1_source_full,DBSR_implementation/results/fiben/query_plan
dbsr_q1_companyprofileibm__materialized_baseline,Q1_CompanyProfileIBM,baseline,baseline_comparison,dbsr,DBSR,dbsr_materialized_document_tree,dbsr_materialized,Corporation,dbsr_rank03_corporation,sf1,hot,7,1,corporation_root,read,find,"{""CORPORATIONID"": ""2860""}",,{},1,{},2026-06-12T07:57:45.634859+00:00,2026-06-12T07:57:45.635116+00:00,completed,,,0.0,1,1,1,1.0,1.0,"[""EXPRESS_IXSCAN""]","[""idx_CORPORATIONID_1""]",EXPRESS_IXSCAN,idx_CORPORATIONID_1,True,False,False,False,False,False,False,False,False,False,67D5019D,06A46D08,0,2324,409769,176,147456,126976,274432,12288,3,"{""_id_"": 49152, ""idx_CORPORATIONID_1"": 36864, ""idx_TICKERSYMBOL_1"": 40960}",176.0,176.0,176.0,0.0004302925989672978,0.30987214747821334,"{""corporation_id"": ""2860""}",dbsr_fiben_sf1_source_full,DBSR_implementation/results/fiben/query_plan
dbsr_q1_companyprofileibm__materialized_baseline,Q1_CompanyProfileIBM,baseline,baseline_comparison,dbsr,DBSR,dbsr_materialized_document_tree,dbsr_materialized,Corporation,dbsr_rank03_corporation,sf1,hot,8,1,corporation_root,read,find,"{""CORPORATIONID"": ""2860""}",,{},1,{},2026-06-12T07:57:45.637839+00:00,2026-06-12T07:57:45.638098+00:00,completed,,,0.0,1,1,1,1.0,1.0,"[""EXPRESS_IXSCAN""]","[""idx_CORPORATIONID_1""]",EXPRESS_IXSCAN,idx_CORPORATIONID_1,True,False,False,False,False,False,False,False,False,False,67D5019D,06A46D08,0,2324,409769,176,147456,126976,274432,12288,3,"{""_id_"": 49152, ""idx_CORPORATIONID_1"": 36864, ""idx_TICKERSYMBOL_1"": 40960}",176.0,176.0,176.0,0.0004302925989672978,0.30987214747821334,"{""corporation_id"": ""2860""}",dbsr_fiben_sf1_source_full,DBSR_implementation/results/fiben/query_plan
dbsr_q1_companyprofileibm__materialized_baseline,Q1_CompanyProfileIBM,baseline,baseline_comparison,dbsr,DBSR,dbsr_materialized_document_tree,dbsr_materialized,Corporation,dbsr_rank03_corporation,sf1,hot,9,1,corporation_root,read,find,"{""CORPORATIONID"": ""2860""}",,{},1,{},2026-06-12T07:57:45.640871+00:00,2026-06-12T07:57:45.641225+00:00,completed,,,0.0,1,1,1,1.0,1.0,"[""EXPRESS_IXSCAN""]","[""idx_CORPORATIONID_1""]",EXPRESS_IXSCAN,idx_CORPORATIONID_1,True,False,False,False,False,False,False,False,False,False,67D5019D,06A46D08,0,2324,409769,176,147456,126976,274432,12288,3,"{""_id_"": 49152, ""idx_CORPORATIONID_1"": 36864, ""idx_TICKERSYMBOL_1"": 40960}",176.0,176.0,176.0,0.0004302925989672978,0.30987214747821334,"{""corporation_id"": ""2860""}",dbsr_fiben_sf1_source_full,DBSR_implementation/results/fiben/query_plan
dbsr_q1_companyprofileibm__materialized_baseline,Q1_CompanyProfileIBM,baseline,baseline_comparison,dbsr,DBSR,dbsr_materialized_document_tree,dbsr_materialized,Corporation,dbsr_rank03_corporation,sf1,hot,10,1,corporation_root,read,find,"{""CORPORATIONID"": ""2860""}",,{},1,{},2026-06-12T07:57:45.644068+00:00,2026-06-12T07:57:45.644401+00:00,completed,,,0.0,1,1,1,1.0,1.0,"[""EXPRESS_IXSCAN""]","[""idx_CORPORATIONID_1""]",EXPRESS_IXSCAN,idx_CORPORATIONID_1,True,False,False,False,False,False,False,False,False,False,67D5019D,06A46D08,0,2324,409769,176,147456,126976,274432,12288,3,"{""_id_"": 49152, ""idx_CORPORATIONID_1"": 36864, ""idx_TICKERSYMBOL_1"": 40960}",176.0,176.0,176.0,0.0004302925989672978,0.30987214747821334,"{""corporation_id"": ""2860""}",dbsr_fiben_sf1_source_full,DBSR_implementation/results/fiben/query_plan
