dataset,scale_label,query_name,run_phase,query_scale_phase_id,baseline,availability_status,selected_g_classes,selected_config_count,global_best_config_id,global_best_g_class,global_best_p95,baseline_best_config_id,baseline_best_g_class,baseline_best_p95,top1_preserved,top3_preserved,near_best_preserved,relative_regret,random_repetitions,random_k_size,random_top1_std,random_top3_std,random_near_best_std,random_regret_std,note
imdb,sf1,QG9_TopRatedSeriesByGenre,hot,imdb::sf1::QG9_TopRatedSeriesByGenre::hot,relationship_type_only,available,G0|G2|G3,3,series_g7,G7,4.0780437040666575,watchitem_g2,G2,159.41339150376731,0.0,0.0,0.0,38.0906530366016,,,,,,,Coverage status: full; performance computed over selected measured classes.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,hot,imdb::sf0.5::QG9_TopRatedSeriesByGenre::hot,relationship_type_only,available,G0|G2|G3,3,series_g7,G7,2.054242697340668,watchitem_g2,G2,78.13642835462812,0.0,0.0,0.0,37.036610014863435,,,,,,,Coverage status: full; performance computed over selected measured classes.
imdb,sf1,QG9_TopRatedSeriesByGenre,cold,imdb::sf1::QG9_TopRatedSeriesByGenre::cold,relationship_type_only,available,G0|G2|G3,3,series_g8,G8,11.690209502557977,watchitem_g2,G2,196.7971635524009,0.0,0.0,0.0,15.834357289263206,,,,,,,Coverage status: full; performance computed over selected measured classes.
imdb,sf0.25,QG9_TopRatedSeriesByGenre,hot,imdb::sf0.25::QG9_TopRatedSeriesByGenre::hot,relationship_type_only,available,G0|G2|G3,3,series_g7,G7,3.006609698422833,watchitem_g0,G0,40.19758284921407,0.0,0.0,0.0,12.369737638477112,,,,,,,Coverage status: full; performance computed over selected measured classes.
imdb,sf0.25,QG9_TopRatedSeriesByGenre,cold,imdb::sf0.25::QG9_TopRatedSeriesByGenre::cold,relationship_type_only,available,G0|G2|G3,3,series_g8,G8,4.181634601991389,watchitem_g3,G3,40.41359749862748,0.0,0.0,0.0,8.664545409917359,,,,,,,Coverage status: full; performance computed over selected measured classes.
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,cold,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,relationship_type_only,available,G3,1,q2_company_with_industry_country_and_listed_securities__control__normalized_reference_baseline,CONTROL,0.2866552327759563,q2_company_with_industry_country_and_listed_securities__g3__association_references,G3,2.5585654366295767,0.0,0.0,0.0,7.925584270179005,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,cold,imdb::sf0.5::QG9_TopRatedSeriesByGenre::cold,relationship_type_only,available,G0|G2|G3,3,series_g8,G8,10.406354698352503,watchitem_g0,G0,78.35055474060934,0.0,0.0,0.0,6.52910668641859,,,,,,,Coverage status: full; performance computed over selected measured classes.
fiben,sf10,Q2_CompanyWithIndustryCountryAndListedSecurities,cold,fiben::sf10::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,relationship_type_only,available,G3,1,q2_company_with_industry_country_and_listed_securities__control__normalized_reference_baseline,CONTROL,0.3040543640963732,q2_company_with_industry_country_and_listed_securities__g3__association_references,G3,1.9528514938428965,0.0,0.0,0.0,5.422705030551444,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,hot,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::hot,relationship_type_only,available,G3,1,q2_company_with_industry_country_and_listed_securities__g9__tradeoff_benchmark_candidate,G9,0.2507009194232523,q2_company_with_industry_country_and_listed_securities__g3__association_references,G3,1.5413900895509869,0.0,0.0,0.0,5.1483224437190644,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf10,Q2_CompanyWithIndustryCountryAndListedSecurities,cold,fiben::sf10::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,depth_only,available,G9,1,q2_company_with_industry_country_and_listed_securities__control__normalized_reference_baseline,CONTROL,0.3040543640963732,q2_company_with_industry_country_and_listed_securities__g9__tradeoff_benchmark_candidate,G9,1.700958103174341,0.0,0.0,0.0,4.59425650156169,,,,,,,Coverage status: partial; performance computed over selected measured classes.
ldbc_snb,sf1,INS5_AddForumMembership,hot,ldbc_snb::sf1::INS5_AddForumMembership::hot,always_reference,available,G6,1,ldbc_snb_ins5_g4_79a744a2,G4,2.4009961780393496,ldbc_snb_ins5_g6_9496cfdb,G6,13.108868958079237,0.0,1.0,0.0,4.4597625260627956,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf30,Q5_ReportsAndMetricDataOfCompany,cold,fiben::sf30::Q5_ReportsAndMetricDataOfCompany::cold,always_reference,available,CONTROL,1,q5_reports_and_metric_data_of_company__g9__tradeoff_benchmark_candidate,G9,46.00141868577337,q5_reports_and_metric_data_of_company__control__normalized_reference_baseline,CONTROL,207.41541752940947,0.0,0.0,0.0,3.508891757148259,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.5,QG3_RecommendationByGenreAndSubtype,cold,imdb::sf0.5::QG3_RecommendationByGenreAndSubtype::cold,always_reference,available,G0|G3|G6|G7,4,series_g8,G8,8.422275696648283,series_g7,G7,32.92639955325285,0.0,0.0,0.0,2.9094421435712667,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.25,QG3_RecommendationByGenreAndSubtype,cold,imdb::sf0.25::QG3_RecommendationByGenreAndSubtype::cold,always_reference,available,G0|G3|G6|G7,4,series_g9,G9,6.170381346964859,series_g7,G7,23.42901169613469,0.0,0.0,0.0,2.7970119476747017,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.5,QG8_AddPersonRoleToWatchItem,cold,imdb::sf0.5::QG8_AddPersonRoleToWatchItem::cold,relationship_type_only,available,G4|G5|G6,3,series_g8,G8,0.4777233472850639,watchitem_g4,G4,1.7335575546894677,0.0,0.0,0.0,2.6287896845347833,,,,,,,Coverage status: full; performance computed over selected measured classes.
imdb,sf1,QG10_AdvancedSearchWatchItems,cold,imdb::sf1::QG10_AdvancedSearchWatchItems::cold,always_reference,available,G0|G3|G6|G7,4,series_g9,G9,299.3356191014754,watchitem_g3,G3,986.9721507493524,0.0,0.0,0.0,2.2972091784865967,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf1,QG10_AdvancedSearchWatchItems,cold,imdb::sf1::QG10_AdvancedSearchWatchItems::cold,relationship_type_only,available,G0|G2|G3,3,series_g9,G9,299.3356191014754,watchitem_g2,G2,983.7280741972788,0.0,1.0,0.0,2.2863715890215954,,,,,,,Coverage status: full; performance computed over selected measured classes.
fiben,sf10,Q2_CompanyWithIndustryCountryAndListedSecurities,cold,fiben::sf10::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,always_embed,available,G5|G9,2,q2_company_with_industry_country_and_listed_securities__control__normalized_reference_baseline,CONTROL,0.3040543640963732,q2_company_with_industry_country_and_listed_securities__g5__shared_targets_as_references,G5,0.9276787750422943,0.0,1.0,0.0,2.051029304576128,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf10,Q2_CompanyWithIndustryCountryAndListedSecurities,cold,fiben::sf10::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,schema_lens,available,G1|G3|G5|G7|G9,5,q2_company_with_industry_country_and_listed_securities__control__normalized_reference_baseline,CONTROL,0.3040543640963732,q2_company_with_industry_country_and_listed_securities__g5__shared_targets_as_references,G5,0.9276787750422943,0.0,1.0,0.0,2.051029304576128,,,,,,,SchemaLens selects all non-control measured configuration classes for this case.
imdb,sf0.25,QG9_TopRatedSeriesByGenre,cold,imdb::sf0.25::QG9_TopRatedSeriesByGenre::cold,always_reference,available,G0|G3|G6|G7,4,series_g8,G8,4.181634601991389,series_g7,G7,12.40151049823907,0.0,1.0,0.0,1.965708790608627,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.25,QG8_AddPersonRoleToWatchItem,cold,imdb::sf0.25::QG8_AddPersonRoleToWatchItem::cold,relationship_type_only,available,G4|G5|G6,3,series_g9,G9,0.570295001307386,watchitem_g4,G4,1.653078102390281,0.0,0.0,0.0,1.8986368433892,,,,,,,Coverage status: full; performance computed over selected measured classes.
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,cold,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,always_embed,available,G5|G9,2,q2_company_with_industry_country_and_listed_securities__control__normalized_reference_baseline,CONTROL,0.2866552327759563,q2_company_with_industry_country_and_listed_securities__g9__tradeoff_benchmark_candidate,G9,0.8241387840826055,0.0,1.0,0.0,1.8750174071538235,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,cold,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,depth_only,available,G9,1,q2_company_with_industry_country_and_listed_securities__control__normalized_reference_baseline,CONTROL,0.2866552327759563,q2_company_with_industry_country_and_listed_securities__g9__tradeoff_benchmark_candidate,G9,0.8241387840826055,0.0,1.0,0.0,1.8750174071538235,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf1,QG8_AddPersonRoleToWatchItem,cold,imdb::sf1::QG8_AddPersonRoleToWatchItem::cold,relationship_type_only,available,G4|G5|G6,3,series_g8,G8,0.6625108515436291,watchitem_g4,G4,1.85788295129896,0.0,0.0,0.0,1.8043056909485364,,,,,,,Coverage status: full; performance computed over selected measured classes.
fiben,sf10,Q5_ReportsAndMetricDataOfCompany,cold,fiben::sf10::Q5_ReportsAndMetricDataOfCompany::cold,always_reference,available,CONTROL,1,q5_reports_and_metric_data_of_company__g2__embed_containment_children,G2,47.810849366942406,q5_reports_and_metric_data_of_company__control__normalized_reference_baseline,CONTROL,133.3137792360501,0.0,0.0,0.0,1.788358311999086,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf1,QG3_RecommendationByGenreAndSubtype,cold,imdb::sf1::QG3_RecommendationByGenreAndSubtype::cold,always_reference,available,G0|G3|G6|G7,4,series_g8,G8,11.558564344886689,watchitem_g3,G3,32.1689355005219,0.0,0.0,0.0,1.7831255284530974,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf30,Q1_CompanyProfileIBM,cold,fiben::sf30::Q1_CompanyProfileIBM::cold,random_k,available,random_sample_k=1,1,q1_company_profile_ibm__g0__root_only,G0,0.607155327452346,,,1.5791126498719654,0.497,1.0,0.497,1.6008380038399734,1000,1,0.4999909999189985,0.0,0.4999909999189985,1.5912616187838609,Random-k is averaged over repeated samples from measured configuration classes.
fiben,sf1,Q2_CompanyWithIndustryCountryAndListedSecurities,cold,fiben::sf1::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,depth_only,available,G9,1,q2_company_with_industry_country_and_listed_securities__g1__embed_descriptors,G1,0.2041728235781192,q2_company_with_industry_country_and_listed_securities__g9__tradeoff_benchmark_candidate,G9,0.5093396466691043,0.0,0.0,0.0,1.4946495706086185,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.5,QG7_UpdateWatchItemMetadata,cold,imdb::sf0.5::QG7_UpdateWatchItemMetadata::cold,relationship_type_only,available,G0|G2,2,series_g9,G9,0.2790992075460962,watchitem_g2,G2,0.6933180957275905,0.0,0.0,0.0,1.484127783175743,,,,,,,Coverage status: partial; performance computed over selected measured classes.
ldbc_snb,sf3,IS6_ForumOfMessage,hot,ldbc_snb::sf3::IS6_ForumOfMessage::hot,always_embed,available,G9,1,ldbc_snb_is6_g0_768bbe02,G0,1.3323502091225234,ldbc_snb_is6_g9_c7584187,G9,3.208525941590775,0.0,0.0,0.0,1.4081701039427823,,,,,,,Coverage status: partial; performance computed over selected measured classes.
ldbc_snb,sf3,IS6_ForumOfMessage,hot,ldbc_snb::sf3::IS6_ForumOfMessage::hot,depth_only,available,G9,1,ldbc_snb_is6_g0_768bbe02,G0,1.3323502091225234,ldbc_snb_is6_g9_c7584187,G9,3.208525941590775,0.0,0.0,0.0,1.4081701039427823,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf1,Q1_CompanyProfileIBM,hot,fiben::sf1::Q1_CompanyProfileIBM::hot,schema_lens,available,G0,1,q1_company_profile_ibm__control__normalized_reference_baseline,CONTROL,0.2333730109967291,q1_company_profile_ibm__g0__root_only,G0,0.5578436190262431,0.0,1.0,0.0,1.3903518947787055,,,,,,,SchemaLens selects all non-control measured configuration classes for this case.
imdb,sf1,QG7_UpdateWatchItemMetadata,cold,imdb::sf1::QG7_UpdateWatchItemMetadata::cold,relationship_type_only,available,G0|G2,2,series_g9,G9,0.2754597044258843,watchitem_g2,G2,0.6365366520185487,0.0,0.0,0.0,1.3108158536117809,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf1,QG9_TopRatedSeriesByGenre,cold,imdb::sf1::QG9_TopRatedSeriesByGenre::cold,always_reference,available,G0|G3|G6|G7,4,series_g8,G8,11.690209502557977,series_g7,G7,26.93231645462216,0.0,1.0,0.0,1.3038352262830708,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.5,QG3_RecommendationByGenreAndSubtype,cold,imdb::sf0.5::QG3_RecommendationByGenreAndSubtype::cold,relationship_type_only,available,G0|G2|G3,3,series_g8,G8,8.422275696648283,watchitem_g2,G2,19.12277665178408,0.0,1.0,0.0,1.2704999623075925,,,,,,,Coverage status: full; performance computed over selected measured classes.
imdb,sf0.25,QG3_RecommendationByGenreAndSubtype,cold,imdb::sf0.25::QG3_RecommendationByGenreAndSubtype::cold,relationship_type_only,available,G0|G2|G3,3,series_g9,G9,6.170381346964859,watchitem_g2,G2,13.81634630197368,0.0,1.0,0.0,1.239139775172856,,,,,,,Coverage status: full; performance computed over selected measured classes.
ldbc_snb,sf0.1,INS5_AddForumMembership,hot,ldbc_snb::sf0.1::INS5_AddForumMembership::hot,always_reference,available,G6,1,ldbc_snb_ins5_g4_79a744a2,G4,1.1133203508506997,ldbc_snb_ins5_g6_9496cfdb,G6,2.398190505482489,0.0,1.0,0.0,1.1540884469146786,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,cold,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,schema_lens,available,G1|G3|G5|G7|G9,5,q2_company_with_industry_country_and_listed_securities__control__normalized_reference_baseline,CONTROL,0.2866552327759563,q2_company_with_industry_country_and_listed_securities__g1__embed_descriptors,G1,0.6061950349248939,0.0,1.0,0.0,1.1147181897031102,,,,,,,SchemaLens selects all non-control measured configuration classes for this case.
ldbc_snb,sf0.1,INS1_AddPerson,hot,ldbc_snb::sf0.1::INS1_AddPerson::hot,relationship_type_only,available,G0,1,ldbc_snb_ins1_g3_10a467d5,G3,1.1844372005725743,ldbc_snb_ins1_g0_ffbfd07e,G0,2.476322300208267,0.0,1.0,0.0,1.0907164170554389,,,,,,,Coverage status: partial; performance computed over selected measured classes.
ldbc_snb,sf3,IS4_ContentOfMessage,hot,ldbc_snb::sf3::IS4_ContentOfMessage::hot,always_reference,available,G0,1,ldbc_snb_is4_g1_c923c633,G1,1.2613651109859347,ldbc_snb_is4_g0_103e0c60,G0,2.595186175312847,0.0,1.0,0.0,1.0574424904493696,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf1,QG8_AddPersonRoleToWatchItem,hot,imdb::sf1::QG8_AddPersonRoleToWatchItem::hot,relationship_type_only,available,G4|G5|G6,3,watchitem_g3,G3,0.3732010467501823,watchitem_g5,G5,0.7166146446252242,0.0,0.0,0.0,0.9201839085540404,,,,,,,Coverage status: full; performance computed over selected measured classes.
ldbc_snb,sf3,IS2_RecentMessagesOfPerson,hot,ldbc_snb::sf3::IS2_RecentMessagesOfPerson::hot,depth_only,available,G9,1,ldbc_snb_is2_g0_1d094f1c,G0,2.7112717303680247,ldbc_snb_is2_g9_b1df45f6,G9,5.1801096298731855,0.0,0.0,0.0,0.9105829828314714,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,hot,imdb::sf0.5::QG9_TopRatedSeriesByGenre::hot,always_embed,available,G2|G4|G5|G8|G9,5,series_g7,G7,2.054242697340668,series_g8,G8,3.894821542053248,0.0,1.0,0.0,0.8959889924862883,,,,,,,Coverage status: full; performance computed over selected measured classes.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,hot,imdb::sf0.5::QG9_TopRatedSeriesByGenre::hot,depth_only,available,G2|G8|G9,3,series_g7,G7,2.054242697340668,series_g8,G8,3.894821542053248,0.0,1.0,0.0,0.8959889924862883,,,,,,,Coverage status: full; performance computed over selected measured classes.
ldbc_snb,sf0.1,IS2_RecentMessagesOfPerson,hot,ldbc_snb::sf0.1::IS2_RecentMessagesOfPerson::hot,relationship_type_only,available,G0|G3,2,ldbc_snb_is2_g6_7253ed90,G6,2.2557887037692126,ldbc_snb_is2_g0_1d094f1c,G0,4.251701352768578,0.0,0.0,0.0,0.8847959233346551,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.25,QG1_WatchItemById,cold,imdb::sf0.25::QG1_WatchItemById::cold,relationship_type_only,available,G0|G2,2,watchitem_g4,G4,0.4589106465573421,watchitem_g2,G2,0.8526348527084329,0.0,0.0,0.0,0.8579539592396314,,,,,,,Coverage status: partial; performance computed over selected measured classes.
ldbc_snb,sf0.1,INS3_AddLikeToComment,hot,ldbc_snb::sf0.1::INS3_AddLikeToComment::hot,always_reference,available,G6,1,ldbc_snb_ins3_g4_9ec9f8f6,G4,1.2222706456668675,ldbc_snb_ins3_g6_c1c01729,G6,2.2566911509784404,0.0,1.0,0.0,0.8463105196698854,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.5,QG8_AddPersonRoleToWatchItem,hot,imdb::sf0.5::QG8_AddPersonRoleToWatchItem::hot,relationship_type_only,available,G4|G5|G6,3,series_g7,G7,0.3584647929528728,watchitem_g5,G5,0.6544762545672711,0.0,0.0,0.0,0.8257755501620901,,,,,,,Coverage status: full; performance computed over selected measured classes.
imdb,sf0.5,QG1_WatchItemById,cold,imdb::sf0.5::QG1_WatchItemById::cold,relationship_type_only,available,G0|G2,2,watchitem_g4,G4,0.46593090009992,watchitem_g2,G2,0.8385744084080207,0.0,0.0,0.0,0.7997827751458132,,,,,,,Coverage status: partial; performance computed over selected measured classes.
ldbc_snb,sf0.1,IS2_RecentMessagesOfPerson,hot,ldbc_snb::sf0.1::IS2_RecentMessagesOfPerson::hot,depth_only,available,G9,1,ldbc_snb_is2_g6_7253ed90,G6,2.2557887037692126,ldbc_snb_is2_g9_b1df45f6,G9,4.045359548035776,0.0,0.0,0.0,0.7933237901565682,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.25,QG7_UpdateWatchItemMetadata,cold,imdb::sf0.25::QG7_UpdateWatchItemMetadata::cold,relationship_type_only,available,G0|G2,2,series_g8,G8,0.3104291019553784,watchitem_g0,G0,0.5538501016417284,0.0,0.0,0.0,0.784143619760688,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.5,QG9_TopRatedSeriesByGenre,cold,imdb::sf0.5::QG9_TopRatedSeriesByGenre::cold,always_reference,available,G0|G3|G6|G7,4,series_g8,G8,10.406354698352503,series_g7,G7,18.413845798932,0.0,1.0,0.0,0.7694808924634499,,,,,,,Coverage status: partial; performance computed over selected measured classes.
ldbc_snb,sf3,INS7_AddComment,hot,ldbc_snb::sf3::INS7_AddComment::hot,always_embed,available,G9,1,ldbc_snb_ins7_g7_c86de251,G7,1.2418729689670729,ldbc_snb_ins7_g9_bcd2ce9b,G9,2.1870146942092106,0.0,1.0,0.0,0.7610615166447006,,,,,,,Coverage status: partial; performance computed over selected measured classes.
ldbc_snb,sf3,INS7_AddComment,hot,ldbc_snb::sf3::INS7_AddComment::hot,depth_only,available,G9,1,ldbc_snb_ins7_g7_c86de251,G7,1.2418729689670729,ldbc_snb_ins7_g9_bcd2ce9b,G9,2.1870146942092106,0.0,1.0,0.0,0.7610615166447006,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf10,Q6_TechUSListedSecuritiesWithHighLastTradedValue,hot,fiben::sf10::Q6_TechUSListedSecuritiesWithHighLastTradedValue::hot,relationship_type_only,available,G3,1,q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline,CONTROL,91.47433224134149,q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,G3,161.0773473919835,0.0,0.0,0.0,0.7609021399249437,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf10,Q2_CompanyWithIndustryCountryAndListedSecurities,hot,fiben::sf10::Q2_CompanyWithIndustryCountryAndListedSecurities::hot,depth_only,available,G9,1,q2_company_with_industry_country_and_listed_securities__g1__embed_descriptors,G1,0.1553680398501455,q2_company_with_industry_country_and_listed_securities__g9__tradeoff_benchmark_candidate,G9,0.2733346656896173,0.0,0.0,0.0,0.7592721511660451,,,,,,,Coverage status: partial; performance computed over selected measured classes.
ldbc_snb,sf1,IC7_RecentLikers,hot,ldbc_snb::sf1::IC7_RecentLikers::hot,always_embed,available,G4,1,ldbc_snb_ic7_g3_d6d26f02,G3,7.0093220987473615,ldbc_snb_ic7_g4_5de4a081,G4,12.26088975527091,0.0,1.0,0.0,0.7492261851487831,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf1,Q1_CompanyProfileIBM,hot,fiben::sf1::Q1_CompanyProfileIBM::hot,random_k,available,random_sample_k=1,1,q1_company_profile_ibm__control__normalized_reference_baseline,CONTROL,0.2333730109967291,,,0.40664031568448955,0.466,1.0,0.466,0.7424479118118287,1000,1,0.4988426605654333,0.0,0.4988426605654333,0.6935668383136006,Random-k is averaged over repeated samples from measured configuration classes.
imdb,sf1,QG1_WatchItemById,cold,imdb::sf1::QG1_WatchItemById::cold,relationship_type_only,available,G0|G2,2,watchitem_g5,G5,0.4770731044118291,watchitem_g0,G0,0.8263322946731925,0.0,0.0,0.0,0.7320873615207377,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.5,QG10_AdvancedSearchWatchItems,cold,imdb::sf0.5::QG10_AdvancedSearchWatchItems::cold,always_reference,available,G0|G3|G6|G7,4,series_g8,G8,171.62332894440618,watchitem_g3,G3,296.39437790174264,0.0,0.0,0.0,0.7270051788690887,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.25,QG4_AllPersonsOfTypeForWatchItem,hot,imdb::sf0.25::QG4_AllPersonsOfTypeForWatchItem::hot,always_embed,available,G2|G4|G5|G8|G9,5,watchitem_g6,G6,0.3935545493732206,series_g9,G9,0.674798450563685,0.0,1.0,0.0,0.7146249525977444,,,,,,,Coverage status: full; performance computed over selected measured classes.
imdb,sf0.5,QG10_AdvancedSearchWatchItems,cold,imdb::sf0.5::QG10_AdvancedSearchWatchItems::cold,relationship_type_only,available,G0|G2|G3,3,series_g8,G8,171.62332894440618,watchitem_g2,G2,293.82625085054303,0.0,1.0,0.0,0.7120414378264505,,,,,,,Coverage status: full; performance computed over selected measured classes.
ldbc_snb,sf0.1,INS2_AddLikeToPost,cold,ldbc_snb::sf0.1::INS2_AddLikeToPost::cold,always_embed,available,G4,1,ldbc_snb_ins2_g6_f226f1c0,G6,11.336711601325058,ldbc_snb_ins2_g4_9fb1f96c,G4,19.375380704150267,0.0,1.0,0.0,0.7090829673999673,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf10,Q5_ReportsAndMetricDataOfCompany,hot,fiben::sf10::Q5_ReportsAndMetricDataOfCompany::hot,always_reference,available,CONTROL,1,q5_reports_and_metric_data_of_company__g9__tradeoff_benchmark_candidate,G9,28.43278254731557,q5_reports_and_metric_data_of_company__control__normalized_reference_baseline,CONTROL,48.418386763660216,0.0,1.0,0.0,0.7029070821009586,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf1,Q8_IBMTransactionsBelowAverageSellingPrice,hot,fiben::sf1::Q8_IBMTransactionsBelowAverageSellingPrice::hot,relationship_type_only,available,G5|G6,2,q8_ibmtransactions_below_average_selling_price__g7__update_aware_references,G7,0.8635510283056645,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,G5,1.4591825078241527,0.0,0.0,0.0,0.6897467086422796,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf10,Q6_TechUSListedSecuritiesWithHighLastTradedValue,hot,fiben::sf10::Q6_TechUSListedSecuritiesWithHighLastTradedValue::hot,depth_only,available,G9,1,q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline,CONTROL,91.47433224134149,q6_tech_uslisted_securities_with_high_last_traded_value__g9__tradeoff_benchmark_candidate,G9,154.05985015677288,0.0,0.0,0.0,0.6841866606941581,,,,,,,Coverage status: partial; performance computed over selected measured classes.
imdb,sf0.5,QG6_EpisodesOfSeries,cold,imdb::sf0.5::QG6_EpisodesOfSeries::cold,always_embed,available,G2|G4|G5|G8|G9,5,series_g7,G7,1.0587352517177349,watchitem_g2,G2,1.775934297620551,0.0,1.0,0.0,0.6774111325179769,,,,,,,Coverage status: full; performance computed over selected measured classes.
imdb,sf0.5,QG6_EpisodesOfSeries,cold,imdb::sf0.5::QG6_EpisodesOfSeries::cold,depth_only,available,G2|G8|G9,3,series_g7,G7,1.0587352517177349,watchitem_g2,G2,1.775934297620551,0.0,1.0,0.0,0.6774111325179769,,,,,,,Coverage status: full; performance computed over selected measured classes.
ldbc_snb,sf3,INS4_AddForum,cold,ldbc_snb::sf3::INS4_AddForum::cold,relationship_type_only,available,G0,1,ldbc_snb_ins4_g3_b5f0ac72,G3,11.875171010615285,ldbc_snb_ins4_g0_63b0def3,G0,19.916352900327148,0.0,1.0,0.0,0.6771424076776498,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf10,Q6_TechUSListedSecuritiesWithHighLastTradedValue,hot,fiben::sf10::Q6_TechUSListedSecuritiesWithHighLastTradedValue::hot,always_embed,available,G5|G9,2,q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline,CONTROL,91.47433224134149,q6_tech_uslisted_securities_with_high_last_traded_value__g5__shared_targets_as_references,G5,152.9015781241469,0.0,1.0,0.0,0.6715243979123972,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf10,Q6_TechUSListedSecuritiesWithHighLastTradedValue,hot,fiben::sf10::Q6_TechUSListedSecuritiesWithHighLastTradedValue::hot,schema_lens,available,G1|G3|G5|G7|G9,5,q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline,CONTROL,91.47433224134149,q6_tech_uslisted_securities_with_high_last_traded_value__g5__shared_targets_as_references,G5,152.9015781241469,0.0,1.0,0.0,0.6715243979123972,,,,,,,SchemaLens selects all non-control measured configuration classes for this case.
imdb,sf1,QG4_AllPersonsOfTypeForWatchItem,hot,imdb::sf1::QG4_AllPersonsOfTypeForWatchItem::hot,always_embed,available,G2|G4|G5|G8|G9,5,watchitem_g6,G6,0.2023525965341832,watchitem_g5,G5,0.335886199172819,0.0,1.0,0.0,0.6599055555784682,,,,,,,Coverage status: full; performance computed over selected measured classes.
ldbc_snb,sf0.1,INS7_AddComment,hot,ldbc_snb::sf0.1::INS7_AddComment::hot,always_embed,available,G9,1,ldbc_snb_ins7_g3_e7300dd8,G3,1.1866082008054946,ldbc_snb_ins7_g9_bcd2ce9b,G9,1.95755344684585,0.0,0.0,0.0,0.6497049704502477,,,,,,,Coverage status: partial; performance computed over selected measured classes.
