dataset,scale_label,query_name,run_phase,baseline,metadata_status,dominant_semantics,depth_D,available_g_classes,desired_g_classes,selected_available_g_classes,missing_g_classes,desired_count,selected_available_count,coverage_ratio,coverage_status,note
imdb,sf0.25,QG5_AllPersonsForEpisodesOfSeries,cold,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.25,QG5_AllPersonsForEpisodesOfSeries,hot,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.25,QG6_EpisodesOfSeries,cold,always_reference,confirmed,containment,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.25,QG6_EpisodesOfSeries,hot,always_reference,confirmed,containment,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.25,QG7_UpdateWatchItemMetadata,cold,always_reference,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.25,QG7_UpdateWatchItemMetadata,cold,relationship_type_only,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G1|G2,G0|G2,CONTROL|G1,4,2,0.5,partial,
imdb,sf0.25,QG7_UpdateWatchItemMetadata,hot,always_reference,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.25,QG7_UpdateWatchItemMetadata,hot,relationship_type_only,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G1|G2,G0|G2,CONTROL|G1,4,2,0.5,partial,
imdb,sf0.25,QG8_AddPersonRoleToWatchItem,cold,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.25,QG8_AddPersonRoleToWatchItem,hot,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.25,QG9_TopRatedSeriesByGenre,cold,always_reference,confirmed,association,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.25,QG9_TopRatedSeriesByGenre,hot,always_reference,confirmed,association,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG10_AdvancedSearchWatchItems,cold,always_reference,confirmed,association,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG10_AdvancedSearchWatchItems,hot,always_reference,confirmed,association,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG1_WatchItemById,cold,always_reference,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG1_WatchItemById,cold,relationship_type_only,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G1|G2,G0|G2,CONTROL|G1,4,2,0.5,partial,
imdb,sf0.5,QG1_WatchItemById,hot,always_reference,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG1_WatchItemById,hot,relationship_type_only,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G1|G2,G0|G2,CONTROL|G1,4,2,0.5,partial,
imdb,sf0.5,QG2_WatchItemByTitle,cold,always_reference,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG2_WatchItemByTitle,cold,relationship_type_only,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G1|G2,G0|G2,CONTROL|G1,4,2,0.5,partial,
imdb,sf0.5,QG2_WatchItemByTitle,hot,always_reference,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG2_WatchItemByTitle,hot,relationship_type_only,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G1|G2,G0|G2,CONTROL|G1,4,2,0.5,partial,
imdb,sf0.5,QG3_RecommendationByGenreAndSubtype,cold,always_reference,confirmed,association,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG3_RecommendationByGenreAndSubtype,hot,always_reference,confirmed,association,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG4_AllPersonsOfTypeForWatchItem,cold,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG4_AllPersonsOfTypeForWatchItem,hot,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG5_AllPersonsForEpisodesOfSeries,cold,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG5_AllPersonsForEpisodesOfSeries,hot,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG6_EpisodesOfSeries,cold,always_reference,confirmed,containment,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG6_EpisodesOfSeries,hot,always_reference,confirmed,containment,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG7_UpdateWatchItemMetadata,cold,always_reference,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG7_UpdateWatchItemMetadata,cold,relationship_type_only,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G1|G2,G0|G2,CONTROL|G1,4,2,0.5,partial,
imdb,sf0.5,QG7_UpdateWatchItemMetadata,hot,always_reference,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG7_UpdateWatchItemMetadata,hot,relationship_type_only,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G1|G2,G0|G2,CONTROL|G1,4,2,0.5,partial,
imdb,sf0.5,QG8_AddPersonRoleToWatchItem,cold,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG8_AddPersonRoleToWatchItem,hot,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG9_TopRatedSeriesByGenre,cold,always_reference,confirmed,association,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf0.5,QG9_TopRatedSeriesByGenre,hot,always_reference,confirmed,association,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG10_AdvancedSearchWatchItems,cold,always_reference,confirmed,association,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG10_AdvancedSearchWatchItems,hot,always_reference,confirmed,association,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG1_WatchItemById,cold,always_reference,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG1_WatchItemById,cold,relationship_type_only,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G1|G2,G0|G2,CONTROL|G1,4,2,0.5,partial,
imdb,sf1,QG1_WatchItemById,hot,always_reference,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG1_WatchItemById,hot,relationship_type_only,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G1|G2,G0|G2,CONTROL|G1,4,2,0.5,partial,
imdb,sf1,QG2_WatchItemByTitle,cold,always_reference,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG2_WatchItemByTitle,cold,relationship_type_only,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G1|G2,G0|G2,CONTROL|G1,4,2,0.5,partial,
imdb,sf1,QG2_WatchItemByTitle,hot,always_reference,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG2_WatchItemByTitle,hot,relationship_type_only,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G1|G2,G0|G2,CONTROL|G1,4,2,0.5,partial,
imdb,sf1,QG3_RecommendationByGenreAndSubtype,cold,always_reference,confirmed,association,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG3_RecommendationByGenreAndSubtype,hot,always_reference,confirmed,association,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG4_AllPersonsOfTypeForWatchItem,cold,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG4_AllPersonsOfTypeForWatchItem,hot,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG5_AllPersonsForEpisodesOfSeries,cold,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG5_AllPersonsForEpisodesOfSeries,hot,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG6_EpisodesOfSeries,cold,always_reference,confirmed,containment,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG6_EpisodesOfSeries,hot,always_reference,confirmed,containment,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG7_UpdateWatchItemMetadata,cold,always_reference,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG7_UpdateWatchItemMetadata,cold,relationship_type_only,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G1|G2,G0|G2,CONTROL|G1,4,2,0.5,partial,
imdb,sf1,QG7_UpdateWatchItemMetadata,hot,always_reference,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG7_UpdateWatchItemMetadata,hot,relationship_type_only,confirmed,local,0,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G1|G2,G0|G2,CONTROL|G1,4,2,0.5,partial,
imdb,sf1,QG8_AddPersonRoleToWatchItem,cold,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG8_AddPersonRoleToWatchItem,hot,always_reference,confirmed,associative,2,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG9_TopRatedSeriesByGenre,cold,always_reference,confirmed,association,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
imdb,sf1,QG9_TopRatedSeriesByGenre,hot,always_reference,confirmed,association,1,G0|G2|G3|G4|G5|G6|G7|G8|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
ldbc_snb,sf0.1,IC1_TransitiveFriendsWithName,cold,always_reference,provisional,association,2,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,IC1_TransitiveFriendsWithName,cold,always_embed,provisional,association,2,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IC1_TransitiveFriendsWithName,cold,depth_only,provisional,association,2,G0|G3,G3|G4|G5|G6|G9,G3,G4|G5|G6|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,IC1_TransitiveFriendsWithName,cold,relationship_type_only,provisional,association,2,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IC1_TransitiveFriendsWithName,hot,always_reference,provisional,association,2,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,IC1_TransitiveFriendsWithName,hot,always_embed,provisional,association,2,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IC1_TransitiveFriendsWithName,hot,depth_only,provisional,association,2,G0|G3,G3|G4|G5|G6|G9,G3,G4|G5|G6|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,IC1_TransitiveFriendsWithName,hot,relationship_type_only,provisional,association,2,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IC2_RecentMessagesByFriends,cold,always_reference,provisional,association,2,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,IC2_RecentMessagesByFriends,cold,always_embed,provisional,association,2,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IC2_RecentMessagesByFriends,cold,depth_only,provisional,association,2,G0|G3,G3|G4|G5|G6|G9,G3,G4|G5|G6|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,IC2_RecentMessagesByFriends,cold,relationship_type_only,provisional,association,2,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IC2_RecentMessagesByFriends,hot,always_reference,provisional,association,2,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,IC2_RecentMessagesByFriends,hot,always_embed,provisional,association,2,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IC2_RecentMessagesByFriends,hot,depth_only,provisional,association,2,G0|G3,G3|G4|G5|G6|G9,G3,G4|G5|G6|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,IC2_RecentMessagesByFriends,hot,relationship_type_only,provisional,association,2,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IC3_FriendsAndFriendsOfFriendsInCountries,cold,always_reference,provisional,association,3,G0|G3|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G7,CONTROL|G6,5,3,0.6,partial,
ldbc_snb,sf0.1,IC3_FriendsAndFriendsOfFriendsInCountries,cold,always_embed,provisional,association,3,G0|G3|G7|G9,G2|G4|G5|G8|G9,G9,G2|G4|G5|G8,5,1,0.2,partial,
ldbc_snb,sf0.1,IC3_FriendsAndFriendsOfFriendsInCountries,cold,depth_only,provisional,association,3,G0|G3|G7|G9,G0|G3|G6|G7,G0|G3|G7,G6,4,3,0.75,partial,
ldbc_snb,sf0.1,IC3_FriendsAndFriendsOfFriendsInCountries,cold,relationship_type_only,provisional,association,3,G0|G3|G7|G9,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IC3_FriendsAndFriendsOfFriendsInCountries,hot,always_reference,provisional,association,3,G0|G3|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G7,CONTROL|G6,5,3,0.6,partial,
ldbc_snb,sf0.1,IC3_FriendsAndFriendsOfFriendsInCountries,hot,always_embed,provisional,association,3,G0|G3|G7|G9,G2|G4|G5|G8|G9,G9,G2|G4|G5|G8,5,1,0.2,partial,
ldbc_snb,sf0.1,IC3_FriendsAndFriendsOfFriendsInCountries,hot,depth_only,provisional,association,3,G0|G3|G7|G9,G0|G3|G6|G7,G0|G3|G7,G6,4,3,0.75,partial,
ldbc_snb,sf0.1,IC3_FriendsAndFriendsOfFriendsInCountries,hot,relationship_type_only,provisional,association,3,G0|G3|G7|G9,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IC4_NewTopics,cold,always_reference,provisional,association,2,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,IC4_NewTopics,cold,always_embed,provisional,association,2,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IC4_NewTopics,cold,depth_only,provisional,association,2,G0|G3,G3|G4|G5|G6|G9,G3,G4|G5|G6|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,IC4_NewTopics,cold,relationship_type_only,provisional,association,2,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IC4_NewTopics,hot,always_reference,provisional,association,2,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,IC4_NewTopics,hot,always_embed,provisional,association,2,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IC4_NewTopics,hot,depth_only,provisional,association,2,G0|G3,G3|G4|G5|G6|G9,G3,G4|G5|G6|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,IC4_NewTopics,hot,relationship_type_only,provisional,association,2,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IC5_NewGroups,cold,always_reference,provisional,association,2,G0|G3|G4|G6|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
ldbc_snb,sf0.1,IC5_NewGroups,cold,always_embed,provisional,association,2,G0|G3|G4|G6|G7|G9,G2|G4|G5|G8|G9,G4|G9,G2|G5|G8,5,2,0.4,partial,
ldbc_snb,sf0.1,IC5_NewGroups,cold,depth_only,provisional,association,2,G0|G3|G4|G6|G7|G9,G3|G4|G5|G6|G9,G3|G4|G6|G9,G5,5,4,0.8,partial,
ldbc_snb,sf0.1,IC5_NewGroups,cold,relationship_type_only,provisional,association,2,G0|G3|G4|G6|G7|G9,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IC5_NewGroups,hot,always_reference,provisional,association,2,G0|G3|G4|G6|G7|G9,CONTROL|G0|G3|G6|G7,G0|G3|G6|G7,CONTROL,5,4,0.8,partial,
ldbc_snb,sf0.1,IC5_NewGroups,hot,always_embed,provisional,association,2,G0|G3|G4|G6|G7|G9,G2|G4|G5|G8|G9,G4|G9,G2|G5|G8,5,2,0.4,partial,
ldbc_snb,sf0.1,IC5_NewGroups,hot,depth_only,provisional,association,2,G0|G3|G4|G6|G7|G9,G3|G4|G5|G6|G9,G3|G4|G6|G9,G5,5,4,0.8,partial,
ldbc_snb,sf0.1,IC5_NewGroups,hot,relationship_type_only,provisional,association,2,G0|G3|G4|G6|G7|G9,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IC6_TagCoOccurrence,cold,always_reference,provisional,association,2,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,IC6_TagCoOccurrence,cold,always_embed,provisional,association,2,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IC6_TagCoOccurrence,cold,depth_only,provisional,association,2,G0|G3,G3|G4|G5|G6|G9,G3,G4|G5|G6|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,IC6_TagCoOccurrence,cold,relationship_type_only,provisional,association,2,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IC6_TagCoOccurrence,hot,always_reference,provisional,association,2,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,IC6_TagCoOccurrence,hot,always_embed,provisional,association,2,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,IC6_TagCoOccurrence,hot,depth_only,provisional,association,2,G0|G3,G3|G4|G5|G6|G9,G3,G4|G5|G6|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,IC6_TagCoOccurrence,hot,relationship_type_only,provisional,association,2,G0|G3,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IC7_RecentLikers,cold,always_reference,provisional,association,2,G0|G3|G4|G6,CONTROL|G0|G3|G6|G7,G0|G3|G6,CONTROL|G7,5,3,0.6,partial,
ldbc_snb,sf0.1,IC7_RecentLikers,cold,always_embed,provisional,association,2,G0|G3|G4|G6,G2|G4|G5|G8|G9,G4,G2|G5|G8|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,IC7_RecentLikers,cold,depth_only,provisional,association,2,G0|G3|G4|G6,G3|G4|G5|G6|G9,G3|G4|G6,G5|G9,5,3,0.6,partial,
ldbc_snb,sf0.1,IC7_RecentLikers,cold,relationship_type_only,provisional,association,2,G0|G3|G4|G6,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,IC7_RecentLikers,hot,always_reference,provisional,association,2,G0|G3|G4|G6,CONTROL|G0|G3|G6|G7,G0|G3|G6,CONTROL|G7,5,3,0.6,partial,
ldbc_snb,sf0.1,IC7_RecentLikers,hot,always_embed,provisional,association,2,G0|G3|G4|G6,G2|G4|G5|G8|G9,G4,G2|G5|G8|G9,5,1,0.2,partial,
ldbc_snb,sf0.1,IC7_RecentLikers,hot,depth_only,provisional,association,2,G0|G3|G4|G6,G3|G4|G5|G6|G9,G3|G4|G6,G5|G9,5,3,0.6,partial,
ldbc_snb,sf0.1,IC7_RecentLikers,hot,relationship_type_only,provisional,association,2,G0|G3|G4|G6,G0|G2|G3,G0|G3,G2,3,2,0.6666666666666666,partial,
ldbc_snb,sf0.1,INS1_AddPerson,cold,always_reference,provisional,local,0,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,INS1_AddPerson,cold,always_embed,provisional,local,0,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,INS1_AddPerson,cold,depth_only,provisional,local,0,G0|G3,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,INS1_AddPerson,cold,relationship_type_only,provisional,local,0,G0|G3,CONTROL|G0|G1|G2,G0,CONTROL|G1|G2,4,1,0.25,partial,
ldbc_snb,sf0.1,INS1_AddPerson,hot,always_reference,provisional,local,0,G0|G3,CONTROL|G0|G3|G6|G7,G0|G3,CONTROL|G6|G7,5,2,0.4,partial,
ldbc_snb,sf0.1,INS1_AddPerson,hot,always_embed,provisional,local,0,G0|G3,G2|G4|G5|G8|G9,,G2|G4|G5|G8|G9,5,0,0.0,none,
ldbc_snb,sf0.1,INS1_AddPerson,hot,depth_only,provisional,local,0,G0|G3,G2|G8|G9,,G2|G8|G9,3,0,0.0,none,
ldbc_snb,sf0.1,INS1_AddPerson,hot,relationship_type_only,provisional,local,0,G0|G3,CONTROL|G0|G1|G2,G0,CONTROL|G1|G2,4,1,0.25,partial,
ldbc_snb,sf0.1,INS2_AddLikeToPost,cold,always_reference,provisional,association,1,G4|G6,CONTROL|G0|G3|G6|G7,G6,CONTROL|G0|G3|G7,5,1,0.2,partial,
ldbc_snb,sf0.1,INS2_AddLikeToPost,cold,always_embed,provisional,association,1,G4|G6,G2|G4|G5|G8|G9,G4,G2|G5|G8|G9,5,1,0.2,partial,
