ablation_variant,total_cases,available_cases,unavailable_cases,availability_ratio,top1_preservation_rate,top3_preservation_rate,near_best_preservation_rate,mean_relative_regret,median_relative_regret,max_relative_regret,mean_ablation_best_p95,mean_global_best_p95
full_schema_lens,126,126,0,1.0,0.8492063492063492,1.0,0.9285714285714286,0.028880530766860313,0.0,1.3903518947787055,489.7039487154885,487.5601931393739
no_depth,126,126,0,1.0,0.5634920634920635,0.9920634920634921,0.7142857142857143,0.1167584259180711,0.0,1.504915579877783,493.48025897046074,487.5601931393739
no_relationship_semantics,126,117,9,0.9285714285714286,0.4700854700854701,0.8632478632478633,0.6324786324786325,0.24387343704452075,0.004768456445382003,4.873476984776409,527.9343580549792,524.990620712035
no_relationship_semantics_no_depth,126,117,9,0.9285714285714286,0.4188034188034188,0.7521367521367521,0.5641025641025641,0.28442934157321237,0.01729295353221301,4.873476984776409,529.9071960229272,524.990620712035
no_residual_traversal,126,126,0,1.0,0.48412698412698413,0.9920634920634921,0.6825396825396826,0.13520002727490463,0.003084787316052535,1.504915579877783,494.75424452085997,487.5601931393739
no_sharedness,126,126,0,1.0,0.4523809523809524,0.9920634920634921,0.6349206349206349,0.21327624773047385,0.007157246689591048,2.1382713044901154,492.9329015700984,487.5601931393739
no_update_volatility,126,126,0,1.0,0.4444444444444444,0.9206349206349206,0.626984126984127,0.16108475155179708,0.008263948082242269,1.504915579877783,499.5791308764652,487.5601931393739
