baseline,total_cases,available_cases,unavailable_cases,availability_ratio,top1_preservation_rate,top3_preservation_rate,near_best_preservation_rate,mean_relative_regret,median_relative_regret,max_relative_regret,mean_baseline_best_p95,mean_global_best_p95
always_embed,252,180,72,0.7142857142857143,0.5277777777777778,0.9277777777777778,0.7277777777777777,0.10885194400882145,0.0,2.051029304576128,662.2483839847224,641.048521202187
always_reference,252,252,0,1.0,0.5992063492063492,0.9166666666666666,0.7261904761904762,0.15895709061481222,0.0,4.4597625260627956,1023.6432137983636,1015.8042267256207
depth_only,252,180,72,0.7142857142857143,0.5444444444444444,0.8444444444444444,0.7333333333333333,0.12772277893070785,0.0,4.59425650156169,1152.322261938225,1134.0970984126357
random_k,252,252,0,1.0,0.88875,0.9956031746031746,0.9359920634920635,0.03172943000801166,0.0,1.6008380038399734,1015.9068769988063,1015.8042267256207
relationship_type_only,252,234,18,0.9285714285714286,0.4829059829059829,0.7905982905982906,0.6410256410256411,0.7463334454258728,0.0031113556375680996,38.0906530366016,1111.022519870352,1088.6431662931043
schema_lens,252,252,0,1.0,0.873015873015873,0.9880952380952381,0.9206349206349206,0.03944654588342986,0.0,2.051029304576128,1016.1085193007046,1015.8042267256207
