dataset,scale_label,query_name,run_phase,query_scale_phase_id,ablation_variant,availability_status,selected_g_classes,selected_config_count,removed_g_classes,removal_reasons,global_best_config_id,global_best_g_class,global_best_p95,ablation_best_config_id,ablation_best_g_class,ablation_best_p95,top1_preserved,top3_preserved,near_best_preserved,relative_regret,rule_note
ldbc_snb,sf1,INS3_AddLikeToComment,cold,ldbc_snb::sf1::INS3_AddLikeToComment::cold,no_sharedness,available,G4,1,G6,G6:removed_sharedness_sensitive_g_class,ldbc_snb_ins3_g4_9ec9f8f6,G4,11.037291001412068,ldbc_snb_ins3_g4_9ec9f8f6,G4,11.037291001412068,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf1,INS3_AddLikeToComment,cold,ldbc_snb::sf1::INS3_AddLikeToComment::cold,no_update_volatility,available,G4|G6,2,,,ldbc_snb_ins3_g4_9ec9f8f6,G4,11.037291001412068,ldbc_snb_ins3_g4_9ec9f8f6,G4,11.037291001412068,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf1,INS3_AddLikeToComment,cold,ldbc_snb::sf1::INS3_AddLikeToComment::cold,no_relationship_semantics_no_depth,unavailable,,0,G4|G6,G4:removed_semantic_activation_evidence; G6:removed_semantic_g_class,ldbc_snb_ins3_g4_9ec9f8f6,G4,11.037291001412068,,,,,,,,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth. no_fallback_available.
ldbc_snb,sf1,INS3_AddLikeToComment,hot,ldbc_snb::sf1::INS3_AddLikeToComment::hot,full_schema_lens,available,G4|G6,2,,,ldbc_snb_ins3_g6_c1c01729,G6,1.868959490093402,ldbc_snb_ins3_g6_c1c01729,G6,1.868959490093402,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
ldbc_snb,sf1,INS3_AddLikeToComment,hot,ldbc_snb::sf1::INS3_AddLikeToComment::hot,no_relationship_semantics,unavailable,,0,G4|G6,G4:removed_semantic_activation_evidence; G6:removed_semantic_g_class,ldbc_snb_ins3_g6_c1c01729,G6,1.868959490093402,,,,,,,,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals. no_fallback_available."
ldbc_snb,sf1,INS3_AddLikeToComment,hot,ldbc_snb::sf1::INS3_AddLikeToComment::hot,no_depth,available,G6,1,G4,G4:removed_depth_sensitive_g_class,ldbc_snb_ins3_g6_c1c01729,G6,1.868959490093402,ldbc_snb_ins3_g6_c1c01729,G6,1.868959490093402,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf1,INS3_AddLikeToComment,hot,ldbc_snb::sf1::INS3_AddLikeToComment::hot,no_residual_traversal,available,G6,1,G4,G4:removed_residual_or_reduction_sensitive_g_class,ldbc_snb_ins3_g6_c1c01729,G6,1.868959490093402,ldbc_snb_ins3_g6_c1c01729,G6,1.868959490093402,1.0,1.0,1.0,0.0,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf1,INS3_AddLikeToComment,hot,ldbc_snb::sf1::INS3_AddLikeToComment::hot,no_sharedness,available,G4,1,G6,G6:removed_sharedness_sensitive_g_class,ldbc_snb_ins3_g6_c1c01729,G6,1.868959490093402,ldbc_snb_ins3_g4_9ec9f8f6,G4,2.059890855161937,0.0,1.0,0.0,0.1021591779172235,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf1,INS3_AddLikeToComment,hot,ldbc_snb::sf1::INS3_AddLikeToComment::hot,no_update_volatility,available,G4|G6,2,,,ldbc_snb_ins3_g6_c1c01729,G6,1.868959490093402,ldbc_snb_ins3_g6_c1c01729,G6,1.868959490093402,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf1,INS3_AddLikeToComment,hot,ldbc_snb::sf1::INS3_AddLikeToComment::hot,no_relationship_semantics_no_depth,unavailable,,0,G4|G6,G4:removed_semantic_activation_evidence; G6:removed_semantic_g_class,ldbc_snb_ins3_g6_c1c01729,G6,1.868959490093402,,,,,,,,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth. no_fallback_available.
ldbc_snb,sf1,INS4_AddForum,cold,ldbc_snb::sf1::INS4_AddForum::cold,full_schema_lens,available,G0|G3,2,,,ldbc_snb_ins4_g0_63b0def3,G0,6.32178565429057,ldbc_snb_ins4_g0_63b0def3,G0,6.32178565429057,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
ldbc_snb,sf1,INS4_AddForum,cold,ldbc_snb::sf1::INS4_AddForum::cold,no_relationship_semantics,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_ins4_g0_63b0def3,G0,6.32178565429057,ldbc_snb_ins4_g0_63b0def3,G0,6.32178565429057,1.0,1.0,1.0,0.0,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf1,INS4_AddForum,cold,ldbc_snb::sf1::INS4_AddForum::cold,no_depth,available,G0,1,G3,G3:removed_depth_activation_evidence,ldbc_snb_ins4_g0_63b0def3,G0,6.32178565429057,ldbc_snb_ins4_g0_63b0def3,G0,6.32178565429057,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf1,INS4_AddForum,cold,ldbc_snb::sf1::INS4_AddForum::cold,no_residual_traversal,available,G0,1,G3,G3:removed_residual_activation_evidence,ldbc_snb_ins4_g0_63b0def3,G0,6.32178565429057,ldbc_snb_ins4_g0_63b0def3,G0,6.32178565429057,1.0,1.0,1.0,0.0,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf1,INS4_AddForum,cold,ldbc_snb::sf1::INS4_AddForum::cold,no_sharedness,available,G0,1,G3,G3:removed_sharedness_activation_evidence,ldbc_snb_ins4_g0_63b0def3,G0,6.32178565429057,ldbc_snb_ins4_g0_63b0def3,G0,6.32178565429057,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf1,INS4_AddForum,cold,ldbc_snb::sf1::INS4_AddForum::cold,no_update_volatility,available,G0,1,G3,G3:removed_update_activation_evidence,ldbc_snb_ins4_g0_63b0def3,G0,6.32178565429057,ldbc_snb_ins4_g0_63b0def3,G0,6.32178565429057,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf1,INS4_AddForum,cold,ldbc_snb::sf1::INS4_AddForum::cold,no_relationship_semantics_no_depth,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_ins4_g0_63b0def3,G0,6.32178565429057,ldbc_snb_ins4_g0_63b0def3,G0,6.32178565429057,1.0,1.0,1.0,0.0,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf1,INS4_AddForum,hot,ldbc_snb::sf1::INS4_AddForum::hot,full_schema_lens,available,G0|G3,2,,,ldbc_snb_ins4_g0_63b0def3,G0,1.39100500382483,ldbc_snb_ins4_g0_63b0def3,G0,1.39100500382483,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
ldbc_snb,sf1,INS4_AddForum,hot,ldbc_snb::sf1::INS4_AddForum::hot,no_relationship_semantics,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_ins4_g0_63b0def3,G0,1.39100500382483,ldbc_snb_ins4_g0_63b0def3,G0,1.39100500382483,1.0,1.0,1.0,0.0,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf1,INS4_AddForum,hot,ldbc_snb::sf1::INS4_AddForum::hot,no_depth,available,G0,1,G3,G3:removed_depth_activation_evidence,ldbc_snb_ins4_g0_63b0def3,G0,1.39100500382483,ldbc_snb_ins4_g0_63b0def3,G0,1.39100500382483,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf1,INS4_AddForum,hot,ldbc_snb::sf1::INS4_AddForum::hot,no_residual_traversal,available,G0,1,G3,G3:removed_residual_activation_evidence,ldbc_snb_ins4_g0_63b0def3,G0,1.39100500382483,ldbc_snb_ins4_g0_63b0def3,G0,1.39100500382483,1.0,1.0,1.0,0.0,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf1,INS4_AddForum,hot,ldbc_snb::sf1::INS4_AddForum::hot,no_sharedness,available,G0,1,G3,G3:removed_sharedness_activation_evidence,ldbc_snb_ins4_g0_63b0def3,G0,1.39100500382483,ldbc_snb_ins4_g0_63b0def3,G0,1.39100500382483,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf1,INS4_AddForum,hot,ldbc_snb::sf1::INS4_AddForum::hot,no_update_volatility,available,G0,1,G3,G3:removed_update_activation_evidence,ldbc_snb_ins4_g0_63b0def3,G0,1.39100500382483,ldbc_snb_ins4_g0_63b0def3,G0,1.39100500382483,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf1,INS4_AddForum,hot,ldbc_snb::sf1::INS4_AddForum::hot,no_relationship_semantics_no_depth,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_ins4_g0_63b0def3,G0,1.39100500382483,ldbc_snb_ins4_g0_63b0def3,G0,1.39100500382483,1.0,1.0,1.0,0.0,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf1,INS5_AddForumMembership,cold,ldbc_snb::sf1::INS5_AddForumMembership::cold,full_schema_lens,available,G4|G6,2,,,ldbc_snb_ins5_g6_9496cfdb,G6,298.04873486718805,ldbc_snb_ins5_g6_9496cfdb,G6,298.04873486718805,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
ldbc_snb,sf1,INS5_AddForumMembership,cold,ldbc_snb::sf1::INS5_AddForumMembership::cold,no_relationship_semantics,unavailable,,0,G4|G6,G4:removed_semantic_activation_evidence; G6:removed_semantic_g_class,ldbc_snb_ins5_g6_9496cfdb,G6,298.04873486718805,,,,,,,,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals. no_fallback_available."
ldbc_snb,sf1,INS5_AddForumMembership,cold,ldbc_snb::sf1::INS5_AddForumMembership::cold,no_depth,available,G6,1,G4,G4:removed_depth_sensitive_g_class,ldbc_snb_ins5_g6_9496cfdb,G6,298.04873486718805,ldbc_snb_ins5_g6_9496cfdb,G6,298.04873486718805,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf1,INS5_AddForumMembership,cold,ldbc_snb::sf1::INS5_AddForumMembership::cold,no_residual_traversal,available,G6,1,G4,G4:removed_residual_or_reduction_sensitive_g_class,ldbc_snb_ins5_g6_9496cfdb,G6,298.04873486718805,ldbc_snb_ins5_g6_9496cfdb,G6,298.04873486718805,1.0,1.0,1.0,0.0,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf1,INS5_AddForumMembership,cold,ldbc_snb::sf1::INS5_AddForumMembership::cold,no_sharedness,available,G4,1,G6,G6:removed_sharedness_sensitive_g_class,ldbc_snb_ins5_g6_9496cfdb,G6,298.04873486718805,ldbc_snb_ins5_g4_79a744a2,G4,340.9019818034715,0.0,1.0,0.0,0.14377932842217578,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf1,INS5_AddForumMembership,cold,ldbc_snb::sf1::INS5_AddForumMembership::cold,no_update_volatility,available,G4|G6,2,,,ldbc_snb_ins5_g6_9496cfdb,G6,298.04873486718805,ldbc_snb_ins5_g6_9496cfdb,G6,298.04873486718805,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf1,INS5_AddForumMembership,cold,ldbc_snb::sf1::INS5_AddForumMembership::cold,no_relationship_semantics_no_depth,unavailable,,0,G4|G6,G4:removed_semantic_activation_evidence; G6:removed_semantic_g_class,ldbc_snb_ins5_g6_9496cfdb,G6,298.04873486718805,,,,,,,,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth. no_fallback_available.
ldbc_snb,sf1,INS5_AddForumMembership,hot,ldbc_snb::sf1::INS5_AddForumMembership::hot,full_schema_lens,available,G4|G6,2,,,ldbc_snb_ins5_g4_79a744a2,G4,2.4009961780393496,ldbc_snb_ins5_g4_79a744a2,G4,2.4009961780393496,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
ldbc_snb,sf1,INS5_AddForumMembership,hot,ldbc_snb::sf1::INS5_AddForumMembership::hot,no_relationship_semantics,unavailable,,0,G4|G6,G4:removed_semantic_activation_evidence; G6:removed_semantic_g_class,ldbc_snb_ins5_g4_79a744a2,G4,2.4009961780393496,,,,,,,,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals. no_fallback_available."
ldbc_snb,sf1,INS5_AddForumMembership,hot,ldbc_snb::sf1::INS5_AddForumMembership::hot,no_depth,available,G6,1,G4,G4:removed_depth_sensitive_g_class,ldbc_snb_ins5_g4_79a744a2,G4,2.4009961780393496,ldbc_snb_ins5_g6_9496cfdb,G6,13.108868958079237,0.0,1.0,0.0,4.4597625260627956,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf1,INS5_AddForumMembership,hot,ldbc_snb::sf1::INS5_AddForumMembership::hot,no_residual_traversal,available,G6,1,G4,G4:removed_residual_or_reduction_sensitive_g_class,ldbc_snb_ins5_g4_79a744a2,G4,2.4009961780393496,ldbc_snb_ins5_g6_9496cfdb,G6,13.108868958079237,0.0,1.0,0.0,4.4597625260627956,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf1,INS5_AddForumMembership,hot,ldbc_snb::sf1::INS5_AddForumMembership::hot,no_sharedness,available,G4,1,G6,G6:removed_sharedness_sensitive_g_class,ldbc_snb_ins5_g4_79a744a2,G4,2.4009961780393496,ldbc_snb_ins5_g4_79a744a2,G4,2.4009961780393496,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf1,INS5_AddForumMembership,hot,ldbc_snb::sf1::INS5_AddForumMembership::hot,no_update_volatility,available,G4|G6,2,,,ldbc_snb_ins5_g4_79a744a2,G4,2.4009961780393496,ldbc_snb_ins5_g4_79a744a2,G4,2.4009961780393496,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf1,INS5_AddForumMembership,hot,ldbc_snb::sf1::INS5_AddForumMembership::hot,no_relationship_semantics_no_depth,unavailable,,0,G4|G6,G4:removed_semantic_activation_evidence; G6:removed_semantic_g_class,ldbc_snb_ins5_g4_79a744a2,G4,2.4009961780393496,,,,,,,,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth. no_fallback_available.
ldbc_snb,sf1,INS6_AddPost,cold,ldbc_snb::sf1::INS6_AddPost::cold,full_schema_lens,available,G0|G3|G7|G9,4,,,ldbc_snb_ins6_g0_50983b9d,G0,106.4444551928316,ldbc_snb_ins6_g0_50983b9d,G0,106.4444551928316,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
ldbc_snb,sf1,INS6_AddPost,cold,ldbc_snb::sf1::INS6_AddPost::cold,no_relationship_semantics,available,G0|G7|G9,3,G3,G3:removed_semantic_g_class,ldbc_snb_ins6_g0_50983b9d,G0,106.4444551928316,ldbc_snb_ins6_g0_50983b9d,G0,106.4444551928316,1.0,1.0,1.0,0.0,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf1,INS6_AddPost,cold,ldbc_snb::sf1::INS6_AddPost::cold,no_depth,available,G0|G7|G9,3,G3,G3:removed_depth_activation_evidence,ldbc_snb_ins6_g0_50983b9d,G0,106.4444551928316,ldbc_snb_ins6_g0_50983b9d,G0,106.4444551928316,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf1,INS6_AddPost,cold,ldbc_snb::sf1::INS6_AddPost::cold,no_residual_traversal,available,G0|G7,2,G3|G9,G3:removed_residual_activation_evidence; G9:removed_residual_or_reduction_sensitive_g_class,ldbc_snb_ins6_g0_50983b9d,G0,106.4444551928316,ldbc_snb_ins6_g0_50983b9d,G0,106.4444551928316,1.0,1.0,1.0,0.0,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf1,INS6_AddPost,cold,ldbc_snb::sf1::INS6_AddPost::cold,no_sharedness,available,G0|G7,2,G3|G9,G3:removed_sharedness_activation_evidence; G9:removed_sharedness_activation_evidence,ldbc_snb_ins6_g0_50983b9d,G0,106.4444551928316,ldbc_snb_ins6_g0_50983b9d,G0,106.4444551928316,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf1,INS6_AddPost,cold,ldbc_snb::sf1::INS6_AddPost::cold,no_update_volatility,available,G0,1,G3|G7|G9,G3:removed_update_activation_evidence; G7:removed_update_sensitive_g_class; G9:removed_update_activation_evidence,ldbc_snb_ins6_g0_50983b9d,G0,106.4444551928316,ldbc_snb_ins6_g0_50983b9d,G0,106.4444551928316,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf1,INS6_AddPost,cold,ldbc_snb::sf1::INS6_AddPost::cold,no_relationship_semantics_no_depth,available,G0|G7|G9,3,G3,G3:removed_semantic_g_class,ldbc_snb_ins6_g0_50983b9d,G0,106.4444551928316,ldbc_snb_ins6_g0_50983b9d,G0,106.4444551928316,1.0,1.0,1.0,0.0,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf1,INS6_AddPost,hot,ldbc_snb::sf1::INS6_AddPost::hot,full_schema_lens,available,G0|G3|G7|G9,4,,,ldbc_snb_ins6_g9_0dad4d32,G9,2.18829244695371,ldbc_snb_ins6_g9_0dad4d32,G9,2.18829244695371,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
ldbc_snb,sf1,INS6_AddPost,hot,ldbc_snb::sf1::INS6_AddPost::hot,no_relationship_semantics,available,G0|G7|G9,3,G3,G3:removed_semantic_g_class,ldbc_snb_ins6_g9_0dad4d32,G9,2.18829244695371,ldbc_snb_ins6_g9_0dad4d32,G9,2.18829244695371,1.0,1.0,1.0,0.0,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf1,INS6_AddPost,hot,ldbc_snb::sf1::INS6_AddPost::hot,no_depth,available,G0|G7|G9,3,G3,G3:removed_depth_activation_evidence,ldbc_snb_ins6_g9_0dad4d32,G9,2.18829244695371,ldbc_snb_ins6_g9_0dad4d32,G9,2.18829244695371,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf1,INS6_AddPost,hot,ldbc_snb::sf1::INS6_AddPost::hot,no_residual_traversal,available,G0|G7,2,G3|G9,G3:removed_residual_activation_evidence; G9:removed_residual_or_reduction_sensitive_g_class,ldbc_snb_ins6_g9_0dad4d32,G9,2.18829244695371,ldbc_snb_ins6_g7_2ba4aefb,G7,3.0555166391422968,0.0,1.0,0.0,0.3963017801372192,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf1,INS6_AddPost,hot,ldbc_snb::sf1::INS6_AddPost::hot,no_sharedness,available,G0|G7,2,G3|G9,G3:removed_sharedness_activation_evidence; G9:removed_sharedness_activation_evidence,ldbc_snb_ins6_g9_0dad4d32,G9,2.18829244695371,ldbc_snb_ins6_g7_2ba4aefb,G7,3.0555166391422968,0.0,1.0,0.0,0.3963017801372192,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf1,INS6_AddPost,hot,ldbc_snb::sf1::INS6_AddPost::hot,no_update_volatility,available,G0,1,G3|G7|G9,G3:removed_update_activation_evidence; G7:removed_update_sensitive_g_class; G9:removed_update_activation_evidence,ldbc_snb_ins6_g9_0dad4d32,G9,2.18829244695371,ldbc_snb_ins6_g0_50983b9d,G0,4.354355407122057,0.0,0.0,0.0,0.9898416288845173,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf1,INS6_AddPost,hot,ldbc_snb::sf1::INS6_AddPost::hot,no_relationship_semantics_no_depth,available,G0|G7|G9,3,G3,G3:removed_semantic_g_class,ldbc_snb_ins6_g9_0dad4d32,G9,2.18829244695371,ldbc_snb_ins6_g9_0dad4d32,G9,2.18829244695371,1.0,1.0,1.0,0.0,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf1,INS7_AddComment,cold,ldbc_snb::sf1::INS7_AddComment::cold,full_schema_lens,available,G0|G3|G7|G9,4,,,ldbc_snb_ins7_g0_1f628fad,G0,892.5152572905046,ldbc_snb_ins7_g0_1f628fad,G0,892.5152572905046,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
ldbc_snb,sf1,INS7_AddComment,cold,ldbc_snb::sf1::INS7_AddComment::cold,no_relationship_semantics,available,G0|G7|G9,3,G3,G3:removed_semantic_g_class,ldbc_snb_ins7_g0_1f628fad,G0,892.5152572905046,ldbc_snb_ins7_g0_1f628fad,G0,892.5152572905046,1.0,1.0,1.0,0.0,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf1,INS7_AddComment,cold,ldbc_snb::sf1::INS7_AddComment::cold,no_depth,available,G0|G7|G9,3,G3,G3:removed_depth_activation_evidence,ldbc_snb_ins7_g0_1f628fad,G0,892.5152572905046,ldbc_snb_ins7_g0_1f628fad,G0,892.5152572905046,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf1,INS7_AddComment,cold,ldbc_snb::sf1::INS7_AddComment::cold,no_residual_traversal,available,G0|G7,2,G3|G9,G3:removed_residual_activation_evidence; G9:removed_residual_or_reduction_sensitive_g_class,ldbc_snb_ins7_g0_1f628fad,G0,892.5152572905046,ldbc_snb_ins7_g0_1f628fad,G0,892.5152572905046,1.0,1.0,1.0,0.0,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf1,INS7_AddComment,cold,ldbc_snb::sf1::INS7_AddComment::cold,no_sharedness,available,G0|G7,2,G3|G9,G3:removed_sharedness_activation_evidence; G9:removed_sharedness_activation_evidence,ldbc_snb_ins7_g0_1f628fad,G0,892.5152572905046,ldbc_snb_ins7_g0_1f628fad,G0,892.5152572905046,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf1,INS7_AddComment,cold,ldbc_snb::sf1::INS7_AddComment::cold,no_update_volatility,available,G0,1,G3|G7|G9,G3:removed_update_activation_evidence; G7:removed_update_sensitive_g_class; G9:removed_update_activation_evidence,ldbc_snb_ins7_g0_1f628fad,G0,892.5152572905046,ldbc_snb_ins7_g0_1f628fad,G0,892.5152572905046,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf1,INS7_AddComment,cold,ldbc_snb::sf1::INS7_AddComment::cold,no_relationship_semantics_no_depth,available,G0|G7|G9,3,G3,G3:removed_semantic_g_class,ldbc_snb_ins7_g0_1f628fad,G0,892.5152572905046,ldbc_snb_ins7_g0_1f628fad,G0,892.5152572905046,1.0,1.0,1.0,0.0,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf1,INS7_AddComment,hot,ldbc_snb::sf1::INS7_AddComment::hot,full_schema_lens,available,G0|G3|G7|G9,4,,,ldbc_snb_ins7_g9_bcd2ce9b,G9,2.159610408125445,ldbc_snb_ins7_g9_bcd2ce9b,G9,2.159610408125445,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
ldbc_snb,sf1,INS7_AddComment,hot,ldbc_snb::sf1::INS7_AddComment::hot,no_relationship_semantics,available,G0|G7|G9,3,G3,G3:removed_semantic_g_class,ldbc_snb_ins7_g9_bcd2ce9b,G9,2.159610408125445,ldbc_snb_ins7_g9_bcd2ce9b,G9,2.159610408125445,1.0,1.0,1.0,0.0,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf1,INS7_AddComment,hot,ldbc_snb::sf1::INS7_AddComment::hot,no_depth,available,G0|G7|G9,3,G3,G3:removed_depth_activation_evidence,ldbc_snb_ins7_g9_bcd2ce9b,G9,2.159610408125445,ldbc_snb_ins7_g9_bcd2ce9b,G9,2.159610408125445,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf1,INS7_AddComment,hot,ldbc_snb::sf1::INS7_AddComment::hot,no_residual_traversal,available,G0|G7,2,G3|G9,G3:removed_residual_activation_evidence; G9:removed_residual_or_reduction_sensitive_g_class,ldbc_snb_ins7_g9_bcd2ce9b,G9,2.159610408125445,ldbc_snb_ins7_g0_1f628fad,G0,2.1899377286899835,0.0,1.0,1.0,0.014042959068188131,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf1,INS7_AddComment,hot,ldbc_snb::sf1::INS7_AddComment::hot,no_sharedness,available,G0|G7,2,G3|G9,G3:removed_sharedness_activation_evidence; G9:removed_sharedness_activation_evidence,ldbc_snb_ins7_g9_bcd2ce9b,G9,2.159610408125445,ldbc_snb_ins7_g0_1f628fad,G0,2.1899377286899835,0.0,1.0,1.0,0.014042959068188131,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf1,INS7_AddComment,hot,ldbc_snb::sf1::INS7_AddComment::hot,no_update_volatility,available,G0,1,G3|G7|G9,G3:removed_update_activation_evidence; G7:removed_update_sensitive_g_class; G9:removed_update_activation_evidence,ldbc_snb_ins7_g9_bcd2ce9b,G9,2.159610408125445,ldbc_snb_ins7_g0_1f628fad,G0,2.1899377286899835,0.0,1.0,1.0,0.014042959068188131,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
