dataset,scale_label,query_name,run_phase,query_scale_phase_id,ablation_variant,availability_status,selected_g_classes,selected_config_count,removed_g_classes,removal_reasons,global_best_config_id,global_best_g_class,global_best_p95,ablation_best_config_id,ablation_best_g_class,ablation_best_p95,top1_preserved,top3_preserved,near_best_preserved,relative_regret,rule_note
fiben,sf30,Q5_ReportsAndMetricDataOfCompany,cold,fiben::sf30::Q5_ReportsAndMetricDataOfCompany::cold,no_relationship_semantics_no_depth,available,G9,1,G2|G4,G2:removed_semantic_g_class; G4:removed_depth_sensitive_g_class,q5_reports_and_metric_data_of_company__g9__tradeoff_benchmark_candidate,G9,46.00141868577337,q5_reports_and_metric_data_of_company__g9__tradeoff_benchmark_candidate,G9,46.00141868577337,1.0,1.0,1.0,0.0,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,sf30,Q5_ReportsAndMetricDataOfCompany,hot,fiben::sf30::Q5_ReportsAndMetricDataOfCompany::hot,full_schema_lens,available,G2|G4|G9,3,,,q5_reports_and_metric_data_of_company__control__normalized_reference_baseline,CONTROL,45.21718232426791,q5_reports_and_metric_data_of_company__g4__deep_nested_path,G4,45.43279848876408,0.0,1.0,1.0,0.004768456445382003,Full SchemaLens measured space: all non-control benchmark groups.
fiben,sf30,Q5_ReportsAndMetricDataOfCompany,hot,fiben::sf30::Q5_ReportsAndMetricDataOfCompany::hot,no_relationship_semantics,available,G4|G9,2,G2,G2:removed_semantic_g_class,q5_reports_and_metric_data_of_company__control__normalized_reference_baseline,CONTROL,45.21718232426791,q5_reports_and_metric_data_of_company__g4__deep_nested_path,G4,45.43279848876408,0.0,1.0,1.0,0.004768456445382003,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,sf30,Q5_ReportsAndMetricDataOfCompany,hot,fiben::sf30::Q5_ReportsAndMetricDataOfCompany::hot,no_depth,available,G9,1,G2|G4,G2:removed_depth_activation_evidence; G4:removed_depth_sensitive_g_class,q5_reports_and_metric_data_of_company__control__normalized_reference_baseline,CONTROL,45.21718232426791,q5_reports_and_metric_data_of_company__g9__tradeoff_benchmark_candidate,G9,51.98244479834102,0.0,0.0,0.0,0.14961707311961847,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,sf30,Q5_ReportsAndMetricDataOfCompany,hot,fiben::sf30::Q5_ReportsAndMetricDataOfCompany::hot,no_residual_traversal,available,G2,1,G4|G9,G4:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,q5_reports_and_metric_data_of_company__control__normalized_reference_baseline,CONTROL,45.21718232426791,q5_reports_and_metric_data_of_company__g2__embed_containment_children,G2,45.69281624280846,0.0,1.0,1.0,0.010518875659469854,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,sf30,Q5_ReportsAndMetricDataOfCompany,hot,fiben::sf30::Q5_ReportsAndMetricDataOfCompany::hot,no_sharedness,available,G2|G4|G9,3,,,q5_reports_and_metric_data_of_company__control__normalized_reference_baseline,CONTROL,45.21718232426791,q5_reports_and_metric_data_of_company__g4__deep_nested_path,G4,45.43279848876408,0.0,1.0,1.0,0.004768456445382003,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,sf30,Q5_ReportsAndMetricDataOfCompany,hot,fiben::sf30::Q5_ReportsAndMetricDataOfCompany::hot,no_update_volatility,available,G2|G4|G9,3,,,q5_reports_and_metric_data_of_company__control__normalized_reference_baseline,CONTROL,45.21718232426791,q5_reports_and_metric_data_of_company__g4__deep_nested_path,G4,45.43279848876408,0.0,1.0,1.0,0.004768456445382003,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,sf30,Q5_ReportsAndMetricDataOfCompany,hot,fiben::sf30::Q5_ReportsAndMetricDataOfCompany::hot,no_relationship_semantics_no_depth,available,G9,1,G2|G4,G2:removed_semantic_g_class; G4:removed_depth_sensitive_g_class,q5_reports_and_metric_data_of_company__control__normalized_reference_baseline,CONTROL,45.21718232426791,q5_reports_and_metric_data_of_company__g9__tradeoff_benchmark_candidate,G9,51.98244479834102,0.0,0.0,0.0,0.14961707311961847,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,cold,fiben::sf30::Q6_TechUSListedSecuritiesWithHighLastTradedValue::cold,full_schema_lens,available,G1|G3|G5|G7|G9,5,,,q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline,CONTROL,414.6383690298535,q6_tech_uslisted_securities_with_high_last_traded_value__g1__embed_descriptors,G1,421.72781311091967,0.0,1.0,1.0,0.017097896891823207,Full SchemaLens measured space: all non-control benchmark groups.
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,cold,fiben::sf30::Q6_TechUSListedSecuritiesWithHighLastTradedValue::cold,no_relationship_semantics,available,G7|G9,2,G1|G3|G5,G1:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class,q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline,CONTROL,414.6383690298535,q6_tech_uslisted_securities_with_high_last_traded_value__g7__update_aware_references,G7,422.7721103467047,0.0,1.0,1.0,0.019616470458057412,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,cold,fiben::sf30::Q6_TechUSListedSecuritiesWithHighLastTradedValue::cold,no_depth,available,G1|G3|G5|G7|G9,5,,,q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline,CONTROL,414.6383690298535,q6_tech_uslisted_securities_with_high_last_traded_value__g1__embed_descriptors,G1,421.72781311091967,0.0,1.0,1.0,0.017097896891823207,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,cold,fiben::sf30::Q6_TechUSListedSecuritiesWithHighLastTradedValue::cold,no_residual_traversal,available,G1|G3|G5|G7,4,G9,G9:removed_residual_or_reduction_sensitive_g_class,q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline,CONTROL,414.6383690298535,q6_tech_uslisted_securities_with_high_last_traded_value__g1__embed_descriptors,G1,421.72781311091967,0.0,1.0,1.0,0.017097896891823207,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,cold,fiben::sf30::Q6_TechUSListedSecuritiesWithHighLastTradedValue::cold,no_sharedness,available,G1|G3|G7|G9,4,G5,G5:removed_sharedness_sensitive_g_class,q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline,CONTROL,414.6383690298535,q6_tech_uslisted_securities_with_high_last_traded_value__g1__embed_descriptors,G1,421.72781311091967,0.0,1.0,1.0,0.017097896891823207,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,cold,fiben::sf30::Q6_TechUSListedSecuritiesWithHighLastTradedValue::cold,no_update_volatility,available,G1|G3|G5|G9,4,G7,G7:removed_update_sensitive_g_class,q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline,CONTROL,414.6383690298535,q6_tech_uslisted_securities_with_high_last_traded_value__g1__embed_descriptors,G1,421.72781311091967,0.0,1.0,1.0,0.017097896891823207,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,cold,fiben::sf30::Q6_TechUSListedSecuritiesWithHighLastTradedValue::cold,no_relationship_semantics_no_depth,available,G7|G9,2,G1|G3|G5,G1:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class,q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline,CONTROL,414.6383690298535,q6_tech_uslisted_securities_with_high_last_traded_value__g7__update_aware_references,G7,422.7721103467047,0.0,1.0,1.0,0.019616470458057412,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,hot,fiben::sf30::Q6_TechUSListedSecuritiesWithHighLastTradedValue::hot,full_schema_lens,available,G1|G3|G5|G7|G9,5,,,q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,G3,418.83483037818223,q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,G3,418.83483037818223,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,hot,fiben::sf30::Q6_TechUSListedSecuritiesWithHighLastTradedValue::hot,no_relationship_semantics,available,G7|G9,2,G1|G3|G5,G1:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class,q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,G3,418.83483037818223,q6_tech_uslisted_securities_with_high_last_traded_value__g9__tradeoff_benchmark_candidate,G9,425.5045716650784,0.0,0.0,1.0,0.01592451439836988,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,hot,fiben::sf30::Q6_TechUSListedSecuritiesWithHighLastTradedValue::hot,no_depth,available,G1|G3|G5|G7|G9,5,,,q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,G3,418.83483037818223,q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,G3,418.83483037818223,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,hot,fiben::sf30::Q6_TechUSListedSecuritiesWithHighLastTradedValue::hot,no_residual_traversal,available,G1|G3|G5|G7,4,G9,G9:removed_residual_or_reduction_sensitive_g_class,q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,G3,418.83483037818223,q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,G3,418.83483037818223,1.0,1.0,1.0,0.0,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,hot,fiben::sf30::Q6_TechUSListedSecuritiesWithHighLastTradedValue::hot,no_sharedness,available,G1|G3|G7|G9,4,G5,G5:removed_sharedness_sensitive_g_class,q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,G3,418.83483037818223,q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,G3,418.83483037818223,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,hot,fiben::sf30::Q6_TechUSListedSecuritiesWithHighLastTradedValue::hot,no_update_volatility,available,G1|G3|G5|G9,4,G7,G7:removed_update_sensitive_g_class,q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,G3,418.83483037818223,q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,G3,418.83483037818223,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,hot,fiben::sf30::Q6_TechUSListedSecuritiesWithHighLastTradedValue::hot,no_relationship_semantics_no_depth,available,G7|G9,2,G1|G3|G5,G1:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class,q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,G3,418.83483037818223,q6_tech_uslisted_securities_with_high_last_traded_value__g9__tradeoff_benchmark_candidate,G9,425.5045716650784,0.0,0.0,1.0,0.01592451439836988,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,cold,fiben::sf30::Q7_PersonsWhoBoughtMoreIBMThanSold::cold,full_schema_lens,available,G2|G3|G4|G5|G6|G7|G9,7,,,q7_persons_who_bought_more_ibmthan_sold__g6__materialized_query_view,G6,1.445280387997627,q7_persons_who_bought_more_ibmthan_sold__g6__materialized_query_view,G6,1.445280387997627,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,cold,fiben::sf30::Q7_PersonsWhoBoughtMoreIBMThanSold::cold,no_relationship_semantics,available,G4|G7|G9,3,G2|G3|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,q7_persons_who_bought_more_ibmthan_sold__g6__materialized_query_view,G6,1.445280387997627,q7_persons_who_bought_more_ibmthan_sold__g9__tradeoff_benchmark_candidate,G9,1.4466439024545252,0.0,1.0,1.0,0.0009434255582664384,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,cold,fiben::sf30::Q7_PersonsWhoBoughtMoreIBMThanSold::cold,no_depth,available,G3|G5|G6|G7|G9,5,G2|G4,G2:removed_depth_activation_evidence; G4:removed_depth_sensitive_g_class,q7_persons_who_bought_more_ibmthan_sold__g6__materialized_query_view,G6,1.445280387997627,q7_persons_who_bought_more_ibmthan_sold__g6__materialized_query_view,G6,1.445280387997627,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,cold,fiben::sf30::Q7_PersonsWhoBoughtMoreIBMThanSold::cold,no_residual_traversal,available,G2|G3|G5|G6|G7,5,G4|G9,G4:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,q7_persons_who_bought_more_ibmthan_sold__g6__materialized_query_view,G6,1.445280387997627,q7_persons_who_bought_more_ibmthan_sold__g6__materialized_query_view,G6,1.445280387997627,1.0,1.0,1.0,0.0,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,cold,fiben::sf30::Q7_PersonsWhoBoughtMoreIBMThanSold::cold,no_sharedness,available,G2|G3|G4|G7|G9,5,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,q7_persons_who_bought_more_ibmthan_sold__g6__materialized_query_view,G6,1.445280387997627,q7_persons_who_bought_more_ibmthan_sold__g9__tradeoff_benchmark_candidate,G9,1.4466439024545252,0.0,1.0,1.0,0.0009434255582664384,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,cold,fiben::sf30::Q7_PersonsWhoBoughtMoreIBMThanSold::cold,no_update_volatility,available,G2|G3|G4|G5|G6|G9,6,G7,G7:removed_update_sensitive_g_class,q7_persons_who_bought_more_ibmthan_sold__g6__materialized_query_view,G6,1.445280387997627,q7_persons_who_bought_more_ibmthan_sold__g6__materialized_query_view,G6,1.445280387997627,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,cold,fiben::sf30::Q7_PersonsWhoBoughtMoreIBMThanSold::cold,no_relationship_semantics_no_depth,available,G7|G9,2,G2|G3|G4|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,q7_persons_who_bought_more_ibmthan_sold__g6__materialized_query_view,G6,1.445280387997627,q7_persons_who_bought_more_ibmthan_sold__g9__tradeoff_benchmark_candidate,G9,1.4466439024545252,0.0,1.0,1.0,0.0009434255582664384,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,hot,fiben::sf30::Q7_PersonsWhoBoughtMoreIBMThanSold::hot,full_schema_lens,available,G2|G3|G4|G5|G6|G7|G9,7,,,q7_persons_who_bought_more_ibmthan_sold__g3__association_references,G3,1.322278199950233,q7_persons_who_bought_more_ibmthan_sold__g3__association_references,G3,1.322278199950233,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,hot,fiben::sf30::Q7_PersonsWhoBoughtMoreIBMThanSold::hot,no_relationship_semantics,available,G4|G7|G9,3,G2|G3|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,q7_persons_who_bought_more_ibmthan_sold__g3__association_references,G3,1.322278199950233,q7_persons_who_bought_more_ibmthan_sold__g4__deep_nested_path,G4,1.3264743727631867,0.0,1.0,1.0,0.003173441725887581,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,hot,fiben::sf30::Q7_PersonsWhoBoughtMoreIBMThanSold::hot,no_depth,available,G3|G5|G6|G7|G9,5,G2|G4,G2:removed_depth_activation_evidence; G4:removed_depth_sensitive_g_class,q7_persons_who_bought_more_ibmthan_sold__g3__association_references,G3,1.322278199950233,q7_persons_who_bought_more_ibmthan_sold__g3__association_references,G3,1.322278199950233,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,hot,fiben::sf30::Q7_PersonsWhoBoughtMoreIBMThanSold::hot,no_residual_traversal,available,G2|G3|G5|G6|G7,5,G4|G9,G4:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,q7_persons_who_bought_more_ibmthan_sold__g3__association_references,G3,1.322278199950233,q7_persons_who_bought_more_ibmthan_sold__g3__association_references,G3,1.322278199950233,1.0,1.0,1.0,0.0,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,hot,fiben::sf30::Q7_PersonsWhoBoughtMoreIBMThanSold::hot,no_sharedness,available,G2|G3|G4|G7|G9,5,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,q7_persons_who_bought_more_ibmthan_sold__g3__association_references,G3,1.322278199950233,q7_persons_who_bought_more_ibmthan_sold__g3__association_references,G3,1.322278199950233,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,hot,fiben::sf30::Q7_PersonsWhoBoughtMoreIBMThanSold::hot,no_update_volatility,available,G2|G3|G4|G5|G6|G9,6,G7,G7:removed_update_sensitive_g_class,q7_persons_who_bought_more_ibmthan_sold__g3__association_references,G3,1.322278199950233,q7_persons_who_bought_more_ibmthan_sold__g3__association_references,G3,1.322278199950233,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,hot,fiben::sf30::Q7_PersonsWhoBoughtMoreIBMThanSold::hot,no_relationship_semantics_no_depth,available,G7|G9,2,G2|G3|G4|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,q7_persons_who_bought_more_ibmthan_sold__g3__association_references,G3,1.322278199950233,q7_persons_who_bought_more_ibmthan_sold__g9__tradeoff_benchmark_candidate,G9,1.327985740499571,0.0,0.0,1.0,0.004316444564806922,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,cold,fiben::sf30::Q8_IBMTransactionsBelowAverageSellingPrice::cold,full_schema_lens,available,G3|G5|G6|G7|G9,5,,,q8_ibmtransactions_below_average_selling_price__control__normalized_reference_baseline,CONTROL,1.38883336330764,q8_ibmtransactions_below_average_selling_price__g7__update_aware_references,G7,1.389437582110986,0.0,1.0,1.0,0.0004350549312171836,Full SchemaLens measured space: all non-control benchmark groups.
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,cold,fiben::sf30::Q8_IBMTransactionsBelowAverageSellingPrice::cold,no_relationship_semantics,available,G7|G9,2,G3|G5|G6,G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,q8_ibmtransactions_below_average_selling_price__control__normalized_reference_baseline,CONTROL,1.38883336330764,q8_ibmtransactions_below_average_selling_price__g7__update_aware_references,G7,1.389437582110986,0.0,1.0,1.0,0.0004350549312171836,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,cold,fiben::sf30::Q8_IBMTransactionsBelowAverageSellingPrice::cold,no_depth,available,G3|G5|G6|G7|G9,5,,,q8_ibmtransactions_below_average_selling_price__control__normalized_reference_baseline,CONTROL,1.38883336330764,q8_ibmtransactions_below_average_selling_price__g7__update_aware_references,G7,1.389437582110986,0.0,1.0,1.0,0.0004350549312171836,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,cold,fiben::sf30::Q8_IBMTransactionsBelowAverageSellingPrice::cold,no_residual_traversal,available,G3|G5|G6|G7,4,G9,G9:removed_residual_or_reduction_sensitive_g_class,q8_ibmtransactions_below_average_selling_price__control__normalized_reference_baseline,CONTROL,1.38883336330764,q8_ibmtransactions_below_average_selling_price__g7__update_aware_references,G7,1.389437582110986,0.0,1.0,1.0,0.0004350549312171836,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,cold,fiben::sf30::Q8_IBMTransactionsBelowAverageSellingPrice::cold,no_sharedness,available,G3|G7|G9,3,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,q8_ibmtransactions_below_average_selling_price__control__normalized_reference_baseline,CONTROL,1.38883336330764,q8_ibmtransactions_below_average_selling_price__g7__update_aware_references,G7,1.389437582110986,0.0,1.0,1.0,0.0004350549312171836,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,cold,fiben::sf30::Q8_IBMTransactionsBelowAverageSellingPrice::cold,no_update_volatility,available,G3|G5|G6|G9,4,G7,G7:removed_update_sensitive_g_class,q8_ibmtransactions_below_average_selling_price__control__normalized_reference_baseline,CONTROL,1.38883336330764,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,G5,1.3916194438934324,0.0,1.0,1.0,0.002006058220805641,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,cold,fiben::sf30::Q8_IBMTransactionsBelowAverageSellingPrice::cold,no_relationship_semantics_no_depth,available,G7|G9,2,G3|G5|G6,G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,q8_ibmtransactions_below_average_selling_price__control__normalized_reference_baseline,CONTROL,1.38883336330764,q8_ibmtransactions_below_average_selling_price__g7__update_aware_references,G7,1.389437582110986,0.0,1.0,1.0,0.0004350549312171836,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,hot,fiben::sf30::Q8_IBMTransactionsBelowAverageSellingPrice::hot,full_schema_lens,available,G3|G5|G6|G7|G9,5,,,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,G5,1.2928820273373276,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,G5,1.2928820273373276,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,hot,fiben::sf30::Q8_IBMTransactionsBelowAverageSellingPrice::hot,no_relationship_semantics,available,G7|G9,2,G3|G5|G6,G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,G5,1.2928820273373276,q8_ibmtransactions_below_average_selling_price__g9__tradeoff_benchmark_candidate,G9,1.3152397761587054,0.0,0.0,1.0,0.01729295353221301,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,hot,fiben::sf30::Q8_IBMTransactionsBelowAverageSellingPrice::hot,no_depth,available,G3|G5|G6|G7|G9,5,,,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,G5,1.2928820273373276,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,G5,1.2928820273373276,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,hot,fiben::sf30::Q8_IBMTransactionsBelowAverageSellingPrice::hot,no_residual_traversal,available,G3|G5|G6|G7,4,G9,G9:removed_residual_or_reduction_sensitive_g_class,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,G5,1.2928820273373276,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,G5,1.2928820273373276,1.0,1.0,1.0,0.0,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,hot,fiben::sf30::Q8_IBMTransactionsBelowAverageSellingPrice::hot,no_sharedness,available,G3|G7|G9,3,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,G5,1.2928820273373276,q8_ibmtransactions_below_average_selling_price__g3__association_references,G3,1.2954793579410762,0.0,1.0,1.0,0.0020089463298501612,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,hot,fiben::sf30::Q8_IBMTransactionsBelowAverageSellingPrice::hot,no_update_volatility,available,G3|G5|G6|G9,4,G7,G7:removed_update_sensitive_g_class,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,G5,1.2928820273373276,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,G5,1.2928820273373276,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
