dataset,scale_label,query_name,query_scale_phase_id,config_id,g_class,design_family,benchmark_group,run_phase,n_runs,n_success_runs,avg_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,min_latency_ms,max_latency_ms,std_latency_ms,avg_documents_returned,avg_documents_written,source_experiment_id,source_file
fiben,sf10,Q8_IBMTransactionsBelowAverageSellingPrice,fiben::sf10::Q8_IBMTransactionsBelowAverageSellingPrice::cold,q8_ibmtransactions_below_average_selling_price__g7__update_aware_references,G7,update_aware_reference_design,secondary_affected,cold,10,10,0.9490471798926592,0.8760399650782347,1.3099456497002386,1.5599635301623491,0.832871999591589,1.6224680002778769,0.2264251598883875,88.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q8_IBMTransactionsBelowAverageSellingPrice,fiben::sf10::Q8_IBMTransactionsBelowAverageSellingPrice::cold,q8_ibmtransactions_below_average_selling_price__g9__tradeoff_benchmark_candidate,G9,benchmark_tradeoff_alternative,secondary_affected,cold,10,10,2.156696084421128,0.9136435110121964,7.792079693172115,12.075015876907855,0.7604720303788781,13.145749922841787,3.6649945855682606,88.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q8_IBMTransactionsBelowAverageSellingPrice,fiben::sf10::Q8_IBMTransactionsBelowAverageSellingPrice::hot,q8_ibmtransactions_below_average_selling_price__control__normalized_reference_baseline,CONTROL,normalized_reference_baseline,control,hot,10,10,1.2092562159523368,1.213807030580938,1.3482098351232708,1.377897949423641,1.0287780314683914,1.3853199779987335,0.0995420827038527,88.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q8_IBMTransactionsBelowAverageSellingPrice,fiben::sf10::Q8_IBMTransactionsBelowAverageSellingPrice::hot,q8_ibmtransactions_below_average_selling_price__g3__association_references,G3,association_references,primary,hot,10,10,1.1456610867753625,1.151922973804176,1.2952594843227416,1.3164311239961537,0.8959990227594972,1.3217240339145064,0.1152999047814514,88.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q8_IBMTransactionsBelowAverageSellingPrice,fiben::sf10::Q8_IBMTransactionsBelowAverageSellingPrice::hot,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,G5,shared_target_reference_strategy,primary,hot,10,10,0.8510892977938056,0.8279150351881981,0.9216521284542978,0.929296005051583,0.8229049853980541,0.9312069742009044,0.0375442025537947,88.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q8_IBMTransactionsBelowAverageSellingPrice,fiben::sf10::Q8_IBMTransactionsBelowAverageSellingPrice::hot,q8_ibmtransactions_below_average_selling_price__g6__materialized_query_view,G6,aggregation_materialized_collection,primary,hot,10,10,0.8756965165957808,0.8570700301788747,0.9680787450633944,0.9858501399867236,0.7493600714951754,0.990292988717556,0.0652320149973849,88.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q8_IBMTransactionsBelowAverageSellingPrice,fiben::sf10::Q8_IBMTransactionsBelowAverageSellingPrice::hot,q8_ibmtransactions_below_average_selling_price__g7__update_aware_references,G7,update_aware_reference_design,secondary_affected,hot,10,10,0.8887833100743592,0.8771230350248516,0.9273070027120413,0.9400797658599912,0.8597089909017086,0.9432729566469789,0.0228375147126073,88.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q8_IBMTransactionsBelowAverageSellingPrice,fiben::sf10::Q8_IBMTransactionsBelowAverageSellingPrice::hot,q8_ibmtransactions_below_average_selling_price__g9__tradeoff_benchmark_candidate,G9,benchmark_tradeoff_alternative,secondary_affected,hot,10,10,1.0497411945834756,1.019038551021367,1.2962951499503106,1.3002422300633043,0.8115720702335238,1.3012290000915527,0.1788710908503931,88.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,fiben::sf10::Q9_PersonsWhoBoughtAndSoldSameStock::cold,q9_persons_who_bought_and_sold_same_stock__control__normalized_reference_baseline,CONTROL,normalized_reference_baseline,control,cold,10,10,4.019858886022121,3.814464493189007,5.416292010340839,5.652430423069745,2.458825008943677,5.711465026251972,0.9851963838991834,0.3,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,fiben::sf10::Q9_PersonsWhoBoughtAndSoldSameStock::cold,q9_persons_who_bought_and_sold_same_stock__g2__embed_containment_children,G2,embedded_containment,primary,cold,10,10,1.179596479050815,1.0942479711957276,1.4842153526842592,1.5624887496232986,1.0252839419990778,1.5820570988580585,0.1726607046711711,0.3,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,fiben::sf10::Q9_PersonsWhoBoughtAndSoldSameStock::cold,q9_persons_who_bought_and_sold_same_stock__g3__association_references,G3,association_references,primary,cold,10,10,1.0507961851544678,1.0336560080759227,1.1547262081876395,1.2149523617699742,1.0089819552376866,1.230008900165558,0.0624027576923032,0.3,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,fiben::sf10::Q9_PersonsWhoBoughtAndSoldSameStock::cold,q9_persons_who_bought_and_sold_same_stock__g4__deep_nested_path,G4,deep_nested_document,primary,cold,10,10,1.0773287038318813,1.063188537955284,1.175644638715312,1.1931377125438305,1.0206090519204736,1.19751098100096,0.0527201787805604,0.3,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,fiben::sf10::Q9_PersonsWhoBoughtAndSoldSameStock::cold,q9_persons_who_bought_and_sold_same_stock__g5__shared_targets_as_references,G5,shared_target_reference_strategy,primary,cold,10,10,1.1266608955338595,1.0604415438137949,1.388393709203228,1.4561619411688298,1.0310410289093852,1.4731039991602302,0.1358402783284694,0.3,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,fiben::sf10::Q9_PersonsWhoBoughtAndSoldSameStock::cold,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,update_aware_reference_design,secondary_affected,cold,10,10,1.1400101240724323,1.1042760452255609,1.3731121493037786,1.4955240197014064,1.007265062071383,1.5261269873008132,0.1390692191860435,0.3,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,fiben::sf10::Q9_PersonsWhoBoughtAndSoldSameStock::cold,q9_persons_who_bought_and_sold_same_stock__g9__tradeoff_benchmark_candidate,G9,benchmark_tradeoff_alternative,secondary_affected,cold,10,10,1.1773442151024938,1.117732550483197,1.4793864451348782,1.5065805241465569,1.0117050260305405,1.5133790438994763,0.1713097269666826,0.3,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,fiben::sf10::Q9_PersonsWhoBoughtAndSoldSameStock::hot,q9_persons_who_bought_and_sold_same_stock__control__normalized_reference_baseline,CONTROL,normalized_reference_baseline,control,hot,10,10,1.0904523893259466,1.0618384694680572,1.2081998342182487,1.2150135252159089,1.0211559711024163,1.216716947965324,0.0695714612625406,0.3,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,fiben::sf10::Q9_PersonsWhoBoughtAndSoldSameStock::hot,q9_persons_who_bought_and_sold_same_stock__g2__embed_containment_children,G2,embedded_containment,primary,hot,10,10,1.0198654956184328,1.023675489705056,1.0687298665288836,1.0842339985538274,0.9728249860927464,1.0881100315600634,0.0347583333721787,0.3,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,fiben::sf10::Q9_PersonsWhoBoughtAndSoldSameStock::hot,q9_persons_who_bought_and_sold_same_stock__g3__association_references,G3,association_references,primary,hot,10,10,1.0124308872036636,1.0038244654424489,1.0750994377303869,1.107531829038635,0.9687290294095874,1.115639926865697,0.0376956134892373,0.3,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,fiben::sf10::Q9_PersonsWhoBoughtAndSoldSameStock::hot,q9_persons_who_bought_and_sold_same_stock__g4__deep_nested_path,G4,deep_nested_document,primary,hot,10,10,1.0679819155484438,1.0606415453366935,1.1038832017220557,1.1063470621593297,1.028655911795795,1.106963027268648,0.0234960340142712,0.3,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,fiben::sf10::Q9_PersonsWhoBoughtAndSoldSameStock::hot,q9_persons_who_bought_and_sold_same_stock__g5__shared_targets_as_references,G5,shared_target_reference_strategy,primary,hot,10,10,1.0358107858337462,1.035442459397018,1.0568699159193784,1.0591883084271103,1.0076600592583418,1.0597679065540433,0.0149348724798172,0.3,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,fiben::sf10::Q9_PersonsWhoBoughtAndSoldSameStock::hot,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,update_aware_reference_design,secondary_affected,hot,10,10,1.0275279986672103,1.0202900157310069,1.0752653644885868,1.0816219064872712,0.9754049824550748,1.0832110419869423,0.0338124835689723,0.3,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,fiben::sf10::Q9_PersonsWhoBoughtAndSoldSameStock::hot,q9_persons_who_bought_and_sold_same_stock__g9__tradeoff_benchmark_candidate,G9,benchmark_tradeoff_alternative,secondary_affected,hot,10,10,1.102127810008824,1.049183076247573,1.3354328111745415,1.4199881930835545,1.0119599755853417,1.4411270385608077,0.1263911285696752,0.3,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf10.csv
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,fiben::sf30::Q10_CreateAccountHoldingAndBuyTransaction::cold,q10_create_account_holding_and_buy_transaction__control__normalized_reference_baseline,CONTROL,normalized_reference_baseline,control,cold,10,10,9.984407108277082,1.7430424923077226,48.269338865065855,78.53631255333313,0.8140400750562549,86.10305597539991,25.37704281531692,0.0,3.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,fiben::sf30::Q10_CreateAccountHoldingAndBuyTransaction::cold,q10_create_account_holding_and_buy_transaction__g2__embed_containment_children,G2,embedded_containment,primary,cold,10,10,0.6474333931691945,0.6219859351404011,0.7601952180266378,0.8305086567997932,0.6044460460543633,0.848087016493082,0.0683637254681961,0.0,3.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,fiben::sf30::Q10_CreateAccountHoldingAndBuyTransaction::cold,q10_create_account_holding_and_buy_transaction__g3__association_references,G3,association_references,primary,cold,10,10,0.6432442227378488,0.6228209822438657,0.6994616647716612,0.7133659429382533,0.6110270041972399,0.7168420124799013,0.0342047476818586,0.0,3.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,fiben::sf30::Q10_CreateAccountHoldingAndBuyTransaction::cold,q10_create_account_holding_and_buy_transaction__g4__deep_nested_path,G4,deep_nested_document,primary,cold,10,10,0.6370750837959349,0.6229470018297434,0.7058668823447077,0.734104550210759,0.6082130130380392,0.7411639671772718,0.0378609085566231,0.0,3.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,fiben::sf30::Q10_CreateAccountHoldingAndBuyTransaction::cold,q10_create_account_holding_and_buy_transaction__g5__shared_targets_as_references,G5,shared_target_reference_strategy,primary,cold,10,10,0.6669350783340633,0.6277519860304892,0.8395094948355105,0.9557682939339428,0.606070039793849,0.9848329937085508,0.1072218777993715,0.0,3.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,fiben::sf30::Q10_CreateAccountHoldingAndBuyTransaction::cold,q10_create_account_holding_and_buy_transaction__g7__update_aware_references,G7,update_aware_reference_design,secondary_affected,cold,10,10,0.6437581148929894,0.6351630436256528,0.6923200096935033,0.7141176518052816,0.6182750221341848,0.7195670623332262,0.0277681794310991,0.0,3.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,fiben::sf30::Q10_CreateAccountHoldingAndBuyTransaction::cold,q10_create_account_holding_and_buy_transaction__g9__tradeoff_benchmark_candidate,G9,benchmark_tradeoff_alternative,secondary_affected,cold,10,10,0.6857145926915109,0.6750104948878288,0.762125413166359,0.7881746499333531,0.6441029254347086,0.7946869591251016,0.0440208642512852,0.0,3.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,fiben::sf30::Q10_CreateAccountHoldingAndBuyTransaction::hot,q10_create_account_holding_and_buy_transaction__control__normalized_reference_baseline,CONTROL,normalized_reference_baseline,control,hot,10,10,1.5536083141341803,1.528528518974781,1.7854442412499338,1.8220360681880263,1.3722419971600175,1.8311840249225495,0.1415391801606581,0.0,3.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,fiben::sf30::Q10_CreateAccountHoldingAndBuyTransaction::hot,q10_create_account_holding_and_buy_transaction__g2__embed_containment_children,G2,embedded_containment,primary,hot,10,10,0.6107518915086985,0.6102534825913608,0.6234334665350616,0.6276811636053026,0.5958420224487782,0.6287430878728628,0.0078023752663699,0.0,3.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,fiben::sf30::Q10_CreateAccountHoldingAndBuyTransaction::hot,q10_create_account_holding_and_buy_transaction__g3__association_references,G3,association_references,primary,hot,10,10,0.6942396983504295,0.7046004757285118,0.7483123219572008,0.7619873131625354,0.6278710206970572,0.7654060609638691,0.0414291431568894,0.0,3.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,fiben::sf30::Q10_CreateAccountHoldingAndBuyTransaction::hot,q10_create_account_holding_and_buy_transaction__g4__deep_nested_path,G4,deep_nested_document,primary,hot,10,10,0.9510242845863104,0.7822329644113779,1.4299024187494067,1.4695989026222378,0.6686649285256863,1.4795230235904455,0.2894838343415651,0.0,3.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,fiben::sf30::Q10_CreateAccountHoldingAndBuyTransaction::hot,q10_create_account_holding_and_buy_transaction__g5__shared_targets_as_references,G5,shared_target_reference_strategy,primary,hot,10,10,0.6141786696389318,0.6146094528958201,0.6209321843925864,0.6211856112349778,0.6044319598004222,0.6212489679455757,0.005178187259806,0.0,3.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,fiben::sf30::Q10_CreateAccountHoldingAndBuyTransaction::hot,q10_create_account_holding_and_buy_transaction__g7__update_aware_references,G7,update_aware_reference_design,secondary_affected,hot,10,10,0.615158025175333,0.6173599977046251,0.6190445506945252,0.6191025534644723,0.6061960011720657,0.6191170541569591,0.0046602899242251,0.0,3.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,fiben::sf30::Q10_CreateAccountHoldingAndBuyTransaction::hot,q10_create_account_holding_and_buy_transaction__g9__tradeoff_benchmark_candidate,G9,benchmark_tradeoff_alternative,secondary_affected,hot,10,10,0.6255943910218775,0.622630468569696,0.6420212564989924,0.6465521780773997,0.6140039768069983,0.6476849084720016,0.0096599501697484,0.0,3.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q1_CompanyProfileIBM,fiben::sf30::Q1_CompanyProfileIBM::cold,q1_company_profile_ibm__control__normalized_reference_baseline,CONTROL,normalized_reference_baseline,control,cold,10,10,0.6702067912556231,0.2556919935159385,2.5394760479684875,3.992807239992545,0.2425410784780979,4.356140037998557,1.2288409233058226,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q1_CompanyProfileIBM,fiben::sf30::Q1_CompanyProfileIBM::cold,q1_company_profile_ibm__g0__root_only,G0,root_only_collection,primary,cold,10,10,0.2957244054414332,0.2265840303152799,0.607155327452346,0.8416365960147233,0.2200980670750141,0.9002569131553173,0.2016721630217369,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q1_CompanyProfileIBM,fiben::sf30::Q1_CompanyProfileIBM::hot,q1_company_profile_ibm__control__normalized_reference_baseline,CONTROL,normalized_reference_baseline,control,hot,10,10,0.254798773676157,0.2537119435146451,0.2687465108465403,0.2698700630571693,0.2397719072178006,0.2701509511098265,0.008977855974332,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q1_CompanyProfileIBM,fiben::sf30::Q1_CompanyProfileIBM::hot,q1_company_profile_ibm__g0__root_only,G0,root_only_collection,primary,hot,10,10,0.2190086874179542,0.2188179641962051,0.2247715950943529,0.2253342722542584,0.2138679847121238,0.2254749415442347,0.0040727702762559,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,q2_company_with_industry_country_and_listed_securities__control__normalized_reference_baseline,CONTROL,normalized_reference_baseline,control,cold,10,10,0.258928001858294,0.2537455293349921,0.2866552327759563,0.301546270493418,0.2460869727656245,0.3052690299227834,0.016422596028944,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,q2_company_with_industry_country_and_listed_securities__g1__embed_descriptors,G1,embedded_descriptors,primary,cold,10,10,0.3288157051429152,0.2709970576688647,0.6061950349248939,0.8108766679652036,0.2547809854149818,0.8620470762252808,0.17801750434143,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,q2_company_with_industry_country_and_listed_securities__g3__association_references,G3,association_references,primary,cold,10,10,1.7487704870291054,1.582570024766028,2.5585654366295767,3.1690347415860747,1.521897967904806,3.321652067825198,0.5250369052896013,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,q2_company_with_industry_country_and_listed_securities__g5__shared_targets_as_references,G5,shared_target_reference_strategy,primary,cold,10,10,1.6267799073830247,1.531218527816236,2.060488611459731,2.3864552937448025,1.5168540412560103,2.46794696431607,0.2807982562107086,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,q2_company_with_industry_country_and_listed_securities__g7__update_aware_references,G7,update_aware_reference_design,secondary_affected,cold,10,10,1.516402408014983,1.4957719831727443,1.6204299987293778,1.6877892357297242,1.482355990447104,1.7046290449798107,0.0637579709494678,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::cold,q2_company_with_industry_country_and_listed_securities__g9__tradeoff_benchmark_candidate,G9,benchmark_tradeoff_alternative,secondary_affected,cold,10,10,0.3956795902922749,0.3058384754694998,0.8241387840826055,1.106060534948483,0.2571169752627611,1.1765409726649525,0.2633305565466212,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::hot,q2_company_with_industry_country_and_listed_securities__control__normalized_reference_baseline,CONTROL,normalized_reference_baseline,control,hot,10,10,0.2552449004724622,0.2485800068825483,0.2889826602768152,0.3130677656736225,0.242608948610723,0.3190890420228243,0.0214361162170371,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::hot,q2_company_with_industry_country_and_listed_securities__g1__embed_descriptors,G1,embedded_descriptors,primary,hot,10,10,0.2583803841844201,0.256664992775768,0.2679776109289378,0.27016750886105,0.2524200826883316,0.270714983344078,0.0054967881764232,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::hot,q2_company_with_industry_country_and_listed_securities__g3__association_references,G3,association_references,primary,hot,10,10,1.4823390054516494,1.4617920387536287,1.5413900895509869,1.5432739641983062,1.4494690112769604,1.543744932860136,0.0356946268453874,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::hot,q2_company_with_industry_country_and_listed_securities__g5__shared_targets_as_references,G5,shared_target_reference_strategy,primary,hot,10,10,1.5176740940660238,1.5108109801076353,1.5442806645296514,1.550452176015824,1.5051980735734105,1.5519950538873672,0.0145487463789154,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::hot,q2_company_with_industry_country_and_listed_securities__g7__update_aware_references,G7,update_aware_reference_design,secondary_affected,hot,10,10,1.490119588561356,1.48660852573812,1.5155152301304042,1.5157798468135295,1.4655990526080132,1.515846000984311,0.0170948828357054,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,fiben::sf30::Q2_CompanyWithIndustryCountryAndListedSecurities::hot,q2_company_with_industry_country_and_listed_securities__g9__tradeoff_benchmark_candidate,G9,benchmark_tradeoff_alternative,secondary_affected,hot,10,10,0.2438028110191226,0.245026487391442,0.2507009194232523,0.2527305972762406,0.2344460226595401,0.2532380167394876,0.0052805850936066,1.0,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q3_SecuritiesHeldInEachFinancialServiceAccount,fiben::sf30::Q3_SecuritiesHeldInEachFinancialServiceAccount::cold,q3_securities_held_in_each_financial_service_account__control__normalized_reference_baseline,CONTROL,normalized_reference_baseline,control,cold,10,10,14.300106489099562,13.59817699994892,23.03214878775179,23.869579369202256,4.827964934520423,24.078937014564872,6.05442799656674,149.8,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q3_SecuritiesHeldInEachFinancialServiceAccount,fiben::sf30::Q3_SecuritiesHeldInEachFinancialServiceAccount::cold,q3_securities_held_in_each_financial_service_account__g2__embed_containment_children,G2,embedded_containment,primary,cold,10,10,1.2368086026981473,1.0678479447960854,1.7816024890635165,1.7875061568338424,0.8715320145711303,1.788982073776424,0.3535138721574138,149.8,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q3_SecuritiesHeldInEachFinancialServiceAccount,fiben::sf30::Q3_SecuritiesHeldInEachFinancialServiceAccount::cold,q3_securities_held_in_each_financial_service_account__g3__association_references,G3,association_references,primary,cold,10,10,1.1876574950292706,0.9640760254114866,1.723725558258593,1.739872288890183,0.8103379514068365,1.7439089715480804,0.352523694598515,149.8,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q3_SecuritiesHeldInEachFinancialServiceAccount,fiben::sf30::Q3_SecuritiesHeldInEachFinancialServiceAccount::cold,q3_securities_held_in_each_financial_service_account__g4__deep_nested_path,G4,deep_nested_document,primary,cold,10,10,1.2191029964014888,0.9971269755624236,1.7673512629698962,1.7919054196681827,0.8574170060455799,1.7980439588427544,0.3590573897474562,149.8,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q3_SecuritiesHeldInEachFinancialServiceAccount,fiben::sf30::Q3_SecuritiesHeldInEachFinancialServiceAccount::cold,q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,G5,shared_target_reference_strategy,primary,cold,10,10,1.2201540870591998,0.9968509548343718,1.7913963471073655,1.8175168300513176,0.8165310136973858,1.8240469507873056,0.370649560574857,149.8,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q3_SecuritiesHeldInEachFinancialServiceAccount,fiben::sf30::Q3_SecuritiesHeldInEachFinancialServiceAccount::cold,q3_securities_held_in_each_financial_service_account__g7__update_aware_references,G7,update_aware_reference_design,secondary_affected,cold,10,10,1.190292788669467,0.9602275094948708,1.7330860835500062,1.7502908618189394,0.8191390661522746,1.7545920563861728,0.3559272120872267,149.8,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q3_SecuritiesHeldInEachFinancialServiceAccount,fiben::sf30::Q3_SecuritiesHeldInEachFinancialServiceAccount::cold,q3_securities_held_in_each_financial_service_account__g9__tradeoff_benchmark_candidate,G9,benchmark_tradeoff_alternative,secondary_affected,cold,10,10,1.1868784087710085,0.9608145337551832,1.7227548349183053,1.7444797640200704,0.8149819914251566,1.7499109962955115,0.349919843708282,149.8,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q3_SecuritiesHeldInEachFinancialServiceAccount,fiben::sf30::Q3_SecuritiesHeldInEachFinancialServiceAccount::hot,q3_securities_held_in_each_financial_service_account__control__normalized_reference_baseline,CONTROL,normalized_reference_baseline,control,hot,10,10,3.398045804351568,3.124088514596224,5.15386385959573,5.369182337308303,2.4309090804308653,5.423011956736445,0.9049026952100026,149.8,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
fiben,sf30,Q3_SecuritiesHeldInEachFinancialServiceAccount,fiben::sf30::Q3_SecuritiesHeldInEachFinancialServiceAccount::hot,q3_securities_held_in_each_financial_service_account__g2__embed_containment_children,G2,embedded_containment,primary,hot,10,10,1.157895487267524,0.9377969545312226,1.6737981932237744,1.6815036768093703,0.7839750032871962,1.6834300477057695,0.3506434699124968,149.8,0.0,,analysis/fiben/benchmark_aggregate_results_fiben_sf30.csv
