dataset,scale_label,query_name,global_best_g_class,global_best_p95,schema_lens_selected_space,baseline_available_count,baseline_hit_count,baseline_miss_count,baseline_mean_miss_regret,baseline_max_miss_regret,baseline_has_strong_miss,baseline_hit_details,baseline_miss_details,random_k_top1_or_probability,random_k_expected_p95,random_k_regret,ablation_available_count,ablation_hit_count,ablation_miss_count,ablation_mean_miss_regret,ablation_max_miss_regret,ablation_has_strong_miss,ablation_hit_details,ablation_miss_details,case_focus,selected_root,Rc,D,Re,DeltaRratio,dominant_semantic_type,update_volatility_max,observed_sharedness_max,query_family,query_type,baseline_score,ablation_score,joint_score,case_type
imdb,sf1,QG3_RecommendationByGenreAndSubtype,G8,10.41732880621566,G0|G2|G3|G4|G5|G6|G7|G8|G9,4,2,2,0.029191633361444598,0.0297564470334241,0,always_embed->G8 p95=10.417 delta=0.000 regret=0.000; depth_only->G8 p95=10.417 delta=0.000 regret=0.000,always_reference->G7 p95=10.716 delta=0.298 regret=0.029; relationship_type_only->G0 p95=10.727 delta=0.310 regret=0.030,1.0,10.417328806215664,0.0,6,2,4,0.008509404569956426,0.0286268196894651,0,no_sharedness->G8 p95=10.417 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G7|G8|G9; removed=G5|G6); no_update_volatility->G8 p95=10.417 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G5|G6|G8|G9; removed=G7),no_relationship_semantics->G9 p95=10.436 delta=0.019 regret=0.002 (space=G0|G4|G7|G9; removed=G2|G3|G5|G6|G8); no_depth->G9 p95=10.436 delta=0.019 regret=0.002 (space=G0|G2|G3|G5|G6|G7|G9; removed=G4|G8); no_residual_traversal->G7 p95=10.716 delta=0.298 regret=0.029 (space=G0|G2|G3|G5|G6|G7; removed=G4|G8|G9); no_relationship_semantics_no_depth->G9 p95=10.436 delta=0.019 regret=0.002 (space=G0|G7|G9; removed=G2|G3|G4|G5|G6|G8),,,,,,,,,,,,4.058948080394869,8.037136224259422,14.125558344851726,weak_or_redundant
ldbc_snb,sf0.1,IS7_RepliesOfMessage,G9,0.874050357379019,G0|G3|G7|G9,4,3,1,0.5696229402434627,0.5696229402434627,1,always_embed->G9 p95=0.874 delta=0.000 regret=0.000; depth_only->G9 p95=0.874 delta=0.000 regret=0.000; relationship_type_only->G9 p95=0.874 delta=0.000 regret=0.000,always_reference->G3 p95=1.372 delta=0.498 regret=0.570,1.0,0.8740503573790191,0.0,6,3,3,0.9342997414920733,1.057255776924014,1,no_relationship_semantics->G9 p95=0.874 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_depth->G9 p95=0.874 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_relationship_semantics_no_depth->G9 p95=0.874 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3),no_residual_traversal->G7 p95=1.637 delta=0.763 regret=0.873 (space=G0|G7; removed=G3|G9); no_sharedness->G7 p95=1.637 delta=0.763 regret=0.873 (space=G0|G7; removed=G3|G9); no_update_volatility->G0 p95=1.798 delta=0.924 regret=1.057 (space=G0; removed=G3|G7|G9),official short read / replies and author relation,Post,5.0,2.0,3.0,0.4,association,1.0,0.106448461162677,short_read,read,3.139245880486925,7.991555518416087,12.700424339146474,ablation_strong_with_baseline_signal
imdb,sf0.25,QG4_AllPersonsOfTypeForWatchItem,G6,0.3935545493732206,G0|G2|G3|G4|G5|G6,4,3,1,0.7146249525977444,0.7146249525977444,1,always_reference->G6 p95=0.394 delta=0.000 regret=0.000; depth_only->G6 p95=0.394 delta=0.000 regret=0.000; relationship_type_only->G6 p95=0.394 delta=0.000 regret=0.000,always_embed->G9 p95=0.675 delta=0.281 regret=0.715,0.666,0.4887028607379761,0.2417665137305356,6,3,3,0.7462443246199215,0.7462443246199215,1,no_depth->G6 p95=0.394 delta=0.000 regret=0.000 (space=G0|G2|G3|G5|G6; removed=G4); no_residual_traversal->G6 p95=0.394 delta=0.000 regret=0.000 (space=G0|G2|G3|G5|G6; removed=G4); no_update_volatility->G6 p95=0.394 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G5|G6),no_relationship_semantics->G0 p95=0.687 delta=0.294 regret=0.746 (space=G0|G4; removed=G2|G3|G5|G6); no_sharedness->G0 p95=0.687 delta=0.294 regret=0.746 (space=G0|G2|G3|G4; removed=G5|G6); no_relationship_semantics_no_depth->G0 p95=0.687 delta=0.294 regret=0.746 (space=G0; removed=G2|G3|G4|G5|G6),,,,,,,,,,,,3.429249905195489,7.492488649239842,12.636363507033074,ablation_strong_with_baseline_signal
fiben,sf10,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,G5,4.308413300896064,G2|G3|G4|G5|G7|G9,4,2,2,0.0869354536492334,0.0869354536492334,0,always_embed->G5 p95=4.308 delta=0.000 regret=0.000; relationship_type_only->G5 p95=4.308 delta=0.000 regret=0.000,always_reference->G3 p95=4.683 delta=0.375 regret=0.087; depth_only->G3 p95=4.683 delta=0.375 regret=0.087,0.853,4.337691530090524,0.0067955943753982,6,3,3,0.11402001856119316,0.2496029893516307,1,no_depth->G5 p95=4.308 delta=0.000 regret=0.000 (space=G3|G5|G7|G9; removed=G2|G4); no_residual_traversal->G5 p95=4.308 delta=0.000 regret=0.000 (space=G2|G3|G5|G7; removed=G4|G9); no_update_volatility->G5 p95=4.308 delta=0.000 regret=0.000 (space=G2|G3|G4|G5|G9; removed=G7),no_relationship_semantics->G4 p95=4.508 delta=0.199 regret=0.046 (space=G4|G7|G9; removed=G2|G3|G5); no_sharedness->G4 p95=4.508 delta=0.199 regret=0.046 (space=G2|G3|G4|G7|G9; removed=G5); no_relationship_semantics_no_depth->G7 p95=5.384 delta=1.075 regret=0.250 (space=G7|G9; removed=G2|G3|G4|G5),deep traversal,Person,4.0,4.0,0.0,1.0,mixed,1.0,0.2958825,Deep traversal,select,4.1738709072984665,6.363623007912824,12.624429368860522,ablation_strong
ldbc_snb,sf1,IS2_RecentMessagesOfPerson,G9,1.876588980667293,G0|G3|G4|G6|G7|G9,4,2,2,0.0238481965066436,0.0238481965066436,0,always_embed->G9 p95=1.877 delta=0.000 regret=0.000; depth_only->G9 p95=1.877 delta=0.000 regret=0.000,always_reference->G3 p95=1.921 delta=0.045 regret=0.024; relationship_type_only->G3 p95=1.921 delta=0.045 regret=0.024,1.0,1.876588980667293,0.0,6,3,3,0.07619343806538843,0.1110571966611497,1,no_relationship_semantics->G9 p95=1.877 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3|G4|G6); no_depth->G9 p95=1.877 delta=0.000 regret=0.000 (space=G0|G6|G7|G9; removed=G3|G4); no_relationship_semantics_no_depth->G9 p95=1.877 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3|G4|G6),no_residual_traversal->G7 p95=1.987 delta=0.110 regret=0.059 (space=G0|G6|G7; removed=G3|G4|G9); no_sharedness->G7 p95=1.987 delta=0.110 regret=0.059 (space=G0|G4|G7; removed=G3|G6|G9); no_update_volatility->G4 p95=2.085 delta=0.208 regret=0.111 (space=G0|G4|G6; removed=G3|G7|G9),official short read / messages of person,Person,4.0,2.0,2.0,0.5,mixed,1.0,0.106448461162677,short_read,read,4.047696393013288,6.187250634726538,12.25879522424647,ablation_strong
fiben,sf30,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,G4,17.142359330318868,G2|G3|G4|G5|G7|G9,4,2,2,0.00854790360264205,0.014715691784255,0,always_embed->G4 p95=17.142 delta=0.000 regret=0.000; relationship_type_only->G4 p95=17.142 delta=0.000 regret=0.000,always_reference->CONTROL p95=17.183 delta=0.041 regret=0.002; depth_only->G3 p95=17.395 delta=0.252 regret=0.015,0.836,17.149050660501235,0.0003903389290487,6,3,3,0.031011560763476036,0.0636032987219181,0,no_relationship_semantics->G4 p95=17.142 delta=0.000 regret=0.000 (space=G4|G7|G9; removed=G2|G3|G5); no_sharedness->G4 p95=17.142 delta=0.000 regret=0.000 (space=G2|G3|G4|G7|G9; removed=G5); no_update_volatility->G4 p95=17.142 delta=0.000 regret=0.000 (space=G2|G3|G4|G5|G9; removed=G7),no_depth->G3 p95=17.395 delta=0.252 regret=0.015 (space=G3|G5|G7|G9; removed=G2|G4); no_residual_traversal->G3 p95=17.395 delta=0.252 regret=0.015 (space=G2|G3|G5|G7; removed=G4|G9); no_relationship_semantics_no_depth->G9 p95=18.233 delta=1.090 regret=0.064 (space=G7|G9; removed=G2|G3|G4|G5),deep traversal,Person,4.0,4.0,0.0,1.0,mixed,1.0,0.2958825,Deep traversal,select,4.023263595386896,6.094614859485394,12.129510252565739,weak_or_redundant
ldbc_snb,sf3,IC5_NewGroups,G9,16242.84667596221,G0|G3|G4|G6|G7|G9,4,2,2,0.0083489870075482,0.0083489870075482,0,always_embed->G9 p95=16242.847 delta=0.000 regret=0.000; depth_only->G9 p95=16242.847 delta=0.000 regret=0.000,always_reference->G0 p95=16378.458 delta=135.611 regret=0.008; relationship_type_only->G0 p95=16378.458 delta=135.611 regret=0.008,1.0,16242.84667596221,0.0,6,3,3,0.0083489870075482,0.0083489870075482,0,no_relationship_semantics->G9 p95=16242.847 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3|G4|G6); no_depth->G9 p95=16242.847 delta=0.000 regret=0.000 (space=G0|G6|G7|G9; removed=G3|G4); no_relationship_semantics_no_depth->G9 p95=16242.847 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3|G4|G6),no_residual_traversal->G0 p95=16378.458 delta=135.611 regret=0.008 (space=G0|G6|G7; removed=G3|G4|G9); no_sharedness->G0 p95=16378.458 delta=135.611 regret=0.008 (space=G0|G4|G7; removed=G3|G6|G9); no_update_volatility->G0 p95=16378.458 delta=135.611 regret=0.008 (space=G0|G4|G6; removed=G3|G7|G9),official complex read / association + containment mix,Person,5.0,3.0,2.0,0.6000000000000001,association,1.0,0.106448461162677,complex_read,read,4.016697974015097,6.016697974015097,12.041744935037741,weak_or_redundant
ldbc_snb,sf0.1,IS6_ForumOfMessage,G9,94.48190636467189,G0|G3|G7|G9,4,2,2,0.0009253032416062,0.0009253032416062,0,always_embed->G9 p95=94.482 delta=0.000 regret=0.000; depth_only->G9 p95=94.482 delta=0.000 regret=0.000,always_reference->G3 p95=94.569 delta=0.087 regret=0.001; relationship_type_only->G3 p95=94.569 delta=0.087 regret=0.001,1.0,94.48190636467189,0.0,6,3,3,0.0136179792211166,0.0136179792211166,0,no_relationship_semantics->G9 p95=94.482 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_depth->G9 p95=94.482 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_relationship_semantics_no_depth->G9 p95=94.482 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3),no_residual_traversal->G0 p95=95.769 delta=1.287 regret=0.014 (space=G0|G7; removed=G3|G9); no_sharedness->G0 p95=95.769 delta=1.287 regret=0.014 (space=G0|G7; removed=G3|G9); no_update_volatility->G0 p95=95.769 delta=1.287 regret=0.014 (space=G0; removed=G3|G7|G9),official short read / containment path,Post,4.0,3.0,1.0,0.75,containment,1.0,0.106448461162677,short_read,read,4.001850606483213,6.027235958442233,12.030011868167053,weak_or_redundant
fiben,sf10,Q10_CreateAccountHoldingAndBuyTransaction,G3,0.4270611854735761,G2|G3|G4|G5|G7|G9,4,2,2,0.0824734542604378,0.1573426560559263,1,always_reference->G3 p95=0.427 delta=0.000 regret=0.000; depth_only->G3 p95=0.427 delta=0.000 regret=0.000,always_embed->G2 p95=0.430 delta=0.003 regret=0.008; relationship_type_only->G4 p95=0.494 delta=0.067 regret=0.157,0.844,0.4275677925208583,0.0011862633845321,6,4,2,0.5139449935723827,0.8705473310888391,1,no_depth->G3 p95=0.427 delta=0.000 regret=0.000 (space=G3|G5|G7|G9; removed=G2|G4); no_residual_traversal->G3 p95=0.427 delta=0.000 regret=0.000 (space=G2|G3|G5|G7; removed=G4|G9); no_sharedness->G3 p95=0.427 delta=0.000 regret=0.000 (space=G2|G3|G4|G7|G9; removed=G5); no_update_volatility->G3 p95=0.427 delta=0.000 regret=0.000 (space=G2|G3|G4|G5|G9; removed=G7),no_relationship_semantics->G4 p95=0.494 delta=0.067 regret=0.157 (space=G4|G7|G9; removed=G2|G3|G5); no_relationship_semantics_no_depth->G7 p95=0.799 delta=0.372 regret=0.871 (space=G7|G9; removed=G2|G3|G4|G5),update + relationship creation,Person,5.0,3.0,0.0,1.0,mixed,1.0,0.2958825,Update / insertion with relationship creation,insert,4.239816110316363,5.384492324661222,11.744216490135766,joint_strong
imdb,sf1,QG8_AddPersonRoleToWatchItem,G3,0.3732010467501823,G0|G2|G3|G4|G5|G6,4,2,2,0.4612214489723638,0.9201839085540404,1,always_reference->G3 p95=0.373 delta=0.000 regret=0.000; depth_only->G3 p95=0.373 delta=0.000 regret=0.000,always_embed->G2 p95=0.374 delta=0.001 regret=0.002; relationship_type_only->G5 p95=0.717 delta=0.343 regret=0.920,0.646,0.3735885420363047,0.0010383017129686,6,4,2,0.0065219633395975,0.0065219633395975,0,no_depth->G3 p95=0.373 delta=0.000 regret=0.000 (space=G0|G2|G3|G5|G6; removed=G4); no_residual_traversal->G3 p95=0.373 delta=0.000 regret=0.000 (space=G0|G2|G3|G5|G6; removed=G4); no_sharedness->G3 p95=0.373 delta=0.000 regret=0.000 (space=G0|G2|G3|G4; removed=G5|G6); no_update_volatility->G3 p95=0.373 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G5|G6),no_relationship_semantics->G0 p95=0.376 delta=0.002 regret=0.007 (space=G0|G4; removed=G2|G3|G5|G6); no_relationship_semantics_no_depth->G0 p95=0.376 delta=0.002 regret=0.007 (space=G0; removed=G2|G3|G4|G5|G6),,,,,,,,,,,,5.381405357526404,4.013043926679195,11.400971247545197,baseline_strong
imdb,sf0.5,QG4_AllPersonsOfTypeForWatchItem,G5,0.3330338535306509,G0|G2|G3|G4|G5|G6,4,3,1,0.0931168107275988,0.0931168107275988,0,always_embed->G5 p95=0.333 delta=0.000 regret=0.000; depth_only->G5 p95=0.333 delta=0.000 regret=0.000; relationship_type_only->G5 p95=0.333 delta=0.000 regret=0.000,always_reference->G6 p95=0.364 delta=0.031 regret=0.093,0.677,0.3641205510604777,0.0933439564784837,6,3,3,0.896800439158667,1.1090080934353324,1,no_depth->G5 p95=0.333 delta=0.000 regret=0.000 (space=G0|G2|G3|G5|G6; removed=G4); no_residual_traversal->G5 p95=0.333 delta=0.000 regret=0.000 (space=G0|G2|G3|G5|G6; removed=G4); no_update_volatility->G5 p95=0.333 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G5|G6),no_relationship_semantics->G4 p95=0.596 delta=0.263 regret=0.791 (space=G0|G4; removed=G2|G3|G5|G6); no_sharedness->G4 p95=0.596 delta=0.263 regret=0.791 (space=G0|G2|G3|G4; removed=G5|G6); no_relationship_semantics_no_depth->G0 p95=0.702 delta=0.369 regret=1.109 (space=G0; removed=G2|G3|G4|G5|G6),,,,,,,,,,,,2.186233621455197,8.005808532594,11.285158964776796,ablation_strong
imdb,sf0.5,QG5_AllPersonsForEpisodesOfSeries,G4,164.45552805307668,G0|G2|G3|G4|G5|G6|G7|G8|G9,4,3,1,0.4070369089601099,0.4070369089601099,1,always_embed->G4 p95=164.456 delta=0.000 regret=0.000; depth_only->G4 p95=164.456 delta=0.000 regret=0.000; relationship_type_only->G4 p95=164.456 delta=0.000 regret=0.000,always_reference->G7 p95=231.395 delta=66.939 regret=0.407,1.0,164.45552805307668,0.0,6,3,3,0.369387679150921,0.4070369089601099,1,no_relationship_semantics->G4 p95=164.456 delta=0.000 regret=0.000 (space=G0|G4|G7|G9; removed=G2|G3|G5|G6|G8); no_sharedness->G4 p95=164.456 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G7|G8|G9; removed=G5|G6); no_update_volatility->G4 p95=164.456 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G5|G6|G8|G9; removed=G7),no_depth->G9 p95=222.108 delta=57.652 regret=0.351 (space=G0|G2|G3|G5|G6|G7|G9; removed=G4|G8); no_residual_traversal->G7 p95=231.395 delta=66.939 regret=0.407 (space=G0|G2|G3|G5|G6|G7; removed=G4|G8|G9); no_relationship_semantics_no_depth->G9 p95=222.108 delta=57.652 regret=0.351 (space=G0|G7|G9; removed=G2|G3|G4|G5|G6|G8),,,,,,,,,,,,2.81407381792022,6.7764245881110305,10.997535314991362,ablation_strong_with_baseline_signal
imdb,sf0.25,QG5_AllPersonsForEpisodesOfSeries,G4,81.24685599796065,G0|G2|G3|G4|G5|G6|G7|G8|G9,4,3,1,0.3383278640860322,0.3383278640860322,1,always_embed->G4 p95=81.247 delta=0.000 regret=0.000; depth_only->G4 p95=81.247 delta=0.000 regret=0.000; relationship_type_only->G4 p95=81.247 delta=0.000 regret=0.000,always_reference->G6 p95=108.735 delta=27.488 regret=0.338,1.0,81.24685599796065,0.0,6,3,3,0.3658300593250583,0.4365430122107687,1,no_relationship_semantics->G4 p95=81.247 delta=0.000 regret=0.000 (space=G0|G4|G7|G9; removed=G2|G3|G5|G6|G8); no_sharedness->G4 p95=81.247 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G7|G8|G9; removed=G5|G6); no_update_volatility->G4 p95=81.247 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G5|G6|G8|G9; removed=G7),no_depth->G5 p95=108.097 delta=26.850 regret=0.330 (space=G0|G2|G3|G5|G6|G7|G9; removed=G4|G8); no_residual_traversal->G5 p95=108.097 delta=26.850 regret=0.330 (space=G0|G2|G3|G5|G6|G7; removed=G4|G8|G9); no_relationship_semantics_no_depth->G0 p95=116.715 delta=35.468 regret=0.437 (space=G0|G7|G9; removed=G2|G3|G4|G5|G6|G8),,,,,,,,,,,,2.676655728172064,6.802373071535827,10.817356663793923,ablation_strong_with_baseline_signal
imdb,sf1,QG5_AllPersonsForEpisodesOfSeries,G4,367.5689083487668,G0|G2|G3|G4|G5|G6|G7|G8|G9,4,3,1,0.327169654364407,0.327169654364407,1,always_embed->G4 p95=367.569 delta=0.000 regret=0.000; depth_only->G4 p95=367.569 delta=0.000 regret=0.000; relationship_type_only->G4 p95=367.569 delta=0.000 regret=0.000,always_reference->G3 p95=487.826 delta=120.257 regret=0.327,1.0,367.5689083487668,0.0,6,3,3,0.33415533806822895,0.3481267054758729,1,no_relationship_semantics->G4 p95=367.569 delta=0.000 regret=0.000 (space=G0|G4|G7|G9; removed=G2|G3|G5|G6|G8); no_sharedness->G4 p95=367.569 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G7|G8|G9; removed=G5|G6); no_update_volatility->G4 p95=367.569 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G5|G6|G8|G9; removed=G7),no_depth->G3 p95=487.826 delta=120.257 regret=0.327 (space=G0|G2|G3|G5|G6|G7|G9; removed=G4|G8); no_residual_traversal->G3 p95=487.826 delta=120.257 regret=0.327 (space=G0|G2|G3|G5|G6|G7; removed=G4|G8|G9); no_relationship_semantics_no_depth->G0 p95=495.529 delta=127.961 regret=0.348 (space=G0|G7|G9; removed=G2|G3|G4|G5|G6|G8),,,,,,,,,,,,2.6543393087288143,6.6822820435441015,10.663791006637323,ablation_strong_with_baseline_signal
ldbc_snb,sf0.1,INS7_AddComment,G7,1.1086300713941457,G0|G3|G7|G9,4,2,2,1.151682445593798,1.151682445593798,1,always_reference->G7 p95=1.109 delta=0.000 regret=0.000; relationship_type_only->G7 p95=1.109 delta=0.000 regret=0.000,always_embed->G9 p95=2.385 delta=1.277 regret=1.152; depth_only->G9 p95=2.385 delta=1.277 regret=1.152,1.0,1.1086300713941457,0.0,6,5,1,0.4457752958770664,0.4457752958770664,1,no_relationship_semantics->G7 p95=1.109 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_depth->G7 p95=1.109 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_residual_traversal->G7 p95=1.109 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_sharedness->G7 p95=1.109 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_relationship_semantics_no_depth->G7 p95=1.109 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3),no_update_volatility->G0 p95=1.603 delta=0.494 regret=0.446 (space=G0; removed=G3|G7|G9),,,,,,,,,,,,6.303364891187595,2.8915505917541324,10.640690778818794,baseline_strong_with_ablation_signal
fiben,sf1,Q8_IBMTransactionsBelowAverageSellingPrice,G7,0.8635510283056645,G3|G5|G6|G7|G9,4,1,3,0.3204356149071301,0.6897467086422796,1,always_reference->G7 p95=0.864 delta=0.000 regret=0.000,always_embed->G9 p95=0.981 delta=0.117 regret=0.136; depth_only->G9 p95=0.981 delta=0.117 regret=0.136; relationship_type_only->G5 p95=1.459 delta=0.596 regret=0.690,0.833,0.8831322822079528,0.0226752713626057,6,5,1,0.1357800680395553,0.1357800680395553,1,no_relationship_semantics->G7 p95=0.864 delta=0.000 regret=0.000 (space=G7|G9; removed=G3|G5|G6); no_depth->G7 p95=0.864 delta=0.000 regret=0.000 (space=G3|G5|G6|G7|G9); no_residual_traversal->G7 p95=0.864 delta=0.000 regret=0.000 (space=G3|G5|G6|G7; removed=G9); no_sharedness->G7 p95=0.864 delta=0.000 regret=0.000 (space=G3|G7|G9; removed=G5|G6); no_relationship_semantics_no_depth->G7 p95=0.864 delta=0.000 regret=0.000 (space=G7|G9; removed=G3|G5|G6),no_update_volatility->G9 p95=0.981 delta=0.117 regret=0.136 (space=G3|G5|G6|G9; removed=G7),,,,,,,,,,,,7.01018232354941,2.2715601360791107,10.417522527668076,baseline_strong_with_ablation_signal
ldbc_snb,sf3,IS2_RecentMessagesOfPerson,G7,1.2880705296993256,G0|G3|G4|G6|G7|G9,4,1,3,0.21245264951584453,0.5984371231169942,1,always_reference->G7 p95=1.288 delta=0.000 regret=0.000,always_embed->G9 p95=1.313 delta=0.025 regret=0.019; depth_only->G9 p95=1.313 delta=0.025 regret=0.019; relationship_type_only->G3 p95=2.059 delta=0.771 regret=0.598,1.0,1.2880705296993256,0.0,6,5,1,0.1278691732622096,0.1278691732622096,1,no_relationship_semantics->G7 p95=1.288 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3|G4|G6); no_depth->G7 p95=1.288 delta=0.000 regret=0.000 (space=G0|G6|G7|G9; removed=G3|G4); no_residual_traversal->G7 p95=1.288 delta=0.000 regret=0.000 (space=G0|G6|G7; removed=G3|G4|G9); no_sharedness->G7 p95=1.288 delta=0.000 regret=0.000 (space=G0|G4|G7; removed=G3|G6|G9); no_relationship_semantics_no_depth->G7 p95=1.288 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3|G4|G6),no_update_volatility->G4 p95=1.453 delta=0.165 regret=0.128 (space=G0|G4|G6; removed=G3|G7|G9),official short read / messages of person,Person,4.0,2.0,2.0,0.5,mixed,1.0,0.106448461162677,short_read,read,6.810889772632839,2.255738346524419,10.194497292419467,baseline_strong_with_ablation_signal
fiben,sf10,Q5_ReportsAndMetricDataOfCompany,G9,28.43278254731557,G2|G4|G9,4,2,2,0.3514535410504793,0.7029070821009586,1,always_embed->G9 p95=28.433 delta=0.000 regret=0.000; relationship_type_only->G9 p95=28.433 delta=0.000 regret=0.000,always_reference->CONTROL p95=48.418 delta=19.986 regret=0.703; depth_only-> p95=0.000 delta=-28.433 regret=0.000,0.767,32.91658211002358,0.1576982328495787,6,5,1,0.676816449998192,0.676816449998192,1,no_relationship_semantics->G9 p95=28.433 delta=0.000 regret=0.000 (space=G4|G9; removed=G2); no_depth->G9 p95=28.433 delta=0.000 regret=0.000 (space=G9; removed=G2|G4); no_sharedness->G9 p95=28.433 delta=0.000 regret=0.000 (space=G2|G4|G9); no_update_volatility->G9 p95=28.433 delta=0.000 regret=0.000 (space=G2|G4|G9); no_relationship_semantics_no_depth->G9 p95=28.433 delta=0.000 regret=0.000 (space=G9; removed=G2|G4),no_residual_traversal->G2 p95=47.677 delta=19.244 regret=0.677 (space=G2; removed=G4|G9),,,,,,,,,,,,5.054360623151438,3.3536328999963843,10.084809973146015,baseline_strong_with_ablation_signal
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,G3,418.83483037818223,G1|G3|G5|G7|G9,4,2,2,0.008140301412479749,0.0159245143983698,0,always_reference->G3 p95=418.835 delta=0.000 regret=0.000; relationship_type_only->G3 p95=418.835 delta=0.000 regret=0.000,always_embed->G5 p95=418.984 delta=0.149 regret=0.000; depth_only->G9 p95=425.505 delta=6.670 regret=0.016,0.833,418.85973713155255,5.946676724048057e-05,6,4,2,0.0159245143983698,0.0159245143983698,0,no_depth->G3 p95=418.835 delta=0.000 regret=0.000 (space=G1|G3|G5|G7|G9); no_residual_traversal->G3 p95=418.835 delta=0.000 regret=0.000 (space=G1|G3|G5|G7; removed=G9); no_sharedness->G3 p95=418.835 delta=0.000 regret=0.000 (space=G1|G3|G7|G9; removed=G5); no_update_volatility->G3 p95=418.835 delta=0.000 regret=0.000 (space=G1|G3|G5|G9; removed=G7),no_relationship_semantics->G9 p95=425.505 delta=6.670 regret=0.016 (space=G7|G9; removed=G1|G3|G5); no_relationship_semantics_no_depth->G9 p95=425.505 delta=6.670 regret=0.016 (space=G7|G9; removed=G1|G3|G5),,,,,,,,,,,,4.02406481581085,4.03184902879674,10.067946252513016,weak_or_redundant
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,G3,1.322278199950233,G2|G3|G4|G5|G6|G7|G9,4,2,2,0.0031734417258875,0.0031734417258875,0,always_reference->G3 p95=1.322 delta=0.000 regret=0.000; depth_only->G3 p95=1.322 delta=0.000 regret=0.000,always_embed->G4 p95=1.326 delta=0.004 regret=0.003; relationship_type_only->G4 p95=1.326 delta=0.004 regret=0.003,0.877,1.3227943292062263,0.0003903333322841,6,4,2,0.0037449431453472,0.0043164445648069,0,no_depth->G3 p95=1.322 delta=0.000 regret=0.000 (space=G3|G5|G6|G7|G9; removed=G2|G4); no_residual_traversal->G3 p95=1.322 delta=0.000 regret=0.000 (space=G2|G3|G5|G6|G7; removed=G4|G9); no_sharedness->G3 p95=1.322 delta=0.000 regret=0.000 (space=G2|G3|G4|G7|G9; removed=G5|G6); no_update_volatility->G3 p95=1.322 delta=0.000 regret=0.000 (space=G2|G3|G4|G5|G6|G9; removed=G7),no_relationship_semantics->G4 p95=1.326 delta=0.004 regret=0.003 (space=G4|G7|G9; removed=G2|G3|G5|G6); no_relationship_semantics_no_depth->G9 p95=1.328 delta=0.006 regret=0.004 (space=G7|G9; removed=G2|G3|G4|G5|G6),,,,,,,,,,,,4.006346883451775,4.008061387710153,10.017581712887814,weak_or_redundant
