dataset,scale_label,query_name,global_best_g_class,global_best_p95,schema_lens_selected_space,baseline_available_count,baseline_hit_count,baseline_miss_count,baseline_mean_miss_regret,baseline_max_miss_regret,baseline_has_strong_miss,baseline_hit_details,baseline_miss_details,random_k_top1_or_probability,random_k_expected_p95,random_k_regret,ablation_available_count,ablation_hit_count,ablation_miss_count,ablation_mean_miss_regret,ablation_max_miss_regret,ablation_has_strong_miss,ablation_hit_details,ablation_miss_details,case_focus,selected_root,Rc,D,Re,DeltaRratio,dominant_semantic_type,update_volatility_max,observed_sharedness_max,query_family,query_type,baseline_score,ablation_score,joint_score,case_type
fiben,sf1,Q7_PersonsWhoBoughtMoreIBMThanSold,G4,1.186998502817005,G2|G3|G4|G5|G6|G7|G9,4,3,1,0.1249016071072084,0.1249016071072084,1,always_embed->G4 p95=1.187 delta=0.000 regret=0.000; depth_only->G4 p95=1.187 delta=0.000 regret=0.000; relationship_type_only->G4 p95=1.187 delta=0.000 regret=0.000,always_reference->G3 p95=1.335 delta=0.148 regret=0.125,0.88,1.2047894652932882,0.014988192852865,6,3,3,0.1294352409696403,0.1385025086945041,1,no_relationship_semantics->G4 p95=1.187 delta=0.000 regret=0.000 (space=G4|G7|G9; removed=G2|G3|G5|G6); no_sharedness->G4 p95=1.187 delta=0.000 regret=0.000 (space=G2|G3|G4|G7|G9; removed=G5|G6); no_update_volatility->G4 p95=1.187 delta=0.000 regret=0.000 (space=G2|G3|G4|G5|G6|G9; removed=G7),no_depth->G3 p95=1.335 delta=0.148 regret=0.125 (space=G3|G5|G6|G7|G9; removed=G2|G4); no_residual_traversal->G3 p95=1.335 delta=0.148 regret=0.125 (space=G2|G3|G5|G6|G7; removed=G4|G9); no_relationship_semantics_no_depth->G9 p95=1.351 delta=0.164 regret=0.139 (space=G7|G9; removed=G2|G3|G4|G5|G6),,,,,,,,,,,,2.249803214214417,6.267937749664145,9.642642570985771,ablation_strong_with_baseline_signal
ldbc_snb,sf3,IS7_RepliesOfMessage,G7,1.341143879108131,G0|G3|G7|G9,4,2,2,0.0426368732820708,0.0426368732820708,0,always_reference->G7 p95=1.341 delta=0.000 regret=0.000; relationship_type_only->G7 p95=1.341 delta=0.000 regret=0.000,always_embed->G9 p95=1.398 delta=0.057 regret=0.043; depth_only->G9 p95=1.398 delta=0.057 regret=0.043,1.0,1.341143879108131,0.0,6,5,1,0.8108688684156846,0.8108688684156846,1,no_relationship_semantics->G7 p95=1.341 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_depth->G7 p95=1.341 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_residual_traversal->G7 p95=1.341 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_sharedness->G7 p95=1.341 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_relationship_semantics_no_depth->G7 p95=1.341 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3),no_update_volatility->G0 p95=2.429 delta=1.087 regret=0.811 (space=G0; removed=G3|G7|G9),official short read / replies and author relation,Post,5.0,2.0,3.0,0.4,association,1.0,0.106448461162677,short_read,read,4.085273746564141,3.621737736831369,9.517880351811193,ablation_moderate
fiben,sf10,Q3_SecuritiesHeldInEachFinancialServiceAccount,G4,0.8991432900074869,G2|G3|G4|G5|G7|G9,4,3,1,0.0721285598306034,0.0721285598306034,0,always_embed->G4 p95=0.899 delta=0.000 regret=0.000; depth_only->G4 p95=0.899 delta=0.000 regret=0.000; relationship_type_only->G4 p95=0.899 delta=0.000 regret=0.000,always_reference->G3 p95=0.964 delta=0.065 regret=0.072,0.856,0.904679675353691,0.0061574005030476,6,3,3,0.0705006666347686,0.0966137143580936,0,no_relationship_semantics->G4 p95=0.899 delta=0.000 regret=0.000 (space=G4|G7|G9; removed=G2|G3|G5); no_sharedness->G4 p95=0.899 delta=0.000 regret=0.000 (space=G2|G3|G4|G7|G9; removed=G5); no_update_volatility->G4 p95=0.899 delta=0.000 regret=0.000 (space=G2|G3|G4|G5|G9; removed=G7),no_depth->G3 p95=0.964 delta=0.065 regret=0.072 (space=G3|G5|G7|G9; removed=G2|G4); no_residual_traversal->G2 p95=0.938 delta=0.038 regret=0.043 (space=G2|G3|G5|G7; removed=G4|G9); no_relationship_semantics_no_depth->G7 p95=0.986 delta=0.087 regret=0.097 (space=G7|G9; removed=G2|G3|G4|G5),,,,,,,,,,,,2.144257119661207,6.167114380992862,9.383500060484671,weak_or_redundant
ldbc_snb,sf3,INS7_AddComment,G7,1.596001721918583,G0|G3|G7|G9,4,2,2,0.3038657927104597,0.3038657927104597,1,always_reference->G7 p95=1.596 delta=0.000 regret=0.000; relationship_type_only->G7 p95=1.596 delta=0.000 regret=0.000,always_embed->G9 p95=2.081 delta=0.485 regret=0.304; depth_only->G9 p95=2.081 delta=0.485 regret=0.304,1.0,1.596001721918583,0.0,6,5,1,0.5525935409231217,0.5525935409231217,1,no_relationship_semantics->G7 p95=1.596 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_depth->G7 p95=1.596 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_residual_traversal->G7 p95=1.596 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_sharedness->G7 p95=1.596 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_relationship_semantics_no_depth->G7 p95=1.596 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3),no_update_volatility->G0 p95=2.478 delta=0.882 regret=0.553 (space=G0; removed=G3|G7|G9),,,,,,,,,,,,4.60773158542092,3.1051870818462435,9.265512208190286,baseline_strong_with_ablation_signal
fiben,sf10,Q7_PersonsWhoBoughtMoreIBMThanSold,G6,0.8576980675570667,G2|G3|G4|G5|G6|G7|G9,4,3,1,0.0063897456126071,0.0063897456126071,0,always_reference->G6 p95=0.858 delta=0.000 regret=0.000; depth_only->G6 p95=0.858 delta=0.000 regret=0.000; relationship_type_only->G6 p95=0.858 delta=0.000 regret=0.000,always_embed->G5 p95=0.863 delta=0.005 regret=0.006,0.874,0.858388607087545,0.0008051079471885,6,3,3,0.11881570147126153,0.1251579642205788,1,no_depth->G6 p95=0.858 delta=0.000 regret=0.000 (space=G3|G5|G6|G7|G9; removed=G2|G4); no_residual_traversal->G6 p95=0.858 delta=0.000 regret=0.000 (space=G2|G3|G5|G6|G7; removed=G4|G9); no_update_volatility->G6 p95=0.858 delta=0.000 regret=0.000 (space=G2|G3|G4|G5|G6|G9; removed=G7),no_relationship_semantics->G4 p95=0.957 delta=0.099 regret=0.116 (space=G4|G7|G9; removed=G2|G3|G5|G6); no_sharedness->G4 p95=0.957 delta=0.099 regret=0.116 (space=G2|G3|G4|G7|G9; removed=G5|G6); no_relationship_semantics_no_depth->G7 p95=0.965 delta=0.107 regret=0.125 (space=G7|G9; removed=G2|G3|G4|G5|G6),,,,,,,,,,,,2.0127794912252144,6.24397366569184,9.26314290252966,ablation_strong
fiben,sf1,Q3_SecuritiesHeldInEachFinancialServiceAccount,G5,0.4349461290985345,G2|G3|G4|G5|G7|G9,4,3,1,0.0300086147301877,0.0300086147301877,0,always_embed->G5 p95=0.435 delta=0.000 regret=0.000; depth_only->G5 p95=0.435 delta=0.000 regret=0.000; relationship_type_only->G5 p95=0.435 delta=0.000 regret=0.000,always_reference->G3 p95=0.448 delta=0.013 regret=0.030,0.847,0.4369431051134597,0.0045913180537187,6,3,3,0.0522651544325865,0.0755861206970112,0,no_depth->G5 p95=0.435 delta=0.000 regret=0.000 (space=G3|G5|G7|G9; removed=G2|G4); no_residual_traversal->G5 p95=0.435 delta=0.000 regret=0.000 (space=G2|G3|G5|G7; removed=G4|G9); no_update_volatility->G5 p95=0.435 delta=0.000 regret=0.000 (space=G2|G3|G4|G5|G9; removed=G7),no_relationship_semantics->G4 p95=0.457 delta=0.022 regret=0.051 (space=G4|G7|G9; removed=G2|G3|G5); no_sharedness->G3 p95=0.448 delta=0.013 regret=0.030 (space=G2|G3|G4|G7|G9; removed=G5); no_relationship_semantics_no_depth->G7 p95=0.468 delta=0.033 regret=0.076 (space=G7|G9; removed=G2|G3|G4|G5),,,,,,,,,,,,2.0600172294603754,6.127851275129597,9.217877119320159,weak_or_redundant
fiben,sf1,Q9_PersonsWhoBoughtAndSoldSameStock,G7,0.8514764602296054,G2|G3|G4|G5|G7|G9,4,1,3,0.04336243578084187,0.0777435628648014,0,always_reference->G7 p95=0.851 delta=0.000 regret=0.000,always_embed->G9 p95=0.874 delta=0.022 regret=0.026; depth_only->G9 p95=0.874 delta=0.022 regret=0.026; relationship_type_only->G5 p95=0.918 delta=0.066 regret=0.078,0.86,0.8545963228680193,0.0036640621134406,6,5,1,0.0261718722388621,0.0261718722388621,0,no_relationship_semantics->G7 p95=0.851 delta=0.000 regret=0.000 (space=G4|G7|G9; removed=G2|G3|G5); no_depth->G7 p95=0.851 delta=0.000 regret=0.000 (space=G3|G5|G7|G9; removed=G2|G4); no_residual_traversal->G7 p95=0.851 delta=0.000 regret=0.000 (space=G2|G3|G5|G7; removed=G4|G9); no_sharedness->G7 p95=0.851 delta=0.000 regret=0.000 (space=G2|G3|G4|G7|G9; removed=G5); no_relationship_semantics_no_depth->G7 p95=0.851 delta=0.000 regret=0.000 (space=G7|G9; removed=G2|G3|G4|G5),no_update_volatility->G9 p95=0.874 delta=0.022 regret=0.026 (space=G2|G3|G4|G5|G9; removed=G7),,,,,,,,,,,,6.1211059986456435,2.0523437444777244,9.19962161536223,weak_or_redundant
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,G5,1.0568699159193784,G2|G3|G4|G5|G7|G9,4,3,1,0.0172485956279212,0.0172485956279212,0,always_embed->G5 p95=1.057 delta=0.000 regret=0.000; depth_only->G5 p95=1.057 delta=0.000 regret=0.000; relationship_type_only->G5 p95=1.057 delta=0.000 regret=0.000,always_reference->G3 p95=1.075 delta=0.018 regret=0.017,0.854,1.0586014687083662,0.0016383783499802,6,3,3,0.015344319111591,0.0174055939071802,0,no_depth->G5 p95=1.057 delta=0.000 regret=0.000 (space=G3|G5|G7|G9; removed=G2|G4); no_residual_traversal->G5 p95=1.057 delta=0.000 regret=0.000 (space=G2|G3|G5|G7; removed=G4|G9); no_update_volatility->G5 p95=1.057 delta=0.000 regret=0.000 (space=G2|G3|G4|G5|G9; removed=G7),no_relationship_semantics->G7 p95=1.075 delta=0.018 regret=0.017 (space=G4|G7|G9; removed=G2|G3|G5); no_sharedness->G2 p95=1.069 delta=0.012 regret=0.011 (space=G2|G3|G4|G7|G9; removed=G5); no_relationship_semantics_no_depth->G7 p95=1.075 delta=0.018 regret=0.017 (space=G7|G9; removed=G2|G3|G4|G5),,,,,,,,,,,,2.0344971912558423,6.032749913018772,9.084495699902535,weak_or_redundant
ldbc_snb,sf1,IC5_NewGroups,G7,8636.625373270363,G0|G3|G4|G6|G7|G9,4,1,3,0.0105216066785827,0.0292633949466051,0,always_reference->G7 p95=8636.625 delta=0.000 regret=0.000,always_embed->G9 p95=8889.362 delta=252.737 regret=0.029; depth_only->G3 p95=8646.564 delta=9.938 regret=0.001; relationship_type_only->G3 p95=8646.564 delta=9.938 regret=0.001,1.0,8636.625373270363,0.0,6,5,1,0.0083497403532649,0.0083497403532649,0,no_relationship_semantics->G7 p95=8636.625 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3|G4|G6); no_depth->G7 p95=8636.625 delta=0.000 regret=0.000 (space=G0|G6|G7|G9; removed=G3|G4); no_residual_traversal->G7 p95=8636.625 delta=0.000 regret=0.000 (space=G0|G6|G7; removed=G3|G4|G9); no_sharedness->G7 p95=8636.625 delta=0.000 regret=0.000 (space=G0|G4|G7; removed=G3|G6|G9); no_relationship_semantics_no_depth->G7 p95=8636.625 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3|G4|G6),no_update_volatility->G0 p95=8708.739 delta=72.114 regret=0.008 (space=G0|G4|G6; removed=G3|G7|G9),official complex read / association + containment mix,Person,5.0,3.0,2.0,0.6000000000000001,association,1.0,0.106448461162677,complex_read,read,6.039785001625188,2.0166994807065297,9.064834222684983,weak_or_redundant
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,G5,1.2928820273373276,G3|G5|G6|G7|G9,4,3,1,0.0020089463298501,0.0020089463298501,0,always_embed->G5 p95=1.293 delta=0.000 regret=0.000; depth_only->G5 p95=1.293 delta=0.000 regret=0.000; relationship_type_only->G5 p95=1.293 delta=0.000 regret=0.000,always_reference->G3 p95=1.295 delta=0.003 regret=0.002,0.846,1.293282016250305,0.0003093777347969,6,3,3,0.012198284464758699,0.017292953532213,0,no_depth->G5 p95=1.293 delta=0.000 regret=0.000 (space=G3|G5|G6|G7|G9); no_residual_traversal->G5 p95=1.293 delta=0.000 regret=0.000 (space=G3|G5|G6|G7; removed=G9); no_update_volatility->G5 p95=1.293 delta=0.000 regret=0.000 (space=G3|G5|G6|G9; removed=G7),no_relationship_semantics->G9 p95=1.315 delta=0.022 regret=0.017 (space=G7|G9; removed=G3|G5|G6); no_sharedness->G3 p95=1.295 delta=0.003 regret=0.002 (space=G3|G7|G9; removed=G5|G6); no_relationship_semantics_no_depth->G9 p95=1.315 delta=0.022 regret=0.017 (space=G7|G9; removed=G3|G5|G6),,,,,,,,,,,,2.0040178926597,6.029491237996972,9.035518076986522,weak_or_redundant
fiben,sf10,Q8_IBMTransactionsBelowAverageSellingPrice,G5,0.9216521284542978,G3|G5|G6|G7|G9,4,3,1,0.0061355842222458,0.0061355842222458,0,always_embed->G5 p95=0.922 delta=0.000 regret=0.000; depth_only->G5 p95=0.922 delta=0.000 regret=0.000; relationship_type_only->G5 p95=0.922 delta=0.000 regret=0.000,always_reference->G7 p95=0.927 delta=0.006 regret=0.006,0.839,0.9225625632097944,0.0009878290597815,6,3,3,0.0061355842222458,0.0061355842222458,0,no_depth->G5 p95=0.922 delta=0.000 regret=0.000 (space=G3|G5|G6|G7|G9); no_residual_traversal->G5 p95=0.922 delta=0.000 regret=0.000 (space=G3|G5|G6|G7; removed=G9); no_update_volatility->G5 p95=0.922 delta=0.000 regret=0.000 (space=G3|G5|G6|G9; removed=G7),no_relationship_semantics->G7 p95=0.927 delta=0.006 regret=0.006 (space=G7|G9; removed=G3|G5|G6); no_sharedness->G7 p95=0.927 delta=0.006 regret=0.006 (space=G3|G7|G9; removed=G5|G6); no_relationship_semantics_no_depth->G7 p95=0.927 delta=0.006 regret=0.006 (space=G7|G9; removed=G3|G5|G6),,,,,,,,,,,,2.0122711684444914,6.012271168444492,9.03067792111123,weak_or_redundant
fiben,sf30,Q3_SecuritiesHeldInEachFinancialServiceAccount,G5,1.652036904124543,G2|G3|G4|G5|G7|G9,4,3,1,0.0049291239080551,0.0049291239080551,0,always_embed->G5 p95=1.652 delta=0.000 regret=0.000; depth_only->G5 p95=1.652 delta=0.000 regret=0.000; relationship_type_only->G5 p95=1.652 delta=0.000 regret=0.000,always_reference->G7 p95=1.660 delta=0.008 regret=0.005,0.845,1.653299083787715,0.0007640142057485,6,3,3,0.0049291239080551,0.0049291239080551,0,no_depth->G5 p95=1.652 delta=0.000 regret=0.000 (space=G3|G5|G7|G9; removed=G2|G4); no_residual_traversal->G5 p95=1.652 delta=0.000 regret=0.000 (space=G2|G3|G5|G7; removed=G4|G9); no_update_volatility->G5 p95=1.652 delta=0.000 regret=0.000 (space=G2|G3|G4|G5|G9; removed=G7),no_relationship_semantics->G7 p95=1.660 delta=0.008 regret=0.005 (space=G4|G7|G9; removed=G2|G3|G5); no_sharedness->G7 p95=1.660 delta=0.008 regret=0.005 (space=G2|G3|G4|G7|G9; removed=G5); no_relationship_semantics_no_depth->G7 p95=1.660 delta=0.008 regret=0.005 (space=G7|G9; removed=G2|G3|G4|G5),,,,,,,,,,,,2.00985824781611,6.00985824781611,9.024645619540276,weak_or_redundant
imdb,sf0.5,QG10_AdvancedSearchWatchItems,G7,171.64141285902582,G0|G2|G3|G4|G5|G6|G7|G8|G9,4,1,3,0.005770101706615,0.0166956516845296,0,always_reference->G7 p95=171.641 delta=0.000 regret=0.000,always_embed->G8 p95=171.694 delta=0.053 regret=0.000; depth_only->G8 p95=171.694 delta=0.053 regret=0.000; relationship_type_only->G3 p95=174.507 delta=2.866 regret=0.017,1.0,171.64141285902585,0.0,6,5,1,0.0003073267176577,0.0003073267176577,0,no_relationship_semantics->G7 p95=171.641 delta=0.000 regret=0.000 (space=G0|G4|G7|G9; removed=G2|G3|G5|G6|G8); no_depth->G7 p95=171.641 delta=0.000 regret=0.000 (space=G0|G2|G3|G5|G6|G7|G9; removed=G4|G8); no_residual_traversal->G7 p95=171.641 delta=0.000 regret=0.000 (space=G0|G2|G3|G5|G6|G7; removed=G4|G8|G9); no_sharedness->G7 p95=171.641 delta=0.000 regret=0.000 (space=G0|G2|G3|G4|G7|G8|G9; removed=G5|G6); no_relationship_semantics_no_depth->G7 p95=171.641 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G2|G3|G4|G5|G6|G8),no_update_volatility->G8 p95=171.694 delta=0.053 regret=0.000 (space=G0|G2|G3|G4|G5|G6|G8|G9; removed=G7),association / sharedness / filtered search,WatchItem,4.0,1.0,0.0,1.0,none,0.1,644278.0,,select,6.0224657533911445,2.0006146534353153,9.023387733544116,weak_or_redundant
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,G7,0.6190445506945252,G2|G3|G4|G5|G7|G9,4,1,3,0.0030492695492486,0.0030492695492486,0,always_reference->G7 p95=0.619 delta=0.000 regret=0.000,always_embed->G5 p95=0.621 delta=0.002 regret=0.003; depth_only->G5 p95=0.621 delta=0.002 regret=0.003; relationship_type_only->G5 p95=0.621 delta=0.002 regret=0.003,0.843,0.6193409091851209,0.000478735319232,6,5,1,0.0030492695492486,0.0030492695492486,0,no_relationship_semantics->G7 p95=0.619 delta=0.000 regret=0.000 (space=G4|G7|G9; removed=G2|G3|G5); no_depth->G7 p95=0.619 delta=0.000 regret=0.000 (space=G3|G5|G7|G9; removed=G2|G4); no_residual_traversal->G7 p95=0.619 delta=0.000 regret=0.000 (space=G2|G3|G5|G7; removed=G4|G9); no_sharedness->G7 p95=0.619 delta=0.000 regret=0.000 (space=G2|G3|G4|G7|G9; removed=G5); no_relationship_semantics_no_depth->G7 p95=0.619 delta=0.000 regret=0.000 (space=G7|G9; removed=G2|G3|G4|G5),no_update_volatility->G5 p95=0.621 delta=0.002 regret=0.003 (space=G2|G3|G4|G5|G9; removed=G7),update + relationship creation,Person,5.0,3.0,0.0,1.0,mixed,1.0,0.2958825,Update / insertion with relationship creation,insert,6.006098539098497,2.006098539098497,9.015246347746242,weak_or_redundant
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,G7,1.2238605471793562,G2|G3|G4|G5|G7|G9,4,1,3,0.0010015569422278,0.0010015569422278,0,always_reference->G7 p95=1.224 delta=0.000 regret=0.000,always_embed->G4 p95=1.225 delta=0.001 regret=0.001; depth_only->G4 p95=1.225 delta=0.001 regret=0.001; relationship_type_only->G4 p95=1.225 delta=0.001 regret=0.001,0.868,1.224022348294966,0.000132205516374,6,5,1,0.0010015569422278,0.0010015569422278,0,no_relationship_semantics->G7 p95=1.224 delta=0.000 regret=0.000 (space=G4|G7|G9; removed=G2|G3|G5); no_depth->G7 p95=1.224 delta=0.000 regret=0.000 (space=G3|G5|G7|G9; removed=G2|G4); no_residual_traversal->G7 p95=1.224 delta=0.000 regret=0.000 (space=G2|G3|G5|G7; removed=G4|G9); no_sharedness->G7 p95=1.224 delta=0.000 regret=0.000 (space=G2|G3|G4|G7|G9; removed=G5); no_relationship_semantics_no_depth->G7 p95=1.224 delta=0.000 regret=0.000 (space=G7|G9; removed=G2|G3|G4|G5),no_update_volatility->G4 p95=1.225 delta=0.001 regret=0.001 (space=G2|G3|G4|G5|G9; removed=G7),,,,,,,,,,,,6.002003113884456,2.002003113884456,9.00500778471114,weak_or_redundant
imdb,sf0.5,QG6_EpisodesOfSeries,G7,1.0162401005800346,G3|G7|G8|G9,4,2,2,0.3757074980099714,0.3759987940343446,1,always_reference->G7 p95=1.016 delta=0.000 regret=0.000; relationship_type_only->G7 p95=1.016 delta=0.000 regret=0.000,always_embed->G4 p95=1.398 delta=0.382 regret=0.375; depth_only->G2 p95=1.398 delta=0.382 regret=0.376,0.441,1.2081540113416849,0.188847016223934,6,5,1,0.4072051937313056,0.4072051937313056,1,no_relationship_semantics->G7 p95=1.016 delta=0.000 regret=0.000 (space=G7|G9; removed=G3|G8); no_depth->G7 p95=1.016 delta=0.000 regret=0.000 (space=G3|G7|G9; removed=G8); no_residual_traversal->G7 p95=1.016 delta=0.000 regret=0.000 (space=G3|G7; removed=G8|G9); no_sharedness->G7 p95=1.016 delta=0.000 regret=0.000 (space=G3|G7|G8|G9); no_relationship_semantics_no_depth->G7 p95=1.016 delta=0.000 regret=0.000 (space=G7|G9; removed=G3|G8),no_update_volatility->G3 p95=1.430 delta=0.414 regret=0.407 (space=G3|G8|G9; removed=G7),containment / low-sharedness traversal,Series,1.0,1.0,0.0,1.0,none,0.0,1.0,,select,4.751706292044316,2.814410387462611,8.973321873238232,baseline_strong_with_ablation_signal
ldbc_snb,sf0.1,INS6_AddPost,G7,1.562038459815085,G0|G3|G7|G9,4,2,2,0.3275780168030722,0.3275780168030722,1,always_reference->G7 p95=1.562 delta=0.000 regret=0.000; relationship_type_only->G7 p95=1.562 delta=0.000 regret=0.000,always_embed->G9 p95=2.074 delta=0.512 regret=0.328; depth_only->G9 p95=2.074 delta=0.512 regret=0.328,1.0,1.562038459815085,0.0,6,5,1,0.4348216275740174,0.4348216275740174,1,no_relationship_semantics->G7 p95=1.562 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_depth->G7 p95=1.562 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_residual_traversal->G7 p95=1.562 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_sharedness->G7 p95=1.562 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_relationship_semantics_no_depth->G7 p95=1.562 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3),no_update_volatility->G0 p95=2.241 delta=0.679 regret=0.435 (space=G0; removed=G3|G7|G9),,,,,,,,,,,,4.6551560336061435,2.869643255148035,8.959620916328197,baseline_strong_with_ablation_signal
ldbc_snb,sf1,INS6_AddPost,G7,1.7574992030858994,G0|G3|G7|G9,4,2,2,0.4284584434405292,0.4284584434405292,1,always_reference->G7 p95=1.757 delta=0.000 regret=0.000; relationship_type_only->G7 p95=1.757 delta=0.000 regret=0.000,always_embed->G9 p95=2.511 delta=0.753 regret=0.428; depth_only->G9 p95=2.511 delta=0.753 regret=0.428,1.0,1.7574992030858994,0.0,6,5,1,0.2702516649352623,0.2702516649352623,1,no_relationship_semantics->G7 p95=1.757 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_depth->G7 p95=1.757 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_residual_traversal->G7 p95=1.757 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_sharedness->G7 p95=1.757 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_relationship_semantics_no_depth->G7 p95=1.757 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3),no_update_volatility->G0 p95=2.232 delta=0.475 regret=0.270 (space=G0; removed=G3|G7|G9),,,,,,,,,,,,4.856916886881059,2.540503329870525,8.667671881686847,baseline_strong_with_ablation_signal
ldbc_snb,sf3,INS6_AddPost,G7,1.0188206331804397,G0|G3|G7|G9,4,2,2,0.1679861011970536,0.1679861011970536,1,always_reference->G7 p95=1.019 delta=0.000 regret=0.000; relationship_type_only->G7 p95=1.019 delta=0.000 regret=0.000,always_embed->G9 p95=1.190 delta=0.171 regret=0.168; depth_only->G9 p95=1.190 delta=0.171 regret=0.168,1.0,1.0188206331804397,0.0,6,5,1,0.4046557369961009,0.4046557369961009,1,no_relationship_semantics->G7 p95=1.019 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_depth->G7 p95=1.019 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_residual_traversal->G7 p95=1.019 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_sharedness->G7 p95=1.019 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_relationship_semantics_no_depth->G7 p95=1.019 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3),no_update_volatility->G0 p95=1.431 delta=0.412 regret=0.405 (space=G0; removed=G3|G7|G9),,,,,,,,,,,,4.335972202394107,2.809311473992202,8.54993941338241,baseline_strong_with_ablation_signal
ldbc_snb,sf1,INS7_AddComment,G7,1.5986245591193438,G0|G3|G7|G9,4,2,2,0.3178869386753663,0.3178869386753663,1,always_reference->G7 p95=1.599 delta=0.000 regret=0.000; relationship_type_only->G7 p95=1.599 delta=0.000 regret=0.000,always_embed->G9 p95=2.107 delta=0.508 regret=0.318; depth_only->G9 p95=2.107 delta=0.508 regret=0.318,1.0,1.5986245591193438,0.0,6,5,1,0.1478584410268964,0.1478584410268964,1,no_relationship_semantics->G7 p95=1.599 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_depth->G7 p95=1.599 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3); no_residual_traversal->G7 p95=1.599 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_sharedness->G7 p95=1.599 delta=0.000 regret=0.000 (space=G0|G7; removed=G3|G9); no_relationship_semantics_no_depth->G7 p95=1.599 delta=0.000 regret=0.000 (space=G0|G7|G9; removed=G3),no_update_volatility->G0 p95=1.835 delta=0.236 regret=0.148 (space=G0; removed=G3|G7|G9),,,,,,,,,,,,4.635773877350733,2.295716882053793,8.079349200431423,baseline_strong_with_ablation_signal
fiben,sf1,Q10_CreateAccountHoldingAndBuyTransaction,G9,0.5755637714173645,G2|G3|G4|G5|G7|G9,4,2,2,0.15222013148457686,0.1910690660479382,1,always_embed->G9 p95=0.576 delta=0.000 regret=0.000; depth_only->G9 p95=0.576 delta=0.000 regret=0.000,always_reference->G7 p95=0.641 delta=0.065 regret=0.113; relationship_type_only->G4 p95=0.686 delta=0.110 regret=0.191,0.841,0.5859388956509065,0.0180260203104732,6,5,1,0.1133711969212155,0.1133711969212155,1,no_relationship_semantics->G9 p95=0.576 delta=0.000 regret=0.000 (space=G4|G7|G9; removed=G2|G3|G5); no_depth->G9 p95=0.576 delta=0.000 regret=0.000 (space=G3|G5|G7|G9; removed=G2|G4); no_sharedness->G9 p95=0.576 delta=0.000 regret=0.000 (space=G2|G3|G4|G7|G9; removed=G5); no_update_volatility->G9 p95=0.576 delta=0.000 regret=0.000 (space=G2|G3|G4|G5|G9; removed=G7); no_relationship_semantics_no_depth->G9 p95=0.576 delta=0.000 regret=0.000 (space=G7|G9; removed=G2|G3|G4|G5),no_residual_traversal->G7 p95=0.641 delta=0.065 regret=0.113 (space=G2|G3|G5|G7; removed=G4|G9),update + relationship creation,Person,5.0,3.0,0.0,1.0,mixed,1.0,0.2958825,Update / insertion with relationship creation,insert,4.343289197532515,2.2267423938424313,7.683402788296162,baseline_strong_with_ablation_signal
