dataset,scale_label,query_name,run_phase,query_scale_phase_id,baseline,availability_status,selected_g_classes,selected_config_count,global_best_config_id,global_best_g_class,global_best_p95,baseline_best_config_id,baseline_best_g_class,baseline_best_p95,top1_preserved,top3_preserved,near_best_preserved,relative_regret,random_repetitions,random_k_size,random_top1_std,random_top3_std,random_near_best_std,random_regret_std,note
fiben,sf1,Q3_SecuritiesHeldInEachFinancialServiceAccount,hot,fiben::sf1::Q3_SecuritiesHeldInEachFinancialServiceAccount::hot,schema_lens,available,G2|G3|G4|G5|G7|G9,6,q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,G5,0.4349461290985345,q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,G5,0.4349461290985345,1.0,1.0,1.0,0.0,,,,,,,SchemaLens selects all non-control measured configuration classes for this case.
fiben,sf1,Q3_SecuritiesHeldInEachFinancialServiceAccount,hot,fiben::sf1::Q3_SecuritiesHeldInEachFinancialServiceAccount::hot,random_k,available,random_sample_k=6,6,q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,G5,0.4349461290985345,,,0.4369431051134597,0.847,1.0,1.0,0.004591318053718722,1000,6,0.3599874997829786,0.0,0.0,0.010802726188670942,Random-k is averaged over repeated samples from measured configuration classes.
fiben,sf1,Q3_SecuritiesHeldInEachFinancialServiceAccount,hot,fiben::sf1::Q3_SecuritiesHeldInEachFinancialServiceAccount::hot,always_reference,available,CONTROL|G3|G7,3,q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,G5,0.4349461290985345,q3_securities_held_in_each_financial_service_account__g3__association_references,G3,0.4479982599150389,0.0,1.0,1.0,0.03000861473018773,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf1,Q3_SecuritiesHeldInEachFinancialServiceAccount,hot,fiben::sf1::Q3_SecuritiesHeldInEachFinancialServiceAccount::hot,always_embed,available,G2|G4|G5|G9,4,q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,G5,0.4349461290985345,q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,G5,0.4349461290985345,1.0,1.0,1.0,0.0,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf1,Q3_SecuritiesHeldInEachFinancialServiceAccount,hot,fiben::sf1::Q3_SecuritiesHeldInEachFinancialServiceAccount::hot,depth_only,available,G3|G4|G5|G9,4,q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,G5,0.4349461290985345,q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,G5,0.4349461290985345,1.0,1.0,1.0,0.0,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf1,Q3_SecuritiesHeldInEachFinancialServiceAccount,hot,fiben::sf1::Q3_SecuritiesHeldInEachFinancialServiceAccount::hot,relationship_type_only,available,G4|G5,2,q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,G5,0.4349461290985345,q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,G5,0.4349461290985345,1.0,1.0,1.0,0.0,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf1,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,cold,fiben::sf1::Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity::cold,schema_lens,available,G2|G3|G4|G5|G7|G9,6,q4_companies_reached_from_person_through_account_holding_listed_security__g2__embed_containment_children,G2,1.1454378021880982,q4_companies_reached_from_person_through_account_holding_listed_security__g2__embed_containment_children,G2,1.1454378021880982,1.0,1.0,1.0,0.0,,,,,,,SchemaLens selects all non-control measured configuration classes for this case.
fiben,sf1,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,cold,fiben::sf1::Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity::cold,random_k,available,random_sample_k=6,6,q4_companies_reached_from_person_through_account_holding_listed_security__g2__embed_containment_children,G2,1.1454378021880982,,,1.1720336298458278,0.854,1.0,0.854,0.02321891909532246,1000,6,0.3531062163145815,0.0,0.3531062163145815,0.056155785401806144,Random-k is averaged over repeated samples from measured configuration classes.
fiben,sf1,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,cold,fiben::sf1::Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity::cold,always_reference,available,CONTROL|G3|G7,3,q4_companies_reached_from_person_through_account_holding_listed_security__g2__embed_containment_children,G2,1.1454378021880982,q4_companies_reached_from_person_through_account_holding_listed_security__g7__update_aware_references,G7,1.7693722096737468,0.0,0.0,0.0,0.5447126035946813,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf1,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,cold,fiben::sf1::Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity::cold,always_embed,available,G2|G4|G5|G9,4,q4_companies_reached_from_person_through_account_holding_listed_security__g2__embed_containment_children,G2,1.1454378021880982,q4_companies_reached_from_person_through_account_holding_listed_security__g2__embed_containment_children,G2,1.1454378021880982,1.0,1.0,1.0,0.0,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf1,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,cold,fiben::sf1::Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity::cold,depth_only,available,G3|G7,2,q4_companies_reached_from_person_through_account_holding_listed_security__g2__embed_containment_children,G2,1.1454378021880982,q4_companies_reached_from_person_through_account_holding_listed_security__g7__update_aware_references,G7,1.7693722096737468,0.0,0.0,0.0,0.5447126035946813,,,,,,,Coverage status: partial; performance computed over selected measured classes.
fiben,sf1,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,cold,fiben::sf1::Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity::cold,relationship_type_only,available,G4|G5,2,q4_companies_reached_from_person_through_account_holding_listed_security__g2__embed_containment_children,G2,1.1454378021880982,q4_companies_reached_from_person_through_account_holding_listed_security__g4__deep_nested_path,G4,1.3276010053232312,0.0,1.0,0.0,0.15903369243371546,,,,,,,Coverage status: partial; performance computed over selected measured classes.
