query_id,dbsr_query_name,schemalens_best_config,schemalens_best_group,schemalens_p95_ms,dbsr_p95_ms,best_observed_method,best_observed_p95_ms,dbsr_regret_vs_schemalens,dbsr_regret_vs_best_observed,dbsr_within_5_percent_of_schemalens,schema_lens_returned_count,dbsr_returned_count,returned_count_ratio_dbsr_over_schemalens,semantic_parity_warning
Q1,Q1_CompanyProfileIBM,q1_company_profile_ibm__g0__root_only,primary,0.224772,0.196788,DBSR,0.196788,-0.124498,0.0,True,1.0,1.0,1.0,
Q2,Q2_CompanyWithIndustryCountryAndListedSecurities,q2_company_with_industry_country_and_listed_securities__g9__tradeoff_benchmark_candidate,secondary_affected,0.250701,1.314892,SchemaLens,0.250701,4.244863,4.244863,False,1.0,1.0,1.0,
Q3,Q3_SecuritiesHeldInEachFinancialServiceAccount,q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,primary,1.652037,329.54331,SchemaLens,1.652037,198.476966,198.476966,False,149.8,149.8,1.0,
Q4,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,q4_companies_reached_from_person_through_account_holding_listed_security__g4__deep_nested_path,primary,17.142359,1677.83547,SchemaLens,17.142359,96.876578,96.876578,False,1608.0,1608.0,1.0,
Q5,Q5_ReportsAndMetricDataOfCompany,q5_reports_and_metric_data_of_company__control__normalized_reference_baseline,control,45.217182,12.415111,DBSR,12.415111,-0.725434,0.0,True,6801.0,6818.0,1.0025,
Q6,Q6_TechUSListedSecuritiesWithHighLastTradedValue,q6_tech_uslisted_securities_with_high_last_traded_value__g3__association_references,primary,418.83483,0.502494,DBSR,0.502494,-0.9988,0.0,True,100.0,100.0,1.0,
Q7,Q7_PersonsWhoBoughtMoreIBMThanSold,q7_persons_who_bought_more_ibmthan_sold__g3__association_references,primary,1.322278,1.587218,SchemaLens,1.322278,0.200366,0.200366,False,97.0,97.0,1.0,
Q8,Q8_IBMTransactionsBelowAverageSellingPrice,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,primary,1.292882,1.571194,SchemaLens,1.292882,0.215265,0.215265,False,88.0,87.0,0.988636,
Q9,Q9_PersonsWhoBoughtAndSoldSameStock,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,secondary_affected,1.223861,1.774232,SchemaLens,1.223861,0.449701,0.449701,False,0.3,0.3,1.0,
