query_id,dbsr_query_name,schemalens_best_config,schemalens_best_group,schemalens_p95_ms,dbsr_p95_ms,best_observed_method,best_observed_p95_ms,dbsr_regret_vs_schemalens,dbsr_regret_vs_best_observed,dbsr_within_5_percent_of_schemalens,schema_lens_returned_count,dbsr_returned_count,returned_count_ratio_dbsr_over_schemalens,semantic_parity_warning
Q1,Q1_CompanyProfileIBM,q1_company_profile_ibm__control__normalized_reference_baseline,control,0.295784,0.21737,DBSR,0.21737,-0.265106,0.0,True,1.0,1.0,1.0,
Q2,Q2_CompanyWithIndustryCountryAndListedSecurities,q2_company_with_industry_country_and_listed_securities__g1__embed_descriptors,primary,0.155368,0.812346,SchemaLens,0.155368,4.228527,4.228527,False,1.0,1.0,1.0,
Q3,Q3_SecuritiesHeldInEachFinancialServiceAccount,q3_securities_held_in_each_financial_service_account__g4__deep_nested_path,primary,0.899143,113.679687,SchemaLens,0.899143,125.431113,125.431113,False,53.8,53.8,1.0,
Q4,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,q4_companies_reached_from_person_through_account_holding_listed_security__g5__shared_targets_as_references,primary,4.308413,578.854638,SchemaLens,4.308413,133.354482,133.354482,False,536.0,600.0,1.119403,
Q5,Q5_ReportsAndMetricDataOfCompany,q5_reports_and_metric_data_of_company__g9__tradeoff_benchmark_candidate,secondary_affected,28.432783,12.834964,DBSR,12.834964,-0.548586,0.0,True,6801.0,6818.0,1.0025,
Q6,Q6_TechUSListedSecuritiesWithHighLastTradedValue,q6_tech_uslisted_securities_with_high_last_traded_value__control__normalized_reference_baseline,control,91.474332,5.481802,DBSR,5.481802,-0.940073,0.0,True,100.0,100.0,1.0,
Q7,Q7_PersonsWhoBoughtMoreIBMThanSold,q7_persons_who_bought_more_ibmthan_sold__g6__materialized_query_view,primary,0.857698,1.568635,SchemaLens,0.857698,0.82889,0.82889,False,97.0,97.0,1.0,
Q8,Q8_IBMTransactionsBelowAverageSellingPrice,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,primary,0.921652,1.555086,SchemaLens,0.921652,0.687281,0.687281,False,88.0,87.0,0.988636,
Q9,Q9_PersonsWhoBoughtAndSoldSameStock,q9_persons_who_bought_and_sold_same_stock__g5__shared_targets_as_references,primary,1.05687,18.524093,SchemaLens,1.05687,16.527316,16.527316,False,0.3,0.3,1.0,
