query_id,dbsr_query_name,schemalens_best_config,schemalens_best_group,schemalens_p95_ms,dbsr_p95_ms,best_observed_method,best_observed_p95_ms,dbsr_regret_vs_schemalens,dbsr_regret_vs_best_observed,dbsr_within_5_percent_of_schemalens,schema_lens_returned_count,dbsr_returned_count,returned_count_ratio_dbsr_over_schemalens,semantic_parity_warning
Q1,Q1_CompanyProfileIBM,q1_company_profile_ibm__control__normalized_reference_baseline,control,0.233373,0.223937,DBSR,0.223937,-0.040433,0.0,True,1.0,1.0,1.0,
Q2,Q2_CompanyWithIndustryCountryAndListedSecurities,q2_company_with_industry_country_and_listed_securities__g5__shared_targets_as_references,primary,0.117117,0.77193,SchemaLens,0.117117,5.591075,5.591075,False,1.0,1.0,1.0,
Q3,Q3_SecuritiesHeldInEachFinancialServiceAccount,q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,primary,0.434946,0.316656,DBSR,0.316656,-0.271965,0.0,True,10.6,11.5,1.084906,
Q4,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,q4_companies_reached_from_person_through_account_holding_listed_security__control__normalized_reference_baseline,control,1.002833,1.022164,SchemaLens,1.002833,0.019276,0.019276,True,53.6,52.35,0.976679,
Q5,Q5_ReportsAndMetricDataOfCompany,q5_reports_and_metric_data_of_company__g2__embed_containment_children,primary,37.626791,11.895783,DBSR,11.895783,-0.683848,0.0,True,6801.0,6818.0,1.0025,
Q6,Q6_TechUSListedSecuritiesWithHighLastTradedValue,q6_tech_uslisted_securities_with_high_last_traded_value__g9__tradeoff_benchmark_candidate,secondary_affected,0.385924,1.382489,SchemaLens,0.385924,2.582286,2.582286,False,100.0,169.0,1.69,
Q7,Q7_PersonsWhoBoughtMoreIBMThanSold,q7_persons_who_bought_more_ibmthan_sold__g4__deep_nested_path,primary,1.186999,1.552802,SchemaLens,1.186999,0.308175,0.308175,False,97.0,97.0,1.0,
Q8,Q8_IBMTransactionsBelowAverageSellingPrice,q8_ibmtransactions_below_average_selling_price__g7__update_aware_references,secondary_affected,0.863551,1.569095,SchemaLens,0.863551,0.817026,0.817026,False,88.0,87.0,0.988636,
Q9,Q9_PersonsWhoBoughtAndSoldSameStock,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,secondary_affected,0.851476,2.014441,SchemaLens,0.851476,1.365821,1.365821,False,0.3,0.25,0.833333,
