scale_label,collection_name,config_name,documents_inserted,elapsed_seconds
sf1,watchitems,watchitem_g4,11918372,9914.066611174028
sf1,watchitems,watchitem_g5,11918372,11334.145060620736
sf1,watchitems,watchitem_g6,11918372,11312.131733532064
